,Characters,Quotes
8006,Leela,Survivor Pat Benatar The Scorpions The list goes on
8007,Fry,That clover helped my ratfink brother steal my dream of going into space Now Ill never get there
8008,Leela,You went there this morning for doughnuts
8009,Hermes,First person on Mars Oh so your brother was that Philip J Fry
8010,Fry,Im Philip J Fry He stole my name after I got frozen
8011,Farnsworth,Shut up friends My Internet browser heard us saying the word Fry and it found a movie about Philip J Fry for us  It also opened my calendar to Friday and ordered me some French fries
8012,Narrator, a feat that has never since been equalled
8013,Fry,That should have been me
8014,Narrator,The everlucky Fry made his fortune after striking oil in the bathroom of the mansion he had won in a lottery
8015,Fry,Thats my clover Yancy stole it
8016,Narrator,After a whirlwind fling with Icelandic supermodel Njörd Fry scored a string of top 10 hits with his rock band Leaf Seven known for their hypnotic rhythms driving baselines and memorable hooks
8017,Fry,Thats what Im known for
8018,Man,Phil came in right strummed out this tune yeah and I said Thats a number one record
8019,Narrator,Today Fry spends most of his time in his grave in Orbiting Meadows National Cemetery buried with the trademark sevenleaf clover that will bring him luck in the next life perhaps some Egyptians believe
8020,Fry,So thats where my clover is Hey is that orbiting cemetery near here
8021,Leela,It will be in a couple hours
8022,Fry,Good Leela Bender were going grave robbing
8023,Bender,Ill get my kit
8024,Yancy,Thanks for lending me your tux Dad Itll be perfect for my wedding
8025,Mr. Fry,Yancy that tux got me through Nam in style  I just wish your brother were still around to see this
8026,Mrs. Fry,Ill never forget the day Philip disappeared Wisconsin won the Rose Bowl 179 Oh I miss him
8027,Yancy,Oh that reminds me
8028,Mrs. Fry,Have a look downstairs Your brother may be missing but his crap sure isnt
8029,Yancy,Hmm Breakfast Club Thisll clear out the room at the end of the reception
8030,Leela,They buried your brother in the World Heroes section Im impressed
8031,Fry,I should be the one in that grave
8032,Fry,Hmm We lost Bender
8033,Bender,There Now no one will be able to say I dont own John Larroquettes spine
8034,Fry,Aha My brothers grave
8035,Leela,Philip Fry the original Martian
8036,Fry,Its all lies every word of it He wasnt original he wasnt a Martian he wasnt Philip Fry and since when is he a the
8037,Bender,Youre twice the the he ever was
8038,Fry,Its clovering time
8039,Yancy's wife,So had any ideas for names Yancy
8040,Yancy,Uh Im sorta thinking one  Its a lucky clover that can help you be successful whatever you do  even breakdancing  and it once belonged to someone very special
8041,Yancy's wife,I know what name you wanna give him Yancy Its OK
8042,Yancy,Really  Son Im naming you Philip J Fry in honour of my little brother who I miss every day I love you Philip and I always will
8043,Fry,Here lies Philip J Fry named for his uncle to carry on his spirit
8044,Bender,Pay dirt I got the clover Plus his wedding ring  Sorry ladies Im taken Hey Fry you want me to smack the corpse up a little
8045,Leela,Uh Bender I think Fry needs a moment alone
8046,Bender,Alright grab a shovel Im only one skull short of a Mouseketeer reunion
8047,Leela,Fry I know those cookies are freshalicious but they produce an awful lot of trash
8048,Bender,Ah
8049,Leela,And Bender that aerosol head spray makes your antenna smell nice
8050,Bender,Thank you
8051,Leela,But its doing longterm damage to the planet
8052,Bender,So Its not like its the only one weve got
8053,Farnsworth,Good news everyone Im sending you on an extremely controversial mission
8054,Fry,Controversial
8055,Farnsworth,Oh my no
8056,Farnsworth,For this highly controversial mission youll be towing the Juan Valdez an orbiting supertanker full of rich Columbian dark matter
8057,Leela,Dark matter oil What if we hit something The tanker could leak
8058,Farnsworth,Impossible  Now once youve hauled the tanker past the protestors
8059,Leela,Protestors
8060,Farnsworth,Correct 6000 hulls
8061,Leela,Why do we have to fly within three feet of this penguin preserve on Pluto
8062,Farnsworth,To avoid the tollbooth
8063,Fry,OK shes all restocked with emergency jam Lets get going
8064,Leela,At the risk of sounding negative
8065,Farnsworth,What are you yapping about
8066,Leela,This time its your reckless disregard for the environment In fact Im gonna go join those protestors
8067,Farnsworth,This is an outrage I demand you hand over your captains jacket
8068,Leela,This is my normal jacket Ive had it for 10 years
8069,Farnsworth,I said hand it over  No I shouldnt Because Bender is the new captain
8070,Fry,Bender
8071,Farnsworth,Thats right Being captain is about intuition and heart A good captain cant have either one Thats why cold logical Bender is perfect for the job
8072,Bender,Well I do think of human life as expendable
8073,Fry,No fair Leela was training me to be captain She even let me sit in her lap and steer  in this comic I drew
8074,Zoidberg,Ooh The new ones out
8075,Bender,Fry the title of captain may inflate the human ego but its beneath the notice of my mighty robologic  Now look spry men We launch at six bells
8076,Waterfall Sr.,Greetings Econauts Im Free Waterfall Sr founder of Penguins Unlimited  Please hold your thumbs until the end Now folks its time to stop that tanker with a nonviolent human circle
8077,Leela,Why do we have to resort to nonviolence Cant we just kick their asses
8078,Waterfall Sr.,Now little lady those peoples asses are living things too
8079,Bender,Aye Were hitched up tighter than Davy Jones UHaul At ease men
8080,Fry,I am at ease
8081,Bender,Mr Fry I like to give my first mate an informal nickname From now on you will be known as  Wiggles
8082,Fry,The hell I will Have you even read the Captains Handbook
8083,Bender,I have now And whats Peter Parrots first rule of captaining
8084,Fry,Always respect the chain o command  captain
8085,Bender,Correct Wiggles Youve just earned an invitation to the captains table
8086,Zoidberg,The captains table What an honour
8087,Waterfall Sr.,Our peace ring has em trapped like a tiger in a washing machine
8088,Leela,Get ready
8089,Protestor #1,Look out
8090,Protestor #2,Hold on
8091,Waterfall Sr.,Here they come
8092,Leela,When you were planning this peace ring didnt you realise spaceships can move in three dimensions
8093,Waterfall Sr.,No I did not
8094,Waterfall Sr.,Folks that tanker gave us the slip but well stop em here on Pluto If youre cold rub your bodies with permafrost Its natures long johns  If rubbing frozen dirt in your crotch is wrong hey I dont wanna be right
8095,Waterfall Sr.,This here is our penguin preserve
8096,Leela,Aw Theyre so cute Theyre like if puppies and kittens could have babies
8097,Waterfall Sr.,We use hand puppets around the younguns to simulate a natural environment
8098,Leela,Thats adorable
8099,Bender,But I suppose its this medal Im most proud of Wiggles I won it for saving the children of Earth from a giant kangaroo It was on the Australian news you probably didnt see it
8100,Zoidberg,Brilliant
8101,Fry,Would you cram a sock in it Bender Those arent even medals theyre bottlecaps and pepperoni slices
8102,Bender,Thank you steward Wiggles werent you about to propose a toast to your gallant captain
8103,Fry,Fine Ive got a toast To Captain Bender hes the best    at being a big jerk whos stupid and his big ugly face is as dumb as a butt
8104,Bender,Eh Ive heard better
8105,Fry,If I were in charge I wouldnt treat you like this Youre nothing but a big blowhard
8106,Bender,Sir you forget yourself Shut up
8107,Fry,Being captain is obviously more important to you than being my friend Im going
8108,Bender,Going But a captain cant drink without his first mate
8109,Zoidberg,You can drink with me maybe
8110,Bender,I dont feel like drinking
8111,Zoidberg,Then if youll excuse me I see some ravioli that only has two shoe prints on it  Three
8112,Bender,"Oh Greenland is a barren land
A land that bears no green
Where theres ice and snow
And the whale fishes blow
And the"
8113,Zoidberg,Captain please have some liquor You robots need alcohol to function
8114,Bender,Im a good captain
8115,Zoidberg,Please sir I love you like a father
8116,Protestor #3,Here they come Oh I hope they read my sign
8117,Leela,Benders flying too low And hes upsidedown
8118,Protestor #3,He must be talking on a cell phone
8119,Fry,Whats happening
8120,Zoidberg,All 6000 hulls have been breached
8121,Fry,Oh the fools If only theyd built it with 6001 hulls When will they learn
8122,Linda,story The crisis on Pluto worsens as dark matter spreads throughout the penguin habitat The images are truly horrific
8123,Leela,I dont think any of us can understand how those poor oildrenched penguins feel
8124,Morbo,At the time of the crash the tanker captain had an alcohol level of 08 percent  well below the legal limit for robots
8125,Hyper-Chicken,Son as your lawyer I declare yall are in a 12piece bucket o trouble But I done struck you a deal
8126,Bender,Five hours Aw man Couldnt you just got me the death penalty
8127,Hyper-Chicken,Id have done better but its plum hard pleadin a case while awaitin trial for that there incompetence
8128,Bender,Yeah uh good luck with that
8129,Leela,Now you stay away from those puffin twins
8130,Waterfall Sr.,Good way to avoid frostbite folks
8131,Leela,Uh  I think Ill go check on Bender
8132,Waterfall Sr.,Watch that he doesnt pick your pocket
8133,Bender,Ah cant beat freshsqueezed
8134,Leela,Bender can you at least pretend youre being punished  And clean the black parts too
8135,Smitty,Are they black with white feathers or white with black feathers
8136,URL,It dont matter baby theyre all beautiful
8137,Bender,Yo screws more Tegrin over here  Oh ho Whats this
8138,URL,Aw man He got away
8139,Smitty,I guess this is why Chief says no hugging
8140,Waterfall Sr.,Good work everyone I suggest you all go get some sleep Me well Im gonna stay up all night singing songs about penguins in a fine piercing tenor
8141,Leela,Has anyone seen Bender  Here robot robot robot
8142,Leela,Hey why werent you Kong donkeys outside cleaning up
8143,Zoidberg,They sent us inside for doing an unsatisfactory job  And eating penguin eggs
8144,Fry,You ate most of them So wheres Captain Bender Off catastrophising some other planet
8145,Zoidberg,Damnit Fry He may have done wrong but hes still your captain
8146,Leela,Im worried about him He didnt come back with the group
8147,Fry,He didnt
8148,Leela,No and with windchill its 20 degrees below absolute zero Id better go find him
8149,Fry,Wait Let me Bender and I have our disagreements but were still friends and Im gonna show him what that means  To the ship
8150,Leela,Why dont you just walk He was only about 20 yards from here
8151,Fry,Madam I am in command now
8152,Zoidberg,Such a man Id follow him to hell and back I would
8153,Bender,What the  Whats this water made of ice Forget this
8154,Penguin #1,Full of fish
8155,Bender,Not entirely
8156,Penguin #1,Then lets fish
8157,Zoidberg,Captain I dont think were on Pluto any longer In fact we may have left space as we know it
8158,Fry,Then where are we You said you knew how to navigate
8159,Zoidberg,Stop yelling at me
8160,Waterfall Sr.,Folks its worse than we thought Seems dark matter is natures sex drug Its like a perverted trail mix of penguin oestrogen penguin Viagra and Spanish penguin fly Why its making them ultrafertile
8161,Leela,How ultra
8162,Waterfall Sr.,Well your garden variety penguin lays one egg a year Since the spill our penguins have been laying six eggs every 15 minutes  Also the males are laying eggs
8163,Doctor,This man is overgasped
8164,Waterfall Sr.,If the birds keep multiplying therell soon be too many to count  Before long the penguins will exhaust their food supply and starve to death
8165,Leela,Oh if only we hadnt flown penguins to Pluto and dumped oil on them this might never have happened Cant we stop them from multiplying
8166,Waterfall Sr.,Yes I reckon it is our responsibility And thankfully we have a plan
8167,Leela,What is it Well do anything
8168,Waterfall Sr.,Everyone grab your guns I declare penguin hunting season officially open
8169,Leela,You cant shoot penguins Isnt there some way to keep them from breeding
8170,Waterfall Sr.,Cold showers dont work on Antarctic creatures Now surely you agree that a quick semipainless death is a damn sight better than weeks of starvation
8171,Leela,Well I suppose But I mean I joined Penguins Unlimited to love penguins not to hunt them
8172,Waterfall Sr.,This time the two are one and the same Now are you with us or are you gonna let innocent penguins suffer
8173,Leela,Oh God Its inhuman Its like Hong Kong Ill do it
8174,Waterfall Sr.,Thats a good oldfashioned gun Simple pointandclick interface Rifle check
8175,Hunter #1,Oh yeah
8176,Hunter #2,Wee doggy
8177,Leela,Hey youre enjoying this
8178,Waterfall Sr.,Look nobody enjoys shooting penguins But if you have to shoot penguins well you might as well enjoy it
8179,Leela,Im sorry but if its fun in any way its not environmentalism
8180,Waterfall Sr.,Oh really How bout blowing up dams
8181,Leela,Yeah  that is fun
8182,Waterfall Sr.,Lets conservate
8183,Zoidberg,Its been an honour to serve under you sir
8184,Leela,Alright this is for their own good Dont leave orphans Gotta kill entire families  Whats going on Were you hiding out with these little guys
8185,Bender,Of course not Filthy ice rats Scat Shoo  Gah What are you doing Get away
8186,Leela,Aw They love you
8187,Bender,Well I dont love them  I dont know why but when I look down at their little faces it makes me wanna puke In a good way
8188,Penguins,Stand still Its our only hope
8189,Bender,Thats puffin talk Now follow me
8190,Leela,Stop Stop shooting Its me Leela
8191,Hunter #2,Sorry
8192,Waterfall Sr.,Why arent you firing randomly into those birds little lady Dont you wanna help em
8193,Leela,Not this way
8194,Waterfall Sr.,What Why youre not a treehugging kook at all
8195,Leela,Look I dont know if shooting penguins will help the environment or not But I do know the decision shouldnt be in the hands of people who just wanna kill for fun
8196,Waterfall Sr.,Leela you may just be farming some freerange truth there  On the other hand we already made up 200 pounds of batter for penguin tempura OK boys its them or us
8197,Leela,No
8198,Waterfall Sr.,Hey Whered they
8199,Bender,Attack
8200,Hunter #1,Whoa
8201,Hunter #2,Ow
8202,Bender,We will fight them on the beaches We will fight them on the glaciers
8203,Waterfall Sr.,Make sure they use every part of my body
8204,Old Man Waterfall,Ill avenge your death son
8205,Leela,They used to be such peaceful birds I suppose this was your doing
8206,Bender,Yep Its like I taught em
8207,Leela,Oh if only we had a toboggan
8208,Bender,Faster Faster
8209,Leela,Phew
8210,Bender,Oh phew  Oh right they can swim Its all coming back to me now
8211,Leela,Its Fry
8212,Bender,Wiggles
8213,Leela,Well at least itll help reduce their population
8214,Bender,Yeah life is hilariously cruel  Permission to come aboard Wiggles
8215,Fry,Granted We cant take off without our captain
8216,Bender,Oh and bring my toboggan
8217,Fry,So Leela were you able to help the penguins
8218,Leela,Well sure I mean  not really I mean  nature will work itself out It cant screw things up any worse than we did trying to fix things right
8219,Fry,I unno
8220,Bender,Ah quit your worrying Thanks to my shining influence those stupid birdsll do just fine
8221,Leela,Guidance system
8222,Bender,Online
8223,Leela,Autopilot
8224,Autopilot,Present
8225,Leela,Dark matter indicator
8226,Fry,Making the noise
8227,Leela,All systems operational Lets rock
8228,Leela,Gentlemen Ive completed my report on the crash
8229,Bender,Whoa Im not reading that crap Summarise it in one word
8230,Leela,Sabotage  This is a normal Lunit Without it space travel is but the fevered dream of a madman
8231,Fry,Yep
8232,Bender,Of course
8233,Zoidberg,Doy
8234,Hermes,Its an important unit
8235,Leela,And this my friends is the Lunit I just removed from the ship
8236,Fry,That doesnt look like an L at all Unless you count lowercase
8237,Bender,You know we dont
8238,Leela,Whoever did this was strong This is 340 pounds of Tonkatough steel
8239,Bender,Hmm It should look like this  But instead it looks like this
8240,Fry,Who would do a thing like that
8241,Bender,Who could do a thing like that And by that I mean this
8242,Zoidberg,Well gang it looks like we have another mystery on our hands
8243,Hermes,Id better make a chart of the suspects Ill begin by drawing a line with my straightedge  Sweet lamprey of Santa Fe My edge has been bent
8244,Amy,Now well never beat Jupiter State
8245,Zoidberg,My slinky  My cuddly little pet slinky
8246,Farnsworth,Whats all the hubbub
8247,Leela,My God Even the Professors been bent
8248,Farnsworth,That you for your sympathy talking square of linoleum
8249,Bender,Ill get you fixed up  Thats fine
8250,Amy,Wait a minute Bender what did you just do to the Professor
8251,Bender,I bent him
8252,Amy,Aha
8253,Hermes,Bender
8254,Zoidberg,Jaccuse
8255,Bender,Oh I see A bunch of stuff gets bent so it must be the robot designed for bending
8256,Hermes,I know how to settle this
8257,Fry,Huh
8258,Amy,What tapes
8259,Leela,Surveillance
8260,Zoidberg,Youve seen me naked
8261,Hermes,Ah Last nights tape It was right next to Bathroom Bloopers 4
8262,Bender,See Nothing Told you losers
8263,Fry,Wait There on the screen Its that guy you are
8264,Bender,Im sleepwalking
8265,Farnsworth,Dear God Weve got robots on the ceiling
8266,Fry,You werent sleepwalking you were sleepbending
8267,Bender,This is quite a shock On the other hand its not surprising in the least After all Ive been bending since the day I was built
8268,Bender,I was born on an assembly line in the bad part of Tijuana
8269,Bender,Mama  Hooray I graduated Time to bend around Europe for a few months then get a job bending
8270,Amy,You remember your own birth
8271,Bender,Sure It was only four years ago
8272,Fry,Youre only four years old
8273,Bender,Precocious little scamp aint I
8274,Leela,Hmm Bender must have a pentup need to bend thats not being satisfied by his bendfree lifestyle
8275,Farnsworth,Then he cant stay here Hes a menace to every straight person in the company  Go satisfy your bend lust and dont you come back to work until you do
8276,Robots,No more bending no more work Give us a raise you big fat jerk
8277,Sal,Nevers
8278,Joey,Yo The Mafia supports you But dont tell no one Spread the word
8279,Donbot,As the dulyelected mobsters of this union its our duty to support the struggle of these proud lazy slobs
8280,Joey,Yeah but what if management remains intragnizent
8281,Donbot,From the context it is clear what you mean In that case Clamps may have a little surprise for them
8282,Clamps,The clamps  Right
8283,Bender,Aw no A strike Now Ill never get to bend anything Oh woe is Bender
8284,Robot #1,Hang tough brother Management refused our demand to switch casual Friday to Monday
8285,Bender,What
8286,Robot #2,And now theyre hiring scabs at tentimes the normal wage
8287,Bender,Tentimes normal wage  Ill give those jerks what for
8288,Sal,Welcomes aboard scab
8289,Bender,Great to be here
8290,Sal,Come on Ill introduces you to your scab coworkers youll be scabbing with  This heres our scab foreman
8291,Bender,Flexo
8292,Flexo,Bender
8293,Bender,Hey sorry you got sent to that South American Turkish prison instead of me on account of mistaken identity
8294,Flexo,You bastard They treated me like an animal and thats what I became  Nah youre alright Good to see you buddy
8295,Sal,And heres another scab what also works here Angleine
8296,Bender,Hello
8297,Sal,Hey yous guyses wanna move that things
8298,Bender,Hello
8299,Robots,Give us a raise you big fat jerk
8300,Sal,Nevers
8301,Bender,Ow  Um hi Angleine Whatcha up to
8302,Angle-ine,Making hangers Guidance counsellor said I had a knack for it
8303,Bender,Thats cool thats cool So um uh I was wondering if yknow its cool if not but what are you doing after work
8304,Angle-ine,What I always do Jack squat
8305,Bender,Me too  Man we have a lot in common huh
8306,Angle-ine,Well we are made of virtually identical components
8307,Bender,Are you sure Maybe I should sneak a peek at your access panel
8308,Angle-ine,Hey according to the scab handbook thats extremely inappropriate banter  And thats just the way I like it
8309,Hermes,Haile H Selassie
8310,Zoidberg,There little friend Good as new
8311,Farnsworth,What an exquisite day That azure sky the verdant treetops  Those delightful birds with their chirp chirp chirp and their tweet tweet splat
8312,Fry,Professor Ive never seen you so cheerful What the hells wrong with you
8313,Farnsworth,Hmm Im not quite sure Perhaps seeing things from a new perspective has reminded me of lifes beauty Or perhaps my new posture is causing blood to pool in the back of my brain resulting in a mild delirium Incidentally you have a dime up your nose
8314,Fry,I wish Its a nickel
8315,Bender,Union forever Lousy scabs They cant do those things Et cetera
8316,Bender,I bet watching me bend girders like this turns your legs all rubbery
8317,Angle-ine,Well my legs are made of rubber  And anyway I am just as strong as you are Mac
8318,Bender,Oh yeah  Here let me help you
8319,Farnsworth,My new bent outlook has completely reenergised me Im even dating a young Brazilian retired actress
8320,Fry,Alright
8321,Farnsworth,Some say Im robbing the cradle but I say shes robbing the grave
8322,Bender,Howdy doodies Whats new
8323,Farnsworth,I was just regaling your former coworkers with a tale of bedroom antics the likes of which
8324,Bender,Yeah yeah Big whoop No one cares I got Benderrelated news Im in love and Im taking all my friends out to celebrate
8325,Amy,Lets get liquored up
8326,Elzar,Hey look at this crowd You guys gotta try the pasta Its got a real nice profit margin Bam So special occasion tonight
8327,Bender,Oh Elzar youll never guess whats happened
8328,Elzar,Bam
8329,Bender,I met the most dynamite ladybot
8330,Elzar,Hey thats terrific To celebrate Im gonna stick seven copies of my latest cookbook on your bill
8331,Bender,Bless you sir
8332,Farnsworth,So Bender tell us about this new girlfriend of yours
8333,Bender,I intend to Through the lost art of the toast  To Angleine shes got it all Looks charm and the love of a fabulous bending robot
8334,Fry,She sure does
8335,Bender,Flexo
8336,Elzar,Careful thats a week old
8337,Bender,I finally meet a nice girl with a pair of legs that dont quit unexpectedly and that jerk Flexo steals her away Its time to kick some shiny metal ass  You degenerate hussy Im disappointed in you too Angleine
8338,Angle-ine,Bender itsits not what you think
8339,Bender,Oh God Then its worse than I think
8340,Angle-ine,Now look there is no reason to be upset Flexo and I are divorced
8341,Bender,Div Huh
8342,Flexo,Were just havin dinner cause we wanna stay friends
8343,Bender,Uh I knew that What Im actually outraged by is your choice of wine Really its the stewards fault
8344,Steward,Excellent choice sir
8345,Bender,That Flexo Im knockin him right on his butt I cant believe this
8346,Farnsworth,Obsessing wont help Bender Take a lean back and enjoy life
8347,Bender,I cant My Fembot may be in love with another Manbot
8348,Leela,Well talk to her Tell her about your feelings in an open an honest way
8349,Fry,Yeah Either that or be a man
8350,Bender,OK Ive constructed an elaborate lie
8351,Fry,Thats thinkin like a man
8352,Bender,Hello This is Flexo
8353,Bender,Now well see who loves whom
8354,Bender,Hey hot stuff
8355,Angle-ine,Hey Flexo  So since when do you go to bars on work nights Its not like you at all
8356,Bender,Nonsense Its exactly like me Flexo
8357,Bartender-bot,Two Fuzzy Navels comin up
8358,Bender,I hope they can make change for a fortune
8359,Joey,Yo Get an eyeload of that filthy scab with the beard flashing his filthy scab money Its an insult to you boss
8360,Donbot,Yeah That cash oughta be slushin my fund and kicksing my back
8361,Clamps,Im greasing up my whoozits
8362,Donbot,Whoa whoa Clamps not yet Lets just keep an eye on him and see if he does it a couple more times
8363,Bender,Youre lookin good to Flexo tonight
8364,Angle-ine,Quit makin with the googly eyes You know that Im in love with Bender
8365,Bender,Bender That walking wuss factory
8366,Angle-ine,Well he may be a walking factory but believe me he is no wuss Now look you and me are through I told you that when I divorced you
8367,Bender,But going through a divorce together you cant tell me that didnt bring us closer Care to dance
8368,Angle-ine,You know I love dancing but you always hated it
8369,Bender,In that case its something Ive always wanted to make up to you  Hey scratchmo How bout dropping me and the lady some rumprattling beats
8370,Donbot,I had hoped that by the second time he flashed his cash my rage would have subsided Sadly that has not happened
8371,Angle-ine,You used to be so inflexible Flexo You have really loosened up
8372,Bender,I recently upgraded my funk card Cmon
8373,Angle-ine,Alright
8374,Bender,Cmon now whats new  Ew
8375,Angle-ine,Flexo WhatWhats going on
8376,Bender,Um
8377,Angle-ine,Flexo
8378,Bender,So the moral of the story is
8379,Angle-ine,You always were a kick in the teeth man
8380,Bender,Aw shucks thunderbuns You make me feel like a million volts
8381,Angle-ine,Flexo Flexo Flexo Im starting to remember why I fell for you in the first place
8382,Bender,So shes falling for Flexo eh Id better seduce her a little more just to be sure
8383,Angle-ine,Well its late I should get home to my trailer
8384,Bender,Ill walk you out After all a true gentleman tends to his dates every need  Tiparillo
8385,Bender,Here you are my lad Bring the ladys car around in the finest way possible
8386,Joey,Hes flashin his cash loaf again
8387,Donbot,How many times is that Two or three
8388,Clamps,Three
8389,Donbot,Alright Thats the necessary number of times That scabs gonna have a little onthejob accident
8390,Joey,With all due respect Donbot I dont think we should rely on an accident happening Lets kill him ourselves
8391,'Angle-ine,Well goodnight II had a great time
8392,Bender,How bout a lift To your place
8393,Angle-ine,What
8394,Bender,Admit it You felt something for me tonight And by me I mean Flexo
8395,'Angle-ine,Hey look I had fun but
8396,Bender,But
8397,'Angle-ine,But
8398,Bender,But
8399,Angle-ine,Huh Bender You tricked me
8400,Bender,Thats right baby I aint your lover boy Flexo the guy you love so much You even love anybody pretending to be him
8401,Angle-ine,Well maybe I love you so much I love you no matter who youre pretending to be
8402,Bender,Oh how I wish I could believe or understand that Theres only one reasonable course of action now
8403,Angle-ine,Nooo
8404,Flexo,Thanks I appreciate that  Nah Im joshing you That was quite annoying
8405,Bender,You call yourself divorced Youre making a mockery of one of our oldest institutions
8406,Flexo,What
8407,Clamps,Alright boss give the word and Ill drop this unbendable girder Clamp clamp kabamp
8408,Donbot,Remember only kill the one with the beard That other filthy scab we got nothing against
8409,Flexo,Thats low
8410,Angle-ine,Please stop Im not worth it
8411,Bender,Probably not But I love you and Im gonna kick his ass till I win you back
8412,Donbot,OK Clamps Now
8413,Clamps,Ooh thats gotta clamp
8414,Angle-ine,Flexo Are you OK
8415,Flexo,Yeah never better  Nah Im yankin your chain Im dying
8416,Angle-ine,You cant die Tonight Bender showed me that I love you
8417,Bender,But I love you
8418,Angle-ine,I know and I care for you too But I could never love anyone as much as you made me realise I love Flexo
8419,Bender,But  but  I love you so much Angleine I want you to be happy no matter what
8420,Angle-ine,What what are you saying
8421,Bender,Im saying Ive got an unbendable girder to bend
8422,Angle-ine,You cant bend that girder Its unbendable
8423,Bender,Well I dont know anything about lifting so that just leaves us the one option
8424,Flexo,Thanks buddy Another year under that and Id have been a goner
8425,Angle-ine,Ill always remember this Bender
8426,Bender,Jerk
8427,Leela,So Flexo and Angleine had sex right there on the factory floor Well at least you got bending out of your system
8428,Bender,Yes I wont be up to bending again for a long long time
8429,Farnsworth,Perhaps its your outlook that needs a good bend A 90degree bend to a place where happiness is perpendicular to wonderment
8430,Fry,Professor were all sick of your upbeat attitude
8431,Amy,Ill say
8432,Zoidberg,Believe it
8433,Farnsworth,Nonsense Its just like in the song I wrote
8434,Leela,Bender youve gotta help us
8435,Bender,I try to get out but they keep pulling me back in
8436,Farnsworth,"You gotta dangle
Have a new angle
Wangle a new dangle on life"
8437,Amy,No Bender The other way
8438,Bender,I like him better this way
8439,Farnsworth,Im sad now
8440,Leela,Eh its fine
8441,Amy,Is Nibbler stoked for the big pet show
8442,Leela,He ought to be with all the strict training Ive been putting him through  You are so adorable Who wants a ham
8443,Farnsworth,Zooka barooka First prize is 500 and a years supply of dog food
8444,Bender,500 you say
8445,Zoidberg,Dog food you say
8446,Fry,Man thats dogs gonna be hard to beat Look at him bring in the sheep One sheep two sheep    three sheep
8447,Leela,The dogs good but our real competition is the HypnoToad  Your turn Nibbler honey Herd those sheep
8448,Amy,Come on Nibbler
8449,Bender,Maam I have a late entry
8450,Bender,Faster Faster
8451,Zoidberg,Ow
8452,Bender,Suck in that gut You wanna be spayed
8453,Bender,Silence you cur Puff out that brisket
8454,Bender,I should be weeping Im not weeping
8455,Fry,I love these things
8456,Leela,Shake paws Nibbler Come on shake  He might be a little hungry Shake boy Usually hes had more ham by now Shake
8457,Judge #1,Third prize a partysized keg of guinea pigs goes to Dave Spiegel and his owner Fluffers  Second prize this lovely afghan made from an Afghan goes to Bender and his wooping terrier
8458,Bender,Second place  You didnt stick your landing
8459,Zoidberg,Forgive me my friend
8460,Bender,Never
8461,Judge #1,And before we announce the winner we have a special award for a firsttime contestant
8462,Leela,Me Award Him Me Good
8463,Judge #1,Thats just the kind of eloquence youd expect from the owner of Dumbest Pet in Show  All glory to the HypnoToad
8464,Leela,Maybe theyre right Maybe Nibbler is dumb
8465,Fry,Dont listen to them Leela People said I was dumb but I proved them
8466,Farnsworth,Good news everyone We were supposed to make a delivery to the planet Tweenis 12 but its been completely destroyed
8467,Leela,Why is that good news
8468,Farnsworth,They paid in advance
8469,Bender,Excuse me
8470,Hermes,This is mighty strange  First the civilisation of Space Rome collapsed then Don Martin 3 went kaflooie and now Tweenis 12
8471,Fry,Looks like this planet is next in line
8472,Leela,Thats Earth  The planet we live on
8473,Fry,Id hate to be those guys
8474,Hermes,Whats got into him Hes twitching like Zoidberg when someone mentions the word food
8475,Zoidberg,What now
8476,Leela,No Nibbler come back
8477,Leela,Too bad Nibblers not around I guess Ill have to eat this raw dripping ham by myself  Uh Nibbler Could you scooch the seat up just a little bit
8478,Fry,Leela back yet
8479,Bender,Fry help me My heart stopped beating
8480,Fry,You dont have a heart youre a robot
8481,Bender,Sure  right Robot  Oh Fry My skins all dry and clanky
8482,Fry,Well yeah Robots are made of metal
8483,Bender,Am I a robot
8484,Fry,Bender if this is some kind of scam I dont get it You already have my power of attorney
8485,Bender,Fry  My skin
8486,Farnsworth,Ow Ow Ow  Im a genius Ow Ow
8487,Fry,Dr Zoidberg why is everyone acting so weird
8488,Zoidberg,Zoidy want balloon Want balloon now  Zoidy want go outside
8489,Fry,I just let you back in
8490,Leela,This is unbelievable I thought you were a furry little moron But here you are flying an adorable spaceship If only you could talk  So every religion is wrong
8491,Linda,Im sending in more trains
8492,Woman,Go
8493,Man,Wait for me Wait for me
8494,Morbo,Morbo cant understand his TelePrompTer He forgot how you say that letter that looks like a man with a hat
8495,Linda,Its a T It goes tuh
8496,Morbo,Hello little man I will destroy you
8497,Fry,Man even the news monster is acting strange What are we gonna do
8498,Farnsworth,Duh I know Lets play the lottery
8499,Amy,No Lets buy Internet stock
8500,Zoidberg,On margin Zoidy wanna buy on margin
8501,Hermes,Look at me Im invisible
8502,Fry,Wait a minute I know whats going on here Youve all become idiots
8503,Bender,Hey lets all join the Reform Party
8504,Hermes,Oh yeah
8505,Ken,Welcome back Lord Nibbler Ambassador to Earth homeworld of the pizza bagel
8506,Nibbler,Thank you I bear many receipts for reimbursement
8507,Fiona,The four welcomes of friendship to you as well Leela We shall manipulate your mind so we appear to be speaking your language Do not be afraid my child
8508,Leela,Im not afraid
8509,Fiona,Uh good Good
8510,Leela,So your real name is Lord Nibbler Thats a coincidence
