,Characters,Quotes
3744,Fry,No! I swear!
3745,Santa,Santa has something very special in his sack for you two!
3746,Robots,"So lock the door and hit the floor,
'Cause Santa Claus comes tonight."
3747,Hattie,Go away!
3748,Bender,"Whoa, hold on! How about inviting us in for a traditional glass of hard cider?"
3749,Hattie,"Oh, alright. But just one glass!  I said that's enough!"
3750,Bender,Get her purse!
3751,Fry,Please let us live! We'll put out milk and cookies for you!
3752,Santa,You dare bribe Santa? I'm going to shove coal so far up your stocking you'll be coughing up diamonds!
3753,Leela,We're trapped.
3754,Fry,I never thought it would end this way
3755,Leela,"Goodbye, Fry."
3756,Fry,"Goodbye, Leela.  Hey, look, we're under the mistletoe."
3757,Santa,Your mistletoe is no match for my T.O.W. missile!
3758,Fry,"Uh, you're present may need some assembly."
3759,Bender,On the 4th day of Xmas I stole from that lady.
3760,Robot #1,Four family photos.
3761,Tinny Tim,Three jars of pennies.
3762,Robot #2,Two former husbands.
3763,Bender,And a slipper on a shoe tree.
3764,Raoul,"Oh, thank you!"
3765,Fry,Help!
3766,Leela,Somebody help us.
3767,Tinny Tim,"It's humans. Shall we mug them, robot sir?"
3768,Bender,"No, wait, I know these guys. They got nothing."
3769,Santa,"Ho, ho, ho!  You've been very naughty, Bender."
3770,Bender,What? Me? I didn't do nothing. You're thinking of the kid.
3771,Santa,"My God, Bender! Framing an orphan? That's so naughty I'll have to add it to my list right now.  ... an..."
3772,Zoidberg,"Amy, this is for you. A set of combs for your beautiful hair."
3773,Amy,"Oh, that's so sweet. But I sold my hair to a wigmaker so I could buy a set of combs for Hermes."
3774,Hermes,"Oh, the irony. I sold my hair so I could buy this third set of combs for Zoidberg."
3775,Zoidberg,Thank you. These'll come in handy for my new hair.  Finally I look as pretty as I feel!
3776,Fry,Help!
3777,Leela,Help!
3778,Bender,Help!
3779,Farnsworth,"Oh, dear. They'll be killed on our doorstep. And there's no trash pickup until January 3rd."
3780,Hermes,Sweet manatee of Galilee! He's on the roof!
3781,Farnsworth,Quick! The armour-plated chimney cover!  Push! Push!
3782,Bender,Use teamwork!
3783,Tinny Tim,"Oh, dear! Oh, dear!"
3784,Santa,"You've all been very naughty, very naughty indeed. Except you, Dr. Zoidberg, this is for you."
3785,Zoidberg,A pogo-stick!
3786,Santa,"As for the rest of you, I'm going to tear off your skin like wrapping paper and deck the halls with your guts."
3787,Bender,"Yeah? Well I don't believe in Santa Claus. Come on, everybody, if you don't believe in him, he can't hurt you.  Ow! God! The pain!"
3788,Santa,"Ho, ho, ho! Time to get jolly on your naughty asses!"
3789,Leela,Watch out! His belly is shaking like a bowl full of nitro-glycerine!
3790,Amy,Rudolph's nose!
3791,Fry,He's gonna blow!
3792,Zoidberg,Aha!
3793,Farnsworth,"Yes, good thing I got us out of that one!"
3794,Bender,"Xmas dinner, everyone."
3795,Fry,"Uh, Bender? Where did you get that bird?"
3796,Bender,"I found it lying in the street, like all the food I cook. Dig in, everyone."
3797,Tinny Tim,"Thank you, sir."
3798,Bender,You got the toenail!  Oh!
3799,Fry,"Look, the food isn't what's important."
3800,Tinny Tim,I'm so hungry.
3801,Fry,"The important thing is we're all together for Xmas. And even though I'm surrounded by robots and monsters and old people, I've never felt more at home."
3802,Farnsworth,"Hear, hear! Now let's all of us shut up and sing!"
3803,Amy,He knows when you are sleeping.
3804,Farnsworth,He knows when you're on the can.
3805,Leela,He'll hunt you down and blast your ass from here to Pakistan.
3806,Zoidberg,Oh.
3807,Hermes,"You'd better not breathe, You'd better not move."
3808,Bender,"You're better off dead, I'm telling you, dude."
3809,Fry,Santa Claus is gunning you down!
3810,Farnsworth,"Merry Xmas, everyone!"
3811,Santa,I'll be back. Back when you least expect it
3812,Singer,Call Robo-Rooter when you flush your towel.
3813,Plumber-bot,And we can also help with an impacted bowel.
3814,Singer,Robo-Rooter!
3815,Fry,Mmm. Mmm! Now this is what I call a thousand years of progress
3816,Bender,"Aw, jeez. Let's just pray I have the energy to get myself another beer.  Oh, what is this, the Middle Ages?"
3817,Leela,"Look at you guys. No offence, Fry, but you've become a fat sack of crap."
3818,Fry,Sack?
3819,Amy,"And, Bender, your beer belly's so big your door won't even close. And that doesn't even make sense."
3820,Leela,Come on. We're taking you pigs to the gym.
3821,Zoidberg,"The gymnasium? Excellent, excellent. For some reason I'm frisky as a squid on Tuesday."
3822,Amy,"Hey, who's up for a nice, hot steam?"
3823,Zoidberg,We crustaceans don't like steam. I'm going to go work out with the Nautilus!
3824,Nautilus,"What up, Dr. Z?"
3825,Zoidberg,"Yo, yo, yo! Whassup, whassup! Give up the rock!"
3826,Fry,Co-ed steam rooms! I love the future!
3827,Leela,"Uh, Fry, you're in the women's steam room."
3828,Fry,"Ah, futuristic!"
3829,Amy,"Psst, look what life was like before genetic engineering."
3830,Leela,Those poor 20th century women.
3831,Amy,"Hey, handsome. Is there room in there for two?"
3832,Man,You wish!
3833,Fry,"Hey, Leela, look who's the super-stud!"
3834,Leela,"Hmm, somebody must have turned down the gravity. I'll fix it for you."
3835,Zoidberg,Give me that.  More weight!
3836,Fry,"Hey, Dr. Zoidberg, what's that jazz on your head?"
3837,Zoidberg,Enough with the questions. More weight!  More!
3838,Leela,Maybe you could do more reps with less weight.
3839,Bender,"Hey, looks like Zoidberg's finally coming out of his shell.  He's coming out--"
3840,Randy,"Nice and gentle, we don't want any unnecessary stress.  Is there a doctor in the gym?"
3841,Zoidberg,I'm a doctor!
3842,Leela,I wonder why Dr. Zoidberg is acting this way. Out of all of us he always seemed the most normal.
3843,Zoidberg,"I am normal.  Amy, take off these rubber bands and I'll show you how normal I am!"
3844,Amy,"Fool me seven times, shame on you. Fool me eight or more times, shame on me."
3845,Fry,Maybe he has a parasite.
3846,Hermes,Maybe he is a parasite!
3847,Bender,It's always so sad when a friend goes crazy and you have to have a big clam-bake and cook him! Yee-haw!
3848,Farnsworth,"Now, now, this won't do. Let me just give old Zoidy a sedative."
3849,Zoidberg,"Ah, much better. You can take off these rubber bands now."
3850,Amy,I'll do it.
3851,Leela,Stop!
3852,Fry,"No, Amy!"
3853,Bender,Moron!
3854,Farnsworth,Mm-hm...  Aha! There's the problem.
3855,Zoidberg,"Give it to me straight, Professor. Is it fin rot? It's fin rot, isn't it? Tell me it's not fin rot!"
3856,Farnsworth,"Relax, my chiton-y chum. There's no problem. You're just heavy with male jelly."
3857,Leela,Bleck!
3858,Farnsworth,It must be mating season for Zoidberg's people; a chaotic time when his behaviour is dictated by the tiny brain in his rump.
3859,Fry,Eck!
3860,Farnsworth,There's only one thing we can do--
3861,Bender,I'll get the water boiling!
3862,Farnsworth,"We, by which I mean you, will have to rush him to his ancient homeworld which will shortly erupt in an orgy of invertebrate sex."
3863,Fry,"Oh, baby, I'm there!"
3864,Leela,"Fry, do you even understand the word ""invertebrate""?"
3865,Fry,"Nope, but that's not the word I'm interested in.  Uh, no need to pack pants, people. Let's roll!"
3866,Amy,Dr. Zoidberg said I should hold these while he's gone.
3867,Bender,Moron!
3868,Decapodian Man #1,"Welcome home, old friend. Just 19 hours until the mating frenzy!"
3869,Zoidberg,"Excellent, excellent!"
3870,Decapodian Man #1,"See you there, Doctor--"
3871,Fry,"Is that how you say ""Zoidberg""?"
3872,Zoidberg,You didn't have to call attention to his speech impediment.
3873,Bender,"You're looking less nuts, crabby."
3874,Zoidberg,"I'm feeling less nuts, thank you, because tomorrow I will be depositing my jelly in the cloacal vents of a female.  If you catch my drift."
3875,Fry,Who's the lucky lobsterina?
3876,Zoidberg,I don't know yet. But I shall attract one this afternoon with an erotic display.
3877,Leela,It's amazing that your people can fall in love so fast.
3878,Zoidberg,Love? That word is unknown here. I'm simply looking for a female swollen with eggs to accept my genetic material.
3879,Fry,"You and me both, brother!"
3880,Zoidberg,"Ah, my old scuttling grounds! Let's pull over."
3881,Zoidberg,"I used to hang out here as a larva. It looked so much bigger back then.  Who's the tough guy now, Vinnie?"
3882,Bender,"Look! Outdoor theatre! Let's get tickets. Oh, let's do!"
3883,Zoidberg,"No, it's the ceremony of Claw-Plach, where my species fight to the death over matters of honour. Also whether abbreviations count in Scrabble.  They don't!"
3884,Fry,I didn't come here to see any activity involving two guys. Where do you people do your erotic display?
3885,Zoidberg,Same place as your species
3886,Zoidberg,How do I look?
3887,Bender,Like whale barf.
3888,Zoidberg,Then the illusion is complete.
3889,Fry,"Hey, I wonder if these guys are here to watch the erotic display too."
3890,Decapodian Man #2,"Aw, yeah! Aw, wow!"
3891,Zoidberg,Perfect! This oughta make me stand out.  Craw!
3892,Fry,Look how ridiculous they look.
3893,Bender,"Please, he's no different from the rest of you organisms; shooting DNA at each other make babies. I find it offensive."
3894,Zoidberg,Craw!
3895,Decapodian Woman #1,Keep your jelly away from my eggs!
3896,Zoidberg,Craw?
3897,Decapodian Woman #2,So not interested.
3898,Zoidberg,Craw!
3899,Decapodian Woman #3,Humph. I've heard that line before!
3900,Zoidberg,"Cra-- Oh, what's the point?"
3901,Leela,Why is Zoidberg the only one still alone?
3902,Bender,"'Cause he's a loser, that's why. He's the lobster equivalent of Fry."
3903,Fry,Hey! I can get any girl I want anytime I want. I'm just too busy.
3904,Zoidberg,"Edna? Edna, it's me, Zoidberg. Remember, from high school?  You used to laugh at me because my face was covered with barnacles!"
3905,Edna,Zoidberg? Well I didn't know you were back in town. I heard you went off and became a rich doctor.
3906,Zoidberg,"I've performed a few mercy killings. So, as long as I'm in town I was wondering if maybe ... craw?"
3907,Edna,"Oh, gee, yeah, I'm just going through a lot of things right now and-- Look, Zoidberg, I carry more eggs than any other female and I owe it to our race to pick a mate who's stuffed with male jelly. Maybe a rock star."
3908,Zoidberg,Or maybe a doctor?
3909,Edna,"I'm sorry, Zoidberg. You're just an inferior male specimen. Nice seeing you again."
3910,Zoidberg,"No one will ever want to mate with me, not with a puny claw like this. Did you see those other guys? They looked like giant claws with bodies attached."
3911,Leela,At least you didn't smell as bad as them.
3912,Zoidberg,"You're right, my stink gland is weak. Smell!"
3913,Fry,"Listen, Doc, if you wanna score you gotta fake like you're in love.  ""I've never been so happy."""
3914,Leela,If a guy ever did that to me I'd know it. Wait a second. They've all been doing that to me. Even Sean!
3915,Zoidberg,"Hmm, this ""love"" intrigues me. Teach me to fake it."
3916,Fry,"OK, you're on a date. What's the first thing you do?"
3917,Zoidberg,Ask her to mate with me.
3918,Fry,No. Tell her she's special.
3919,Zoidberg,But she's not. She's merely the female with the largest clutch of eggs.
3920,Fry,"Well, tell her that. And then?"
3921,Zoidberg,Then mating.
3922,Fry,No. Make up some feelings and tell her you have them.  Yes?
3923,Zoidberg,"Is ""desire to mate"" a feeling?"
3924,Fry,You're not even trying!
3925,Zoidberg,It's all so complicated with the flowers and the romance and the lies upon lies.
3926,Fry,"OK, OK, don't worry. The love meister will take you under his wing."
3927,Zoidberg,What? Now there's a bird involved?
3928,Fry,"OK, go ahead."
3929,Edna,"What the-- Dr. Zoidberg, your mating display failed. Why are you trying to talk to me?"
3930,Zoidberg,I have no idea.
3931,Fry,"You just wanna talk, it has nothing to do with mating."
3932,Zoidberg,"Fry, that doesn't make sense."
3933,Edna,"Dr. Zoidberg, that doesn't make sense. But OK."
3934,Fry,Start with a compliment. Tell her she looks thin.
3935,Zoidberg,You seem malnourished. Are you suffering from internal parasites?
3936,Edna,"Why, yes. Thanks for noticing."
3937,Fry,Now ask her how her day was.
3938,Zoidberg,Why would I wanna know?
3939,Fry,You wouldn't. Ask anyway.
3940,Zoidberg,How was your day?
3941,Edna,Well first I got up and had a piece of toast. Then I brushed my teeth. Then I went to the store to buy some fish. Then...
3942,Zoidberg,"Fry, look what you did, she won't shut up."
3943,Fry,"That's normal. Just nod your head and say ""Uh-huh""."
3944,Zoidberg,"Uh-huh, uh-huh."
3945,Edna,"...And then you threw an octopus at my window. You know, Zoidberg, it's crazy but when you talk this way your obvious deficiencies as a male seem ... less obvious. Your genes seem less detrimental.  You even stink more."
3946,Zoidberg,Do I ask her to mate now?
3947,Fry,Third date!
3948,Bender,So I returned his artificial heart and ever since then I've been known by the name of Honest Bender.
3949,Zoidberg,I'd like to propose a toast to ... coat check number 84.
3950,Fry,Turn it over.
3951,Zoidberg,"Oh, Edna!  Of all the slimy, gross crab monsters on this planet, you are apparently the hottest."
3952,Bender,Oy.
3953,Fry,That's the most beautiful thing I've ever heard.
3954,Edna,"Yes, well ... excuse me, I've got to powder my mouth flaps."
3955,Leela,"Uh, me too."
3956,Zoidberg,"I'm confused, Fry. I'm feeling a strange new emotion. Is it love when you care about a female for reasons beyond mating?"
3957,Fry,Nope. Must be some weird alien emotion.
3958,Leela,"Zoidberg said some dumb stuff but he's a nice guy, really. It's just that Fry's been telling him what to say and Fry's a ... do you have idiots on your planet?"
3959,Edna,Fry? You mean words of such beauty came from the blowhole of that hideous alien?
3960,Leela,"Yeah ... what? Look, never mind the words. Zoidberg's a doctor. A doctor, honey."
3961,Edna,Hmm.
3962,Edna,Come in.
3963,Edna,"Hello, Fry. Can I interest you in some surf and turf?"
3964,Fry,No thanks. I just came to tell you that Zoidberg's really great. He's got male jelly coming out the wazoo.
3965,Edna,"Well that is where it comes out but jelly isn't everything.  I know Zoidberg's magical words were really yours. Teach me to love you, squishy poet from beyond the stars!"
3966,Fry,"Uh, I'm flattered, really. If I was gonna do it with a big, freaky mud bug you'd be way up the list!"
3967,Edna,"Hush, you romantic fool! Engage your mandibles and kiss me!"
3968,Zoidberg,"Edna, I couldn't stand it any longer. I--  Fry!"
3969,Fry,"Dr. Zoidberg, it's not how it looks."
3970,Zoidberg,Her caviar is on your neck!
3971,Fry,But--
3972,Edna,"Oh, it's true, Zoidberg. We can't hide it any longer. Fry and I have fallen in love and we're going to mate tomorrow."
3973,Fry,What?
3974,Zoidberg,I challenge you to Claw-Plach!
3975,Fry,"English, please?"
3976,Zoidberg,A fight to the death.
3977,Edna,"And if you survive, we'll make sweet love!"
3978,Decapodian Emperor,The law is clear. Fry and Zoidberg shall fight to the death for the claw of the beautiful Edna.
3979,Fry,But I don't want her!
3980,Decapodian Emperor,"Once invoked, the sacred tradition of Claw-Plach can not be taken back. It is a recent tradition, only 18 years old, but it is a tradition none the less."
3981,Zoidberg,"Get ready, Fry. I'm going to rip your swim bladder out and show it to you."
3982,Leela,"Dr. Zoidberg, this is madness. You're being irrational."
3983,Zoidberg,Of course I'm being irrational! I'm in love!
3984,Leela,Aww.
3985,Fry,Leela!
3986,Leela,"Right, right.  You have to stop this madness."
3987,Decapodian Emperor,"Listen, lady, as you can plainly see I'm a highly desirable male, groaning with jelly. Yet I embrace a life of celibacy in order to uphold our crazy traditions. One of your friends must die."
3988,Bender,"Fate is cruel and unyielding and what must be must be.  Takin' all bets! I'm giving 9-2 on Zoidberg, the crab with the jab! The Great Red Hope! Come on, baby!"
3989,Zoidberg,"Fry, it's been years since medical school so remind me. Disembowelling in your species"
3990,Fry,Fatal.
3991,Zoidberg,Large bet on myself in round one!
3992,Decapodian Emperor,"Edna, have you anything to say before begins the Claw-Plach?"
3993,Edna,I do. I just want to say that today I got up and I had a piece of toast. Then I brushed my teeth--
3994,Fry,Shut up!
3995,Edna,"I love you, Fry!"
3996,Decapodian Emperor,"Fry, having guessed what animal I was thinking of, you shall have first choice of weapon.  And you, doctor?"
3997,Zoidberg,I choose my own claws! I want the tactile pleasure of chopping him right here in the gonads!
3998,Fry,Shh! Nobody correct him!
3999,Bender,"Fry, I've never asked you for anything before but, if it's not too much trouble, when it comes to the ninth round just let him win."
4000,Fry,But it's a fight to the death!
4001,Bender,"Oh, so this is suddenly all about you. Sheesh!"
4002,Decapodian Emperor,Please rise for the national anthem.
4003,Fry,Uh-oh.
4004,Decapodian Emperor,Let Claw-Plach begin!
4005,Fry,Hey!
4006,Bender,Ow!
4007,Leela,"Come on, Fry! Die with dignity!"
4008,Fry,Aha!  Oops!
4009,Edna,Nooo! I can't stand to look.
4010,Zoidberg,Huh?
4011,Bender,"Psst, Fry. Take a dive."
4012,Crowd,Claw-Plach! Claw-Plach!
4013,Fry,"My fellow fish monsters, far be it for me to question your stupid civilisation or its dumb customs, but is squeezing each other's brains out with a giant nutcracker really going to solve anything? Dr. Zoidberg is my friend, and though a woman has come between us, I say we'll always remain friends. And you know why?  You bastard! I'll kill you! You bastard!"
4014,Leela,Wait! Stop! Everyone is gone.
4015,Zoidberg,Edna? Honey?
4016,Zoidberg,Edna?
4017,Leela,Ew!
4018,Bender,"Oh, my God!"
4019,Zoidberg,"The frenzy!  Oh, the greatest experience in life and I missed it."
4020,Fry,"Aw. I'm sorry, Doc."
4021,Fry,"Ow, ow! Ah!"
4022,Zoidberg,The frenzy is over. How will I ever get rid of my male jelly now?
4023,Fry,I'll lend you this.
4024,Leela,Fry!
4025,Fry,"Hey, hey."
4026,Bender,Shoo! Get away! Hey! What's with the flying jerks?
4027,Zoidberg,"They come to feast after the frenzy. Once my species passes on its genes, it dies."
4028,Fry,You mean you have to choose between a life without sex and a gruesome death?
4029,Zoidberg,Yes.
4030,Fry,Tough call.
4031,Zoidberg,"Well it was nice of you to let me reattach your arm, Fry, especially after I made a complete eel out of myself."
4032,Fry,No biggie.
4033,Zoidberg,Yes biggie. I learned to feel things I'd never felt before
4034,Leela,Hooray!
4035,Bender,Yeah!
4036,Fry,Yeah!
4037,Zoidberg,"I may not know from emotions but when it comes to medicine, forget about it."
4038,Fry,"I don't mean to nitpick, super-doc, but do you think maybe you could take one more whack at this?"
4039,Zoidberg,"For you, my friend, anything."
4040,Fry,My legs!
4041,Zoidberg,"Alright, alright, third time's the charm."
4042,Announcer,"... Arachno Spores! The fatal spore, with the funny name!"
4043,Announcer #1,Cop Department is real. The people you see are not actors. Most of them aren't even people.
4044,Centipede man,"C'mon, man, I didn't fire off no laser."
4045,Smitty,"Then why is there a smoking hole in your ceiling, sir?"
4046,Centipede man,What? Crazy upstairs lady must've been shooting down.
4047,URL,"Sir, you're on the top floor of this particular domicile."
4048,Centipede woman,camera out of my house!
4049,Smitty,"Sir, sir, put down the lamp."
4050,Centipede man,"OK. OK, I'm co-operating."
4051,Smitty,That's it. Now put up your hands.
4052,URL,"Nice and slow. Aw, yeah!"
4053,Smitty,"And while you're at it, unblur your face."
4054,Centipede man,"Aw, man."
4055,Leela,"Hey, Bender, I thought you said you were in this episode."
4056,Bender,"Nah, this week I'm on Caught On Tape 3 'cause of what I did in the coffee pot."
4057,Centipede man,"I'm sorry, I'm really sorry. I'm just going through some things."
4058,URL,I'm goin' in!
4059,Announcer #1,"Cop Department will return, after these messages."
4060,Announcer #2,Is today's hectic lifestyle making you tense and impatient?
4061,Bender,Shut up and get to the point!
4062,Announcer #2,... where Old New York comes alive.
4063,Woman,It's like stepping back stepping back into the year 2000!
4064,Cowboy,"Time for the mammoth hunt, dudes!"
4065,Einstein Actor,"Let's disco dance, Hammurabi!"
4066,Hammurabi Actor,Dy-no-mite!
4067,Announcer #2,Located on the former site of Brooklyn.
4068,Leela,"Sounds like your kinda place, Fry. Wanna go?"
4069,Fry,Nah. If I ever wanna go back to the year 2000 I'll just freeze myself again.
4070,Bender,"C'mon, Fry, I really wanna see it. You know how I yearn for a simpler time. A time of barn dances and buggy rides, before life was cheapened by heartless hi-tech machines."
4071,Leela,"But, Bender, you are--"
4072,Bender,"Blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah..."
4073,Fry,"Cool, it's just like the good old days!"
4074,Mugger,Give me your wallet or I'll cut you!
4075,Fry,"Hey, Leela, get a picture of me being ""mugged""."
4076,Mugger,I'll take the camera too.
4077,Bender,Learning is fun.
4078,Leela,"Ooh, ancient Wall Street."
4079,Stockbroker #1,No!
4080,Stockbroker #2,I'm ruined!
4081,Tour Guide,I direct your attention to this ancient and mysterious tablet which has yet to be deciphered.
4082,Leela,Do you know what it means?
4083,Fry,"Yeah, I asked a cop once. It means ""Up yours, kid""."
4084,Bender,"I gotta say I'm really enjoying the day out with you people. Hey, a suicide booth! So long, suckers."
4085,Fry,"Uh, sorry, Bender, that's just a phone booth."
4086,Bender,Oh.
4087,Leela,What were they used for?
4088,Fry,In New York? Bathrooms.
4089,Leela,Oh. I-I'll be out in a sec.
4090,Leela,How does this work?
4091,Fry,I'll show you.  Whup.
4092,Bender,"Oh, it's a turnstile."
4093,Leela,What's this?  Another bathroom?
4094,Fry,"No, it's a mobile apartment with no rent."
4095,Bender,"C'mon, Fry. Get up!"
4096,Leela,"Wow! The burial chamber of the 20th century's greatest spiritual leader, Al Sharpton."
4097,Bender,Ooh. Now this guy had taste!
4098,Leela,It says he was mummified in ceremonial vestments.
4099,Fry,We sometimes called it a jogging suit.
4100,Narrator,The traffic jams of Old New York were a public forum of free interchange of opinions.
4101,Motorist #1,"Move it, crap for brains!"
4102,Motorist #2,Bug off!
4103,Motorist #3,"Get home, bastard man!"
4104,Narrator,... which was powered by a tank of burning fossils. Here we see a 20th century assembly line where cars were constructed by primitive robots.
4105,Robots,Ooga! Ooga! Ooga! Ooga! Ooga! Ooga...
4106,Bender,"We've come a long way, baby!"
4107,Narrator,... the stately 1992 Latoura.
4108,Fry,"Hey, my girlfriend had one of those. Actually it wasn't hers, it was her dad's. Actually she wasn't my girlfriend, she just lived next door and never closed her curtains."
4109,Leela,"Fry, remember when I told you about always ending your stories a sentence earlier?"
4110,Fry,"C'mon, let's sneak in for a closer look."
4111,Man,"Sir, we don't touch the antiques. sir. You-- Oh!  I'm sorry. You work here. I should have realised from that ridiculous getup you're wearing."
4112,Fry,"Hey! This is from Miller's Outpo-- Uh, I mean, yeah, I work here alright!"
4113,Man,"Here, move this rust bucket outside behind St. Koch's Cathedral."
4114,Leela,"Did you drive much in the 20th century, Fry?"
4115,Fry,Nope.  Nice! Listen to that baby purr.
4116,Bender,"There's a baby in there, huh?"
4117,Fry,It's just like riding a bicyc--
4118,Bender,I think I got whiplash.
4119,Leela,"You can't have whiplash, you don't have a neck."
4120,Bender,I meant ass whiplash.
4121,Fry,I'm just glad we hit something. I thought we'd never stop.
4122,Bending Unit,Ow! I think I got whiplash.
4123,Fry,How's that robot I ran over?
4124,Farnsworth,We did all we could.
4125,Fry,You mean he's--
4126,Farnsworth,Good as new? Yes!
4127,Farnsworth,"Leela, Zoidberg, the rest of you, this is Flexo."
4128,Hermes,"Sweet llamas of the Bahamas! Except for that stylish beard, he looks just like Bender!"
4129,Flexo,"No duh, dreadlock, we're both bending units."
4130,Bender,"Hey, brobot, what's you serial number?"
4131,Flexo,3370318.
4132,Bender,No way! Mine's 2716057!
4133,Fry,I don't get it.
4134,Bender,We're both expressible as the sum of two cubes.
4135,Fry,"So, uh, Flexo. Sorry about crushing your body like that. You OK now?"
4136,Flexo,"Well I don't feel as bad as you look!  Nah, you're great."
4137,Fry,Well just let me know if there's anything I can do to make it up to you.
4138,Flexo,"Actually, your little stunt did a number on my back. You mind rubbin' it for me?"
4139,Fry,Uh ... sure.
4140,Flexo,"Aw, yeah, that's it. Little lower."
4141,Fry,How's that?
4142,Flexo,Lower.  Yeah that's gettin' it. A little lower though.
4143,Fry,"Uh, I can't get any lower than this."
4144,Flexo,"I'll say, you're rubbing my ass!"
4145,Robot #1,"Hey, check it out here. Six beautiful devices. They know what you like and they'll do it to within a tolerance of one micron!"
4146,Robot #2,"Yeah! Spin those fans, baby!"
4147,Robot #3,"Alright, mama!"
4148,Robot #4,"Gyrate, baby!"
4149,Fry,I don't like this place. It's 120 degrees and there's very little oxygen.
4150,Bender,"Shut up and hoot.  Hubba-hubba, she is built -- in Mexico, I believe."
4151,Flexo,"And that ain't silicon, it's tungsten. And plenty of it!"
4152,Fry,"Uh, yeah. Look at that exhaust fan."
4153,Flexo,Ew!
4154,Bender,Pervert.
4155,Flexo,Yoo-hoo!
4156,Stripperbot,"Thanks, moderate spender. Please select erotic transaction."
4157,Flexo,"Yeah, how 'bout a lap dance for my pal here?"
4158,Fry,"Uh, no, no, that's alright.  Ow! Ow! Ow! Ow!"
4159,Fry,"I'm telling you, there's something about Flexo I don't like."
4160,Flexo,"Hey, Fry, think fast.  Get it? It's chlorine!"
4161,Zoidberg,It's funny because it's poisonous!
4162,Fry,"Yeah, keep laughing, brine shrimp, but he's bad news. I regret ever running him over."
4163,Hermes,"Take a rage dump, man. He's no worse than Bender."
4164,Fry,He's much worse. He drinks and smokes and he posts naked pictures of me on the Internet.
4165,Amy,"That's Bender, alright."
4166,Fry,I'm talking about Flexo.
4167,Leela,"Oh, I get it. This is cute. You're jealous of Bender's new friend!"
4168,Fry,"No, I'm not. Mark my words"
4169,Hermes,Rage dump!
4170,Farnsworth,"Good news, everyone. Report to my bedroom for a private exhibition."
4171,Farnsworth,Everyone get in bed with me. I have something to show you.  Feast your eyes on this!
4172,Leela,It's beautiful.
4173,Amy,And huge.
4174,Fry,Can I touch it?
4175,Zoidberg,"So what is it, already?"
4176,Farnsworth,"It's a single atom of jumbonium, an element so rare the nucleus alone is worth more than $50,000."
4177,Bender,How much more?
4178,Farnsworth,"100,000. That's why I hid it here, under my mattress."
4179,Leela,"Uh, Professor, can we discuss this somewhere else?"
4180,Farnsworth,Why certainly.
4181,Farnsworth,"The atom sits atop this dimestore tiara which will be awarded to the winner of this year's Miss Universe pageant on the planet Tova 9.  Your job is to deliver it, safe and sound."
4182,Amy,Wow! When I was a little girl on Mars I dreamed of being Miss Universe.
4183,Leela,That's kinda pathetic.
4184,Amy,"Aw, come on, Leela. Deep down all girls wanna be Miss Universe."
4185,Leela,Not me.
4186,Amy,Really? Maybe it's just cute girls.
4187,Farnsworth,"Due to the atoms tremendous value, Planet Express would go bankrupt if it was stolen. Therefore we'll need to hire on additional security for the mission."
4188,Flexo,"Oh, oh, oh, oh! Mr. Professor, right here!"
4189,Fry,"Uh, maybe we should stick with people we know and trust. I mean, Flexo's great, but--"
4190,Farnsworth,"""Flexo's great,"" you say? Well that's good enough for me.  Welcome aboard, lad."
4191,Leela,"Space bandidos have been operating in this quadrant so you'll each take 8-hour shifts guarding the safe. First Bender, then Flexo, then Fry."
4192,Fry,"Wait, hold on. I don't like the sound of that. Let's just go alphabetically."
4193,Leela,"OK. First Bender, then Flexo, then Fry."
4194,Fry,"Wait, let's go by rank."
4195,Leela,"OK. First Bender, then Flexo, then Fry."
4196,Fry,Flexo outranks me?
4197,Flexo,"That's ""Flexo outranks me, sir""!"
4198,Bender,Halt. Who goes there?
4199,Fry,Don't point that at me.
4200,Bender,"""Fry"" who?"
4201,Fry,"Look, I know Flexo's your friend but I don't trust him alone with the atom."
4202,Bender,"My God, Fry! Just 'cause the guy's got a beard you label him as evil? Well I got a label for you, pal"
4203,Fry,I'm not prejudiced.
4204,Bender,"Ah, save it for the cross-burning, Adolf!"
4205,Flexo,Keeping an eye on the safe?
4206,Bender,You know it!
4207,Flexo,"Well, looks like it's my shift. You lie down and go offline for a while."
4208,Bender,Alright.
4209,Fry,Caught you!  I saw you looking at the atom!
4210,Flexo,So? I look at lots of atoms. Shouldn't you be resting up for your shift?
4211,Fry,"Oh-ho, you'd like it if I went to sleep, wouldn't you?"
4212,Flexo,"Whatever it takes to shut your yapper.  Nah, I'm just kidding, you're a joker."
4213,Fry,"Yeah, well here's a funny joke"
4214,Flexo,"Suit yourself, skinbag."
4215,Fry,That I will.
4216,Flexo,Good.
4217,Fry,Good.
4218,Flexo,Good.
4219,Fry,Good.
4220,Flexo,Good.
4221,Fry,Good.  Good.
4222,Fry,"Well, that's eight hours."
4223,Flexo,"Yeah, eight hours of solid boredom.  Nah, I'm kidding, you're a wonderful man."
4224,Fry,"Finally, the atom is safe."
4225,Leela,What is it?  My God! Did you hear maracas?
4226,Fry,No.
4227,Leela,"Then it wasn't space bandidos.  Bender, lock down the ship. Don't let Flexo escape."
4228,Bender,"Aye aye, Captain. It appears that Flexo has outwitted us all. Especially me ... Bender."
4229,Leela,How could Flexo have stolen the atom?
