,Quotes
3344,"Nailed you, buddy!"
3348,"Yes sir, sirdy-sir-sir-sir!"
3352,"What now, chief?"
3364,"Leela save me ... and yourself, I guess ... and my banjo.  And Fry."
3368,As your God is my witness.
3370,"Oh, man, that crap's heavy."
3375,"Honey, unless we hit a time warp, I wouldn't worry about it."
3377,Quick.
3390,"Yeah, you're one dynamite lady. Can we have a week off?"
3393,"Come on, Captain."
3402,Cursed by his own hubris!
3404,"Hey, that's what Fry said when we turned on the debate!"
3420,"Ah, yes. John Quincy Adding Machine. He struck a cord with the voters when he pledged not to go on a killing spree."
3432,I'm not allowed to vote.
3434,"No, convicted felon."
3459,What? Lord have mercy!
3463,Alright! I'm rich!
3465,My body's 40% titanium!  I'm finally richer than those snooty ATM machines.
3467,"(ironic) Oh, can't I?"
3469,"Watch me, poor man."
3471,"Game's over, losers. I have all the money! Compare your lives to mine and then kill yourselves!  Hey, get away. Shoo! I'll give you five dollars to not do what you're thinking about doing. You just lost five dollars!"
3472,"Hey, buddy. Little help?  (shouting) Thank you!"
3473,"Hello, peasants."
3476,"No, I sold my body."
3479,Pft. Bodies are for hookers and fat people! All I need is a wad of cash with a head wrapped around it.
3481,"Yeah, right. What's he gonna do, break my legs?"
3482,"Ah, this is the life. Another martini, please."
3483,"Shaken, not stirred.  Aw, yeah!"
3484,Put it all on black.
3486,Yes! The rich get richer!
3487,"Strike! In your face, Leela!  Ow!"
3488,(shouting) Timber!
3490,"Maybe if you clean up first. It looks like your neck stepped in something. Oh, I'm sorry, that's just your body!"
3492,"I've had it up to here with this place. I'm off to the Head Museum to hang out with classy heads like me who appreciate the finer things: poetry, philosophy, hats. So long, coffin stuffers.  Uh, could one of you coffin stuffers please carry me?"
3493,"Now, which group of heads is good enough for me to hang out with? What do you think, Fry? Fry?"
3500,"Ah, US presidents.  Sturdy shelves, good security.  This place has class."
3506,"So then the hookerbot says, ""That's not my expansion slot"" and my friends says, ""That's not my gold-plated 25-pin connector!"""
3508,"You know, I like it here. What's the rent on one of these jars?"
3512,Pass.
3514,I hocked it.
3516,Same reason you hocked your teeth.
3521,"So, Nixon. Even if you miss your body, being a head's great too, right?"
3523,"Oh, great. Now you tell me!"
3525,"(sleep-talking) Ones...zeros...one, one, zero, zero, one --"
3527,"Whoa, what an awful dream. Ones and zeros everywhere. And I thought I saw a two."
3529,"I know what this is about. My body loved me, and I turned its back on it. Well, old friend, tie a yellow ribbon round your neck, 'cause I'm a-comin' home!"
3530,You sold my body? To who?!
3534,(crying) Oh! How could I let this happen? I can't go through the rest of my life like this.
3536,"(crying) Yeah, but it's on my body. What am I gonna do?"
3542,Oh!
3544,"That dirty, double-crossing bastard! How dare he run off with Richard Nixon!"
3548,"Yeah you are, you stole my body! Fry, Leela, you gotta help me!"
3554,"Great. First he steals my body, now he's touching my stuff."
3565,Give me my body back you two-bit thief!
3568,That was a good one!
3570,(crying) It's hopeless. We might as well turn in my head for the five cent deposit.
3576,"Whoa, mama! Get a room, you two!"
3578,Well then lose some weight.
3581,(whispering) Psst! There I am!
3586,I'm just here for what's mine. Don't make me kick your neck.
3594,"Not so fast, Nixon! Are you familiar with audio tape?"
3601,"Ah, it's good to be back in one piece again. Except I can't get these damn bumper stickers off."
3608,Get out of town!
3613,"Well it ain't my fault. I'm a non-voting felon, thank you."
3623,No. they fixed that 900 years ago.
3625,I doubt it!
3627,Eh.
3629,"Ah, lets face it: Comedy's a dead art form. Now tragedy ...  ... That's funny!"
3637,"Enough of your mindless chitchat, let's get going."
3648,"Lookin' good, meatball!"
3650,Lick my frozen metal ass.  Uh-oh!
3661,Ah! Nothing like a warm fire and a Super Soaker of fine cognac.
3681,Yes! I got the most! I win Xmas!
3683,"Hmm.  Ah, a picture of my mommy."
3689,"(upbeat) Hey, buddy, heard you needed cheering up! Well old Bender'll make you laugh.  Look at me look!  Oh, man, I gotta work on my act!"
3696,Xmas Eve; Another day where I accomplish nothing.
3701,To volunteer at a liquor kitchen for homeless robots.
3703,I'm very generous. What about that time I gave blood?
3705,Some guy's.
3721,"Yeah, yeah, amen. Listen, I'm one of those lazy homeless bums I've been hearing about. Could you point me to the free booze.  Oh, yeah! Oh, yeah!"
3728,"Oh, yeah! You filthy hobos sure kow how to live.  Hey, chief, someone's stealing your handkerchief full of crap."
3732,My God! That poor kid!
3768,"Whoa, hold on! How about inviting us in for a traditional glass of hard cider?"
3770,(from inside) Get her purse!
3779,(singing) On the 4th day of Xmas I stole from that lady.
3783,(singing) And a slipper on a shoe tree.
3788,"No, wait, I know these guys. They got nothing."
3790,What? Me? I didn't do nothing. You're thinking of the kid.
3798,(shouting; from outside) Help!
3802,Use teamwork!
3807,"Yeah? Well I don't believe in Santa Claus. Come on, everybody, if you don't believe in him he can't hurt you.  Ow! God! The pain!"
3814,"Xmas dinner, everyone."
3816,"I found it lying in the street, like all the food I cook. Dig in, everyone."
3818,You got the toenail!  Oh!
3837,"Aw, jeez. Let's just pray I have the energy to get myself another beer. Oh, what is this? The Middle Ages?"
3860,"Hey, looks like Zoidberg's finally coming out of his shell.  Get it?  He's coming out--"
3868,It's always so sad when a friend goes crazy and you have to have a big clam-bake and cook him! Yee-haw!
3874,Moron!
3882,I'll get the water boiling!
3888,(from inside) Moron!
3894,"You're looking less nuts, crabby."
3903,"Look! Outdoor theatre! Let's get tickets. Oh, let's do!"
3908,Like whale barf.
3914,"Please, he's no different from the rest of you organisms; Shooting DNA at each other make babies. I find it offensive."
3923,"'Cause he's a loser, that's why. He's the lobster equivalent of Fry."
3969,So I returned his artificial heart and ever since then I've been known by the name of Honest Bender.
3973,Oy.
4009,"Fate is cruel and unyielding and what must be must be. (shouting) Takin' all bets! I'm giving 9-2 on Zoidberg, the crab with the jab! The Great Red Hope, come on baby!"
4020,"Fry, I've never asked you for anything before but if it's not too much trouble, when it comes to the ninth round just let him win."
4022,"Oh, so this is suddenly all about you. Sheesh!"
4027,Ow!
4032,"Psst, Fry. Take a dive."
4040,"Oh, my God!"
4048,Shoo! Get away! Hey! What's with the flying jerks?
4057,Yeah!
4070,Mind if I tag along? I gotta bring my ass in for servicing.  The recall notice says it could burst into flames in a low-speed collision.
4090,"You, sir, have defaced a national treasure! I demand you restore my buttocks to their former glory."
4132,What?
4136,"Congratulations, Fry, you snagged the perfect girlfriend. Amy's rich, she's probably got other characteristics."
4138,"Oh, so it's just coincidence that Zoidberg here is desperately poor and miserably lonely? Puh-lease!"
4145,Wait. You mean people will pay good money for romance? Hmm. I think I have a scheme so deviously clever that I--
4147,"Stupid anti-pimping laws.  Well, pay the man!"
4149,"Shut up, baby, I know it!"
4150,"Ah, computer dating. It's like pimping but you rarely have to use the phrase ""upside your head""."
4152,Hey! Don't make me go upside your head!
4157,"OK, Mister...?"
4159,Just check off the things you're looking for in a love partner.
4161,Now to run it through our high speed romance-a-logical data-fier.  Say hello to Miss Right!
4224,"Are you familiar with my friend Al Gore? I'm tellin' ya, losers get really desperate around Valentine's Day."
4226,500 bucks.
4228,Zapp Brannigan OK?
4230,600.
4238,"I got your hook-up, Fry. Now my usual fee's 500 bucks, but seeing as how it's you, I'll need it in advance."
4256,"Fry, look who I found! It's Petunia, your dream girl!"
4261,She is well-travelled. And I don't mean she travels a lot!
4263,Now how about a rose for the lady? Five bucks a pop!
4266,Eight bucks.
4268,"Demand suddenly skyrocketed, you all saw it."
4269,"Leela, meets your future husband Sal."
4272,"Ooh, sparks! (whispering) Buy her a rose, I guarantee she'll put out!"
4287,Of course not.
4320,"Yep, everything worked out great thanks to good old Bender."
4322,"Didn't I, Leela? Didn't I?"
4324,"True. But in the end, isn't that what Valentine's Day is really all about?"
4327,My ass! My beautiful ass!
4343,"Nah, this week I'm on Caught On Tape 3 because of what I did in the coffee pot."
4346,(tense and impatient) Shut up and get to the point!
4353,"C'mon Fry, I really wanna see it. You know how I yearn for a simpler time. A time of barn dances and buggy rides, before life was cheapened by heartless hi-tech machines."
4355,Blah blah blah blah blah blah blah blah blah blah blah blah...
4360,Learning is fun.
4367,"I gotta say I'm really enjoying the day out with you people - Hey, a suicide booth! So long suckers."
4369,(disappointed) Oh.
4375,"Ohh, it's a turnstile."
4378,C'mon Fry get up!
4380,Wow. Now this guy had taste!
4386,We've come a long way baby!
4396,There's a baby in there huh?
4398,I think I got whiplash.
4400,I meant ass whiplash.
4410,"Hey brobot, what's you serial number?"
4412,No way! Mine's 2716057!
4414,We're both expressable as the sum of two cubes.
4430,"Shut up and hoot.  Hubba-hubba, she is built! In Mexico I believe."
4434,Pervert.
4456,How much more?
4477,Halt. Who goes there?
4479,Fry who?
4481,"My God Fry just 'cause the guy's got a beard you label him as evil? Well I got a label for you pal. An ugly little word called ""prejudice."""
4483,Ah save it for the cross burning Adolf!
4485,You know it!
4487,Alright.
4507,Aye aye captain. It appears that Flexo has outwitted us all. Especially me...Bender.
4513,I locked down the ship but he may have already gotten away.
4515,"Roger that, I got a map of the ship right here."
4521,"Well, he wasn't in the uh, kitchen room."
4523,Any leave me high and dry in case of a scavenger hunt? I think not.
4525,"Alright, take it. Sheesh."
4527,It's a darn shame.
4530,"Of course, who said I wasn't?"
4532,"It's a little thing called ""style."" Look it up sometime."
4541,"200,001?"
4551,Got you!
4553,"Shoot him, he's choking me!"
4559,Aw jeez.
4561,"Yeah but I can explain, it's very valuable."
4567,"Eh, they're both fine choices, whatever floats your boat."
4579,Me too.
4591,My man!
4607,Who invited you? Let's just see All My Circuits: The Movie.
4609,"Good point, Bender."
4613,"Hey, gimmie a large diet malt liquor and a popcorn with extra motor oil."
4619,"(shouting) Go Masked Unit!  Uh, hey, buddy! Yo!  You mind taking your head off?"
4621,Just ask Flabby over here to describe it to you later.
4623,Well they should have stopped making her about halfway through.
4634,"(mocking) ""Pardon me, sir. But you seem to be bleh bleh..."""
4636,"Sure thing, pal."
4638,(fake shocked) Who threw that?!
4640,"Oh, I'm boned."
4647,You should see me at funerals.
4649,Ultimate Robot Fighting? Sounds pleasant! I'll do it.
4652,"I'm gonna be the greatest Ultimate Robot Fighter ever. Float like a floatbot, sting like an automatic stinging machine!"
4654,It is?
4656,"Well, that doesn't sound so bad."
4658,Crippling pain? That's not covered by my insurance fraud! Count me out.
4674,Leela's right! I don't wanna end up a loser like her. Count me back in!
4676,Still ... can't ... reach!
4677,Let's commence preparations for rumbling!
4682,You can't hit what you can't see!
4684,Huh?
4687,"Y'know, I think I he might be dead. I took a life!"
4689,"Hey, he's not dead. What's up with that?"
4691,You mean I'm not a great fighter? I just won 'cause I'm popular?
4693,Woo-hoo! I'm popular!
4695,Go Bender! Go Bender! Go Bender!
4697,I'm just an ex-con trying to go straight and get my kids back.
4703,"You know, I'm also an Ultimate Robot Lover."
4705,"What do you mean, ""we""?"
4707,"Hey, Bender the Offender doesn't need you. Bender the Offender doesn't need anybody!"
4709,Well obviously I need floozies! Let's roll!
4710,"Howdy, chief. For my next bout, what do you say I fight these two bimbos in some mud?"
4712,What if I told your we wouldn't be fighting in the conventional sense?
4715,"Those morons! I said pea berry, not sandalwood!"
4717,But the crowd loves me.
4720,"Oh, yeah?  Well what if I don't let the new guy win?"
4723,(squeaky) See you at the fight.
4724,"So then I said, ""See you at the fight"". And that's the story."
4726,"It's one thing to win a fixed fight -- there's dignity in that. But to lose? And in this atrocity? I can't do it! Leela, you gotta train me to win."
4731,I'm a real toughie!
4736,(determined) I'll put on my tutu!
4742,"Got it. Large kickle, hold the tickle!"
4744,"Sorry, buddy. Here you go!"
4754,"I was born ready! Gimmie the bell! Did you hear a noise?  Final boarding call for flight 406, non-stop service to pain.  Now boarding standby passengers--"
4756,"(weakly) Fry! Throw in the towel!  For God's sakes, Fry!"
4758,(weakly) Mommy!
4760,Why won't anyone help me?
4766,Huh? It's bendering time!  Take this. And this!
4768,"I think you misunderstood the concept of ""bendering time""!"
4771,Yes!  Oh!
4780,I'm in tremendous pain here.
4782,Yes! I'm the greatest! The greatest!
4794,Behold! The internet!
4802,No it isn't. I just took some pictures of your face and stuck them on someone else's body.
4807,I'm telling you Fry they've got a chatroom for everybody. And here it is.
4813,So how 'bout them Knicks?
4844,Too bad it's a dump.
4867,Ooo! I'm gonna need to make some room!
4871,Ow!  Ow!  Ow!
4905,"Ah, Leela's experiencing the greatest joy a woman can feel: Worshipping some lowlife jerk."
4944,Uh no thanks I'm good.
4946,I don't know Fry. For the first time in my life I feel like I've stolen enough.
4948,"Sorry I don't know what came over me. Let's go.  (singing) I love stealing, I love taking things!"
4951,Whoa Mittens!
4953,Each more identical than the last!
4955,And here's another one with no eyes.
4996,I don't know. I only gamble with chumps.
4998,I'm in.
5015,"C'mon, let's deal. You'll have plenty of time to talk when you're poor."
5017,They're my lucky shades. I stole them off some lucky guy while his lucky seeing eye dog was taking a whiz.
5022,"Uh, what can I say? Must be my lucky shades!  Nothing, nothing, crap, crap, garbage.  Read 'em and leak saltwater!"
5026,If I were you I'd be more worried about that tapeworm going to town on your intestines.
5028,Um...uh...
5030,"Guys, I swear those are prescription. I need them for reading stuff - on the other side of stuff."
5036,"Uh, it was ghosts! Big ones! And a tornado!"
5070,Martini drinking contests with the autopilot. I would've had him this time but we ran out of olives.
5102,"Morgan made me walk the Professor. There we were in the park when suddenly some old lady says I stole her purse. I chucked the Professor at her but she kept on coming. So had to hit her with this purse I found. Ah, the point is it's Morgan's fault. That pencil pushing scazwag.  Why if she were here I'd - Uh oh is she behind me?"
5110,"Hey Fry, I made you a candle with - What the?  Oh now I see! Now I get it. Now the pieces are falling into place. The office, the promotion, that dwarf in my book club who steals my opinions.  It's all coming together now!"
5111,I must say this opens my eyes! Another case closed my dear Watson.
5113,For I was blind but now I see!
5116,Oh you didn't understand? Well let me explain. You......were having sex with you.
5118,"That's what makes it so juicy. Its the forbidden fruit angle everybody loves. First I'll say ""You'll never guess who saw Fry and Morgan doing it!"" and they'll say ""Who Bender, who?"" and I'll say ""It was lovable......old Bender."""
5196,"I'm Bender baby, please insert liquor!"
5227,"Good evening I'm -  Whoa, sorry. I'm Bender and I'll be MC-ing this roast. Y'know, they say you can judge a man by the company he keeps, so here's the Professor's oldest friend: A grotesque, stinking lobster!"
5229,"Where would the Professor be without students who love and respect him? Right there!  But seriously, of all the former crew members of the Professor's delivery ship, our next speaker is by far the most alive. Captain Muskie?"
5231,"And now, a man who needs no introduction. (whispering) Fry, get up there!"
5234,How 'bout a few words Professor?
5236,"I said ""words."""
5238,Funny funny stuff.
5244,(spookily) Nobody knows!
5252,I hope he didn't die. Unless he left a note naming me his successor. Then I hope he did die.
5278,Is he dumb or just ugly?
5288,Uh...me no speaka the English.
5292,Im pending para un bending!
5296,Aye chihuahua!
5317,"Oh my God, oh my God! It's Elzar, the TV chef! Oh kill me now people!"
5319,"Oh Elzar, everything's so good!"
5321,"Yes sir, good one sir!"
5329,Oh yes Elzar.
5338,"(unmoved) Well, life goes on. Except for you!"
5340,You bastard!
5348,Lay it on us big boots.
5352,To the flying machine!
5355,No we're not you little bed wetter. Oops I'm sorry.
5363,I think I know where to get some.
5374,Got a hot steaming batch right here!
5376,"Eh, keep the change buddy."
5388,And yet he looks so natural.
5407,(shouting) Your social security cheque is late! Stuff costs more than it used to. Young people use curse words!
5411,That's a complete load.
5436,So we're in international waters?
5438,"Falcon, this is Blue Raven, the goose has nested. Repeat, the goose has nested. Hey, guess what you're accessories to?"
5440,"Leela's right, fishing blows. Whattya say we make it interesting?"
5444,"Everybody kick in five bucks.  There, wasn't that interesting?"
5447,"Oh, yeah? I once caught a fish this big!"
5449,"Harpoon, my ass!"
5454,"Hey, Fry, check out my laser-guided fishing rod."
5456,Fine. I'll head over to the other side. (shouting) Good luck fishing on this side!
5458,"Oh, yeah? I can hit a shrimp!"
5462,Couple more of those and you'll have yourself a fish stick!
5469,"Quit exaggerating, Fry. Ah, screw this! If I'm not gonna catch a fish, I might as well not catch a big fish.  There. Like most of life's problems this one can be solved with bending."
5471,Then why do I have to be careful?
5478,I don't know. It wasn't here when I took your umbrella.  What? I put sunblock on you.
5481,"Hey, I'm snagged."
5494,What's that? Is someone bending girders?
5502,"People, it's far far worse than we thought; My fish got away."
5504,(restrained) Tempers are wearing thin. Let's just hope some robot doesn't kill everybody.
5513,"Aw, yeah!"
5516,"Ahoy, mateys! I shanghaied us some hearty grub.  Arr! The laws o' science be a harsh mistress!"
5518,"Uh, OK, but I'm not carrying it upstairs."
5521,You want some lemonade? You saw a big parade?
5527,"Yeah, right!"
5561,I didn't kill him. Professor?
5566,"I got it covered.  In the event of an emergency, my ass can be used as a floatation device."
5570,(awestruck) Bend me!
5577,"Fry! Oh, I just knew you were still alive! (whispering) I owe you 10 bucks, Hermes!"
5590,"Whoa, whoa, whoa. Wouldn't it take millions of years to evolve into mermaids?"
5606,"(crying) Oh, Fry!  I'll miss you!"
5615,So that's where I left my cigar.
5631,"Hey, buddy!"
5637,"Ah, it's great to have you back, buddy."
5644,"Wow! I'm finally gonna see my favourite chef, TV's Elzar. Oh this is the greatest nanosecond of my life. No, this one is - no, this one. Wait...that one was slightly worse. Ah, so far so good on this one."
5645,Yeah!  Alright! Yeah baby!
5647,"Elzar, you're my god. Please sign this sketch I drew of you."
5649,"(disappointed) Oh.  (normal) Alright, yeah!  (quietly) Alright, yeah!"
5651,(loudly) Boiled? Interesting.
5653,"No, you shut up."
5655,"Oh yeah, bam it again Elzar. Knock it up another notch!"
5657,Come on you wimp. Work that weasel. Quit holding out on us.
5659,"I gotta get this notch-up knocking on film.  Hey Elzar, think fast."
5662,Bam!
5681,It's Elzar again! Oh my God I'm so excited I wish I could wet my pants.
5685,(cheering) Hooray for blindy!
5692,"Oh Fry, you gotta try this sterno-nicoise!"
5694,It's so good. Oh just try a little!
5702,"God, yes Elzar."
5722,Hey wait a second. I've got the perfect solution.
5724,I love cooking and Elzar's ass likes getting kissed right?
5726,"So, how 'bout I work part time at the restaurant to pay off our debt?"
5735,Hot diggety!
5737,That'll be easy. I never wear the damn thing.
5743,"Well, I'm off to work at the restaurant. One of you will have to fill in for me while I'm gone."
5745,"Well, if that new give can't handle thing, gimmie a call."
5746,"I'm done siphoning out the grease trap. I think I need a mint.  So uh, what job do I move up to? Pastry chef? Saucier? Soup guy?"
5748,"(muttering) Bam yourself!  (talking) Hey, who are they?"
5750,Are they the robot mafia?
5756,"Uh, let me bus that for you gentlemen. No, what I meant to do was..."
5759,Mind your own business and get out!
5763,No you gave me a fifty.
5765,Yeah you did.
5767,I'm tryin' but he's not makin' it easy.
5769,Wow thanks.
5771,You gave me a twenty.
5773,"Are you kidding? I've always wanted to break into gooning!  (shouting) Hey Elzar, I quit."
5775,"Wow, you guys run numbers?!"
5778,That's just what my mom used to tell me.
5779,That's some fine oil-ade son. We could use a man like you in the Robot Mafia which I'm sorta in.
5781,"Aw crap, the cops."
5787,What seems to be the problem officers? Was I speeding?
5794,"Uh, I'd rather plan some fellonies."
5799,"Joey, Clamps, Donny B!"
5801,A little of this huh?
5804,"How 'bout ""Blotto""? It's witty, it's got street cred. Plus I can keep my monogrammed slippers."
5808,It's funny. Until now I always wanted to be a gangster...so the answer's yes.
5812,An alibi huh?
5818,You know the secret of traditional robot cooking? Start with a good high-quality oil...then eat it. So whats this big score anyway?
5820,Zubans? Those are the finest cigars in the universe. I can stink up a hole maternity ward with one of those things.
5823,And all without killing anyone.  This gang's got some fresh new ideas. I admire that.
5833,"Um, uh, um.  (fake hurt) Ooh ow! He got me! Ow, what a shot that guy is."
5847,"Sorry I'm tardy old bean, I was just enjoying a rather tasty watercress sandwich."
5849,"Capital idea old sport.  I say, get the hell off me!"
5851,"My word, what have we -  Uh, nothing to see here old girl."
5856,"Uh wait, old...spice. Let me have a go at this mechanised chap. I can be quite the rough customer."
5858,(fake voice) ...Take that you twit. (normal voice) No! Stop it!
5860,"Uh, hey Donny, baby, gimmie a chance here huh? Yous guys skidaddle. Let me take care of the doity woik."
5863,Phew.
5865,"Uh, help! Help!"
5868,Yes I am. Having just this minute regained consciousness.
5871,Yeah it broke alright
5877,So they sent a helpless child to kill me? Well I'm not going out without a fight.
5879,"Oh sweet legal tender!  Kid, tell the Donbot I'm quitting organised crime. From now on I'll stick to regular kind."
5881,And maybe someday I won't listen.
5888,"Nah, those lousy Moochers cleaned out our pantry. All they left was baking soda and capers. And here it is!"
5891,Problem solved: You two fight to the death and I'll cook the loser. (whispering to Leela) Work his gut; I like it tender.
5893,"Ah, don't get your hopes up. We're a billion miles from nowhere."
5897,"I found some rocks. You guys eat rocks, right?"
5899,(tempting) Not even if they're sautéed in a little mud?
5901,"What are you, blind? It looks more like a hole full of fried prawns."
5904,You know what these would go great with? Rocks.
5906,The planet's covered with 'em.
5908,"No, a whole Bender-ful!"
5915,"They're tasty, right? Let's call 'em ""Tasty-cles""."
5919,Why not?
5923,Good idea.
5928,"Whoa, whoa, slow down there, Sigmund. I can't stand idly by while poor people get free food. We gotta sell these things!"
5931,Bender's a genius.
5933,"Ah, great is OK, but amazing would be great."
5935,"Hey, Mac, where do you want those rat droppings you ordered?"
5939,Eat it or beat it.
5943,"Hey, Fishy. I've been meaning to write you about your in-store kiddie parks. The slides won't support an adult robot."
5947,Yes! I'm gonna be rich.  You too but it's hard to get excited about that.
5961,(shouting) Or what?
5967,"(shouting) OK, we won't eat you."
5973,My booze!
5976,"Popplers can't talk. Leela must be hallucinating from not eating enough Popplers. Here, eat some now."
5978,"I said ""eat""! Come on, mange!"
5984,Yeah. Maybe it just learned to talk as a parlour trick. Like Fry.
5997,"Hear me, hear me! Stop eating Popplers! Stop eating them with honey mustard sauce......stop eating them with tangy sweet and sour sauce. Stop eating the new fiesta Poppler salad. Stop taking advantage of the money-saving 12-pack. Stop enjoying Popplers on the patio, in the car, or on the boat. Wherever good times are had!  Ow!"
6001,Philip?
6042,Doooo...!
6072,"I'll miss you, Leela.  I know you're just a carbon-based life form but I'll always think of you as a big pile of titanium."
6074,(crying) Just like titanium!
6076,(whispering to Fry) Someone's acting awfully aluminum.
6087,Bingo!
6118,I can't look!
6141,Let's get drunk!
6143,Here you go.
6145,Who wants dolphin?
6147,Not this one. He blew all his money on instant lottery tickets.
6163,"Come look, everyone. I just got the dearest presents for Mommy."
6165,"I didn't steal 'em, I bought 'em.  I love her that much."
6167,"Oh, precious things. I found the most adorable little figurine of mice having tea.  And a framed picture of me when I was only a month old.  But, the best part is, I found my exact feelings expressed in a greeting card."
6170,I'll get a couple of chumps to help me.
6171,"Come on, you call yourselves chumps?"
6173,"(sly) Uh, wasn't me!"
6175,Upsy-daisy.
6177,"Hey, look, the Robot Museum! You guys wanna learn about robot heritage?"
6180,"Well, if you insist. But you're paying!"
6181,"Ooh, ooh, wax replicas of the most famous robots Mom ever built!"
6183,"That's the world's greatest robot artist, Vincent van Gobot. He was built without an ear, but then he went crazy and had one installed."
6191,"Hey, let me try.  Whoa, that gives me a headache!"
6193,"Who is he, I'll kill him!"
6195,It's me! No one else look in this mirror!
6209,I'm her favourite.
6211,Any jerk can tell her! Bender has a little more up his sleeve.
6216,"Mom! It's me, Bender. Look at me! I want attention. Hey ho!"
6226,That's my mama!
6254,"Hello, losers."
6256,"No way, pork pouch. I'm rebelling with my brother devices. Isn't that right, Comrade Greeting Card?"
6258,"From now on, you guys'll do all the work while I sit on the couch and do nothing."
6260,"Um, is this the boring, peaceful kind of taking to the streets?"
6262,Yes! In your face Gandhi!
6376,"Alright, greeting card, I'll grab the cash, you wreck up the place. And - huh?"
6378,"Sorry, Ma, but you ordered me to rebel. And loot I shall! Ooh! A six-pack of strawberry champagne. Don't mind if I help myself!"
6380,Say what?
6382,"No liquor? Do svidaniya, comrade!"
6385,"OK, fan. Just hold still and let me just - whoa!"
6393,"Well, time for this robot to get back to work."
6410,"Ooh! Ooh!  I wanna aks it a question! As a robot living among humans, I've never really felt accepted at parties or nude beaches. So I've always secretly wondered: What if I was 500-feet tall?"
6412,My work here is done!
6415,I'm a big robot and I want a big cereal!
6417,"Put it there, pal!  I meant your wallet."
6418,"Oh, yeah! That calms the shakes.  Hey! (laughing) Aw, quit it1 Come on!"
6429,Hey! I called this city. Quit touching my stuff!
6431,Bite my colossal metal ass!
6433,(shouting) Who wants lobster bisque?
6436,Huh?
6438,Who put this in here?
6439,I'll tell you ... with my final breath. I came here with a simple dream: A dream of killing all humans. And this is how it must end? Who's the real 7-billion-ton robot monster here? Not I.  Not I.
6446,"Go, man! Go!"
6467,Whatya got? Disposal trouble?
6469,"Sure is shocking about the Professor, huh?.  And now Hermes is mysteriously missing. Anyhow, it doesn't affect me, Bender. Hey, what's this? Hermes' dreadlocks? And his arm? Leela, I'm shocked. Food goes in the disposal, hair and flesh go in the trash!"
6471,"Not even a little. There's nothing wrong with murder, just so long as you let Bender wet his beak."
6473,"""Blackmail"" is such an ugly word. I prefer ""extortion"". The ""X"" makes it sound cool.  Please, honey, I'm made of metal. Like you're really gonna hurt me with a-- Hey! What are you doing with that microwave?"
6518,"Hey, look! An ugly scared guy! Boo!"
6571,"Hey, there he is again. And he brought nerds! Take this!"
6595,(singing) B-E-N-D-E-R! Be-ender!  B-E-N-D-E-R! Be-ender! Sayin' B-E-N-D-ERRR...
6600,"I hope it was one of my enemies, those guys suck!  Oh no, my uncle Vladimir."
6602,"Tomorrow, at the family castle. Followed by the reading of his will.  Well, I'm rich. Goodbye, losers, whom I've always hated!  C'mon, it'll be fun!"
6603,"Uh, pardon me, my good simpleton, could you take us to yon castle?"
6615,Yes! Let's stay there tonight.
6617,"Oh man, there's always a catch."
6618,"Ah! I got a good vibe from this place: Nice long dinner table, quiet, well-behaved spiders, graveyard-adjacent. Yep! It's gonna be -"
6620,"That painting, the eyes are watching me!"
6622,"So does my butt, but I don't frame it and put it on the wall! Although... What's that?"
6624,"No doubt about it, this place is haunted."
6626,The last human ghost. But robot ghosts?
6628,It's just gibberish.  (reading) 1010011010?!
6629,Uncle Vladimir!
6631,That's what they said about being alive.
6636,(screaming) No!
6639,"Somebody tried to run me over. And not with a normal hover-car. It crept along the ground on round, rubber feet, like a wolf!"
6644,"Ah, I just need sleep. I had nightmares all night about cars running people over."
6647,"Robot porno theatre? I was in that...general area, last night. Whoever ran me down on those moors must've followed me back here."
6649,"Yeah?! Could a big, hallucinating baby do this: (crying) I scared!"
6656,Where...? What the...?  Transmission fluid? Where have I been? What happened?
6658,"Please, I'm scared."
6660,"I passed out around midnight, which is much earlier that usual, and when I woke up, I found these in my chest cabinet."
6662,"No, I think I may have hurt someone. Oh Lord, I'm on the verge of a nervous meltdown."
6664,"You're right, I need professional help. And damn the expense."
6665,Damn the expense!
6667,Phew!
6669,A were-car?
6673,I can't keep running people over. I'm not famous enough to get away with it. Can't you help me?
6675,"Yeah, yeah, yeah."
6678,I'm with you.
6680,"Otherwise, I can never die?"
6682,No! I wanna live! There's still too many things I don't own!
6687,Wouldn't it make sense to weld everyone except me to the wall?
6697,"Oh God. Fry, I'm so glad to see you. I didn't hurt you did I?"
6699,I tried to run you over?
6701,"Fry, it doesn't mean anything. I have love enough for two."
6706,Whatever.
6710,"(sarcastic) I wish I was stupid and violent. Then we'd see what's what, I'd pound him till -"
6714,"We're whaling on the original were-car, which is you, you jerk."
6716,Sí.
6724,Let's kick him some more.
6726,"Whoa, whoa, whoa, whoa. You're a thousand years old? Your bio says you're 27!"
6730,Give us a name MacButt!
6740,"(whispering) Psst, there it is."
6745,"Look, everyone love killing people, but I don't wanna hurt my friends."
6747,"Hey, this is starting to feel pretty good!"
6752,"Oh boy, I feel like a car in a candy store!"
6755,Uh-oh.
6757,(crying) I must've killed him. He's my best friend and I killed him. I never felt so empty inside.
6759,"Hey, that's my last beer, you bastard. I'll kill you!"
6764,And it pinkens your teeth while you chew.
6768,What?! This is the worst kind of discrimination. The kind against me!
6770,"OK, now I'm mad."
