,Quotes
6635,"Yes, that sequence of words I said made perfect sense. We really should tell Bender there's nothing to be afraid of."
6779,"Now be careful, Fry. And if you kill anyone, make sure to eat their heart, to gain their courage. Their rich, tasty courage."
6953,"Well, that's it. Let's reactivate him. (shouting) Wake up!"
6956,It's stuck in there with glue or something. I don't know.
6980,"Leela, have you seen the keys to the spaceship?"
6982,"Eh, wha'? I mean, what?"
6996,You've gone too far this time - all three of you!
6998,"You left the keys in the ignition. I mean, look at those two. Wasn't it obvious what would happen?"
7001,"I should fire you three right now, but I'm just not that cold-hearted."
7004,"Yes, yes! Let's all talk to Zoidberg."
7006,"So, Zoidberg. What's new?"
7105,"I'm sorry, Og, but I've got a new crew."
7106,"So, how was delivery to Fantasy Planet, where everyone's fantasies come to life?"
7110,"You see, Og? Everything's running smoothly, yes. And with Fry fired, I can finally leave my jigsaw puzzles out without him eating the pieces."
7120,"This can only end badly, Fry. Kids, a house -"
7194,You were in Pauly Shore's tube and they were delivering it to his movie screening.
7197,You wish! You're in Los Angeles!
7208,"Why, I've forgotten why I even fired you."
7210,"Oh, that's right. Get lost."
7246,"Fry, did you eat anything unusual recently?"
7250,"Egg salad? Hmm. Zoidberg will have to examine your gastrointestinal tract. Come everyone, give Fry some privacy."
7251,"If you can't see well enough through the two-way mirror, there'll be a close-up on this video screen."
7254,Watch for any subtle irregularity in Fry's bowel.
7259,Correct! Worm eggs! And the mayonaise was probably none too fresh either.
7261,"Only one. We'll have to travel deep inside Fry, in this!"
7263,"In each gastro-survival kit, you'll find a rain slicker, a disposable fun camera, and something to protect you against bacteria.... - a harpoon!"
7265,Oh my no. That would require extrememly tiny atoms. And have you priced those lately? I'm not made of money - leave me alone!
7267,"Anyhoo, your net suits will let you experience Fry's worm-infested bowels as if you were actually wriggling through them."
7269,Is everyone present?
7274,"Heres the plan:  We'll enter the ear, drip down the back of the throat and make for the bowel. There, we'll irritate the pelvic splachnic ganglion and cause an intestinal spasm, expelling - among other things - the parasites."
7276,"No, Fry can't know anything about the mission. If he finds out, the worms will try to defend themselves. They know everything he knows."
7278,"Leela, your role is to distract Fry so he doesn't notice what we're up to."
7289,"Wait, we just have to get past the eardrum!"
7294,Brace yourselves everyone. We're entering the interior of Fry's nose!
7296,Let's just pray nothing stimulates the delicate smell receptors. (whispering) Nobody make a smell.
7301,"We're in the heart. Better known as ""the love muscle."""
7303,"We should be safe, just so long as nothing makes it beat faster."
7305,No! Set course for that cholesterol-encrusted valve.
7315,"No, don't give up now! we're but a stones throw from the pyloric sphinchter."
7319,There it is! The stately capitol of Fry's bowel. A heavily guarded fortress surrounding the pelvic splachnic ganglion.
7321,"If we can stimulate that nerve, the bowel will convulse, expelling the entire worm society."
7323,"Listen, this is gonna be one hell of a bowel movement. Afterwards he'll be lucky if he has any bones left!"
7341,The nerve is through here. Where's Zoidberg?
7343,There it is! The pelvic splachnic ganglion. Tickle it and get ready for the ride of your lives!
7345,"Leela, you're just in time to help. If we don't get rid of the worms now, they'll burrow so deep into the bowel that not even Hermes' famous jerk prunes could dislodge them!"
7347,Fry will be stuck with the worms forever.
7351,Leela you ignorant dope! Now the worms will be in Fry forever.
7353,Oh that's stupid!
7419,"He always seemed so full of life. Laughing, singing, begging for scraps. And now this."
7423,Stop doing that!
7671,What's all the hubbub?
7673,"That you for your sympathy, talking square of linoleum."
7690,Dear God! We've got robots on the ceiling.
7700,Then he can't stay here. He's a menace to every straight person in the company. Go satisfy your bend lust and don't you come back to work until you do.
7736,"What an exquisite day. That azure sky, the verdant treetops.  Those delightful birds with their chirp, chirp, chirp and their tweet, tweet, splat."
7738,"Hmm. I'm not quite sure. Perhaps seeing things from a new perspective has reminded me of life's beauty. Or perhaps my new posture is causing blood to pool in the back of my brain, resulting in a mild delirium. Incidentally, you have a dime up your nose."
7744,My new bent outlook has completely re-energised me. I'm even dating a young Brazilian retired actress.
7746,Some say I'm robbing the cradle but I say she's robbing the grave.
7748,"I was just regaling your former co-workers with a tale of bedroom antics, the likes of which--"
7757,"So, Bender, tell us about this new girlfriend of yours."
7771,"Obsessing won't help, Bender. Take a lean back and enjoy life."
7854,Perhaps it's your outlook that needs a good bend. A 90-degree bend to a place where happiness is perpendicular to wonderment.
7858,Nonsense. It's just like in the song I wrote:
7861,"(singing) You gotta dangle,"
7864,I'm sad now.
7870,Zooka barooka! First prize is $500 and a year's supply of dog food!
7893,"Good news, everyone. We were supposed to make a delivery to the planet Tweenis 12 but it's been completely destroyed."
7895,They paid in advance.
7913,Ow. Ow. Ow.  I'm a genius. Ow. Ow.
7925,"Duh, I know! Let's play the lottery!"
7976,The professy will help!  Fire indeed hot!
8054,"Why, I've been a Harold Zoid fan since back when my hips were made of bone. As it happens, I still have some of my original 78s."
8211,Good news everyone! I'm sending you on an extremely controversial mission!
8213,Oh my no.
8214,"For this highly controversial mission, you'll be towing the Juan Valdez, an orbitting supertanker full of rich Columbian dark matter."
8216,"Impossible!  The tanker has 6000 hulls. So, unlike me, it's entirely leak-proof! Now, once you've hauled the tanker past the protestors -"
8218,Correct. 6000 hulls.
8220,(whispering) To avoid the tollbooth.
8223,What are you yapping about?
8225,This is an outrage. I demand that you hand over your captain's jacket.
8227,"I said hand it over!  Well Fry, or should I say Captain Fry?  No I shouldn't. Because Bender is the new captain!"
8229,"That's right. Being a captain is about intuition and heart. A good captain can't have either one. That's why cold, logical Bender is perfect for the job."
8401,No fair! You changed the outcome by measuring it.
8441,Dirt doesn't need luck.
8538,So you opened the record vault and the clover was gone?
8545,"Shut up friends. My internet browser heard us saying the word ""Fry"" and it found a movie about Philip J. Fry for us.  It alwso opened my calendar to Friday and ordered me some French fries."
8649,Phaser eye surgery is a capital idea. I'm sure Leela's tired of morons gaping at her eye all the time.
8655,Thatagirl!
8658,That's the stupidest idea I've ever heard you imbecile!
8662,No.
8731,"And Fry, you've got that brain thing."
8734,She's right!
8825,"Good news, everyone! Today marks our dear friend Dr. Zoidberg's 10th year with Planet Express. Huzzahs are in order."
8885,Keep your chin up!
8937,"Oh, don't worry, Fry. I too once spent a nightmare-ish time in a robot asylum. But now it's nearly over. So long."
8959,What a relief!
8994,You're going to do his laundry?
9019,Ouch! That's going to bleed when my heart beats.
9069,Where's the device that lets you speed or slow the passage of time?
9073,"Wrong again, idiot. There is no gas. Petroleum reserves ran dry in 2038."
9085,"Go on, you dummy."
9098,"Well, let's drag him to the kerb."
9298,Wha?
9302,"This will not stand!  I'll take you on, you air-balling bozos."
9304,"I may be an old man - in fact, I'm fairly sure I am - but I'll put you Globetrotters in your place with my team of mutant atomic supermen!"
9306,Behold: My mutant atomic supermen.
9308,"Well, they're still young. Mere atomic super boys, really. We'll need to speed up their growth with time particles called Chronitons."
9310,"Good news, everyone. You're off to the Tempest Nebula to gather Chronitons."
9319,None too soon. While you were gone the Trotters held a news conference to announce that I was a jive sucker.  Behold! My invincible nuclear mutants.
9329,"No showboarding, you atomic hotdog!"
9333,What the?  Did everything just jump around? Or did my brain just stroke off there for a second?
9335,Time-out! Time-out!
9337,"We seem to be lurching forward randomly in time, like a needle skipping on a record player."
9339,No. It must have something to do with those time particles I used to grow the Supermen. Time and space are ripping apart at the seams.
9341,"Oh, great. Now, on top of everything, we need a new fifth man."
9343,Hmm. Will said skills pay the bills?
9351,"Enough about your promiscuous mother, Hermes. We have bigger problems. This time disruption is extremely serious."
9353,Tate? What do you know about this?
9355,You're that Bubblegum Tate?
9357,"Yes, I see. Something involving that many big words could easily destabilise time itself."
9359,"Indeed so. At this rate, by Tuesday it will be Thursday; By Wednesday, it will be August and by Thursday, it will be the end of existence as we know it."
9366,"Interesting. It's as if we behave normally during the time skips, but then we have no memory of it."
9368,"...my, yes. Ooh, just like that. Any luck Bubblegum?"
9370,Not if you'll grant me the same liberty.
9373,"Bubblegum, look at this. The background time radiation is fluctuating wildly."
9394,"Ah, there is it. The Tempest Nebula. Take a whiff through the smellescope."
9396,"The odour of pure time leaking. When my crew removed the Chronitons, it destabilised the nebula, causing time skips throughout the universe."
9401,Their gravity might just divert the Chronitons to the empty side of the universe.
9404,Wha?
9407,"Ah, there we are. One gravity pump. Powerful enough to move the stars themselves. Now to begin the arduous task of attaching it to the ship so th -"
9408,Off you go - apparently.
9441,"Ye Gods, Bubblegum, we failed. The time skips haven't stopped at all."
9460,No wonder we failed to stop the time skips. Diverting Chronitons is mathematically impossible. I knew I should have checked your showboating Globetrotter algebra.
9463,The time skips are worse than ever now. Isolated spots are jumping by years at a time. Look.
9466,"Well, I'm stumped. We'll have to call in the finest scientific minds in the univ -"
9467,"Perhaps we could explode the whole damned nebula. What do you think, Curly Joe?"
9470,"By God, Sweet Clyde is right. An implosion might just form a black hole that would stop more Chronitons from escaping."
9472,"Doomsday device? Ah, now the ball's in Farnsworth's court.  I suppose I could part with one and still be feared."
9524,Boring? Wasn't that the period where they cracked the human genome and boy bands roamed the Earth?
9527,No. Why would I know that?
9538,"No, just the two."
9548,Yes it's been quite an hour and a half.
9558,Onto the internet you go!
9575,Download her. Let's just put a blank robot in the drive.
9582,Well duh! She's programmed to like you!
9601,"Oh dear! She's stuck in an infinite loop and he's an idiot. Well, that's love for you."
9607,It's just lucky I keep a copy in the VCR at all times!
9621,I knew I should have shown him Electro Gonhorrhea: The Noisy Killer.
9722,Focus!
9730,And what's this layer of ozone? That's never been there before.
9743,Remarkable! According the high precision digital chronograph it's July 9th 1947. Which would explain why the chronograph has turned into this pin-up calendar.
9745,Doy! Some idiot must have put metal in the microwave...
9747,...and the microwave's radiation combined with the gravitons and graviolis from the supernova blasted us through Time itself.
9753,And the alien they captured was...was...
9757,Yes we tore the universe a new space-hole alright! But it's clenching shut fast. Our only hope of getting back to our own time is to go through it in oh say......exactly 24 hours.
9759,You've got 8. But a more urgent concern is the microwave.  Without a working one we have no hope of returning to the future.
9762,"Your grandfather?  Stay away from him you dimwitted monkey. You mustn't interfere with the past. Don't do anything that affects anything, unless it turns out you were supposed to do it. In which case. for the love of God, don't not do it!"
9764,"If for example you were to kill your grandfather, you would cease to exist!"
9791,Ooo that's good news! You know you really don't cook enough roast Leela!  Ooo. Women!
9812,"I'll have the soylent green, with a slice of soylent orange and some soylent coleslaw."
9815,"Oh right!  I'll have a croque monsieur, the paella, two mutton pills and a stein of mead!"
9819,"Oh Lord! We'll have to endure the horrible music of the big bopper, and then the terrible tragedy of his death."
9821,"No! That would alter history. Above all else, it is our sacred duty to preserve the past exactly as it was."
9823,Wha?
9853,What the hell have you done Fry?
9864,Start the ship Leela. Let's just steal the damned radar dish and get back to our own time!
9866,Oh a lesson in not changing history from Mr I'm-My-Own-Grandpa! Let's get the hell out of here already! Screw history!
9874,Huh wha? Oh right!
9878,Choke on that causality!
9881,"Impossible. The supernova timehole is closing! If we don't leave now, we'll never get back to the 31st century!"
9892,"Well, now everything is back as it was. And if history doesn't care that out degenerate friend Fry is his own grandfather, then who are we to judge?"
9904,"Cover that fireplace, confound you! I've only a few years to live. I don't wanna spend them dead."
9907,"Oh, we're doomed! Every year we're doomed. Thanks be I had these bullet-proof shutters installed."
9908,"Bring it on, Santa! That bloodthirsty cadaver junkie can't touch us as long as we're not stupid enough to leave this building."
9911,"In a related matter, you'll be delivering this sack of children's letters directly to Santa at his death fortress on Neptune."
10011,"Yes, yes, yes. You sound like a broken mp3!"
10014,(shouting) No!
10025,There he is again!
10069,But it's not boring!
10084,No heat.
10090,That's a big crock of--  Hold me!
10099,"There. I've finished fine tuning my What If? machine. It can answer any What If? question, accurate to within 1/10th of a plausibility unit."
10101,Who wants the machine to show them an alternate reality?
10103,"Oh lordy loo! There he goes again. Well, let's give baby what he wants.  What if Bender were human?"
10104,"Good news everyone. I've discovered a way to make Bender human using a process I call ""reverse fossilisation."""
10106,"Well, in regular fossilisation, flesh and bone turn to minerals. Realising that, it was a simple matter to reverse the process. I've already tested it by turning the toaster into a racoon."
10108,Are you ready Bender?
10111,It worked! Eat it everyone who never won a Nobel Prize! And that includes you Amy!
10121,Speak for yourself!
10134,"Come Bender, its time to go home and rest. I need you in top shape next week when I present you to the Nobel Prize committee. Bender?"
10137,"Uh as I've said before, I used reverse fossilisation, which is the reverse of regular, uh..."
10139,"Ah, them without further stalling for time, I present to the Nobel judges, the first robot ever turned into a human."
10144,"This, uh, scientific breakthrough, uh, heralds a new dawn in human-robot relations yes."
10146,"And, uh thats why I believe I deserve the Nobel Prize."
10151,Weee!
10155,Care to say a few words Bender?
10158,About 12 hours ago when the party started.
10160,No. That was air escaping from the folds of his fat.  Goodnight sweet prince. You were the greatest man any of us will ever know. Well lets get him out of here. He's starting to smell up the joint.
10162,Who else has a question for the What If? machine? Scruffy? Katrina? Xanfor?
10164,Can you put that in the form of a question?
10166,Oh great machine we beseech thee. What if life were more like a video game?
10169,Monkies aren't donkies! Quit messing with my head!
10204,Forget it you pixelated pirates. We need those quarters to do our laundry.
10215,"Well, there's time for one last question. Let's turn to the Who Ask machine to see who's next."
10264,I am the Professor. Great and...uh...forgetful! Now what do you nice kids want?
10266,"Oh blithery poop my cowardly lobster! You don't need courage. Afterall, who needs courage when you have a gun?"
10268,"And you lad, all you need is brain."
10271,Here you go my friend. 5000 Professor Land fun bucks!
10273,"As for you young lady, you want to go home right?"
10275,"Nonsense. Now click your big honking boots together three times and wish to go home to Kansas, to live in poerty with your dirt farming, teetotalling aunt and uncle."
10282,"Oh, so close."
10298,We'll need to look our best if we're to get the account of our new potential customer Romanticorp!
10301,Everyone suit up. We're off to the most romantic city on Earth!
10302,"Remember, we've got to show these people we're not bitter husks of human beings who long ago abandoned hope of finding love in this lifetime. Leela you'll have to do some acting."
10308,"You know, romance is an important part of our work too, uh right everyone?"
10324,"So, do we have the contract?"
10325,"With that big new Romanticorp contract, I've been able to make those government mandated upgrades you've all been suing me about."
10329,Oh it must have been the ship's new improved personality software I installed.
10332,It even comes with an adjustable voice.
10472,"Good news, everyone! You all know the orphanarium where Leela grew up?"
10476,"Well done, fellows! Anyway, said orphanarium has named Leela orphan of the year."
10480,And the good news keeps on coming. Behold my latest invention.
10482,Ta-da! It's a glow-in-the-dark nose you can wear over your regular non-glowing nose. Observe.
10487,"That? It's uh...nothing. Yes, nothing. If you think it's anything you're a suspicous moron."
10491,"Alright, alright so the machine produces a few toxic by-products! You don't have to make a federal case out of it."
10494,"Hmm, I know that's a rip but I'll pay for the convenience. Do you take credit cards?"
10604,"Of course. But only into Beta Crypt 3, a language so complex, there's even less chance of understanding it."
10606,Very well.
10608,"It can do other things. Why shouldn't it?  Of course, even if it is possible to analyse the message there's no way of knowing how long it would take. It could take an hour or it could take a hundred million years."
10610,Certainly not. Two dings means it's done.  But not like that. Slightly more rapid.
10614,"That's it, it's done!  I can't believe it! My mind is boggling. The analysis of the note is printing out now."
10667,This is quite a large ranch you have.
10669,It's the same on Earth.
10691,That is stupid!
10729,Hmm. I might have mental anguish.
10731,I'm OK then.
10750,"It sounds dangerous. Someone could get killed. Fry, Leela, Bender, I want you to go with him."
10832,"This mission is incredibly dangerous. Someone's sure to be killed. Fry, Leela, Bender--"
10925,Oh fuff! What's the point in remembering something? You're just going to forget it five seconds later.
10946,Your standard Bending Unit is made of an iron-osmium alloy. But Bender was different. Bender has a point-04% nickel impurity.
10971,(bashful) Oh stop!
10972,News everyone! Today you're going to Osiris 4 to deliver this enourmous sandstone block.
11143,No. I'm afraid the smelloscope isn't powerful enough. Bender's odour is so mild it's being overpowered by local sources.
11281,Ohh!
11284,Where am I?
11286,"Oh God! I'm dead. Well, no matter. (reading) Thank you all for coming. I don't recognise any of you, nor can I recall why I am here. Now without further ado, a film highlighting Planet Express Inc.'s latest fiscal year."
11303,'Cause your apartment smells like Polygrip and cat pee.
11324,I move that your cat stinks and is ugly.
11332,I'm your man.
11335,Me!
11350,I'll ruin you like I ruined this company.
11352,"Uh, um, uh business plan, uh, yes. I keep it here - right next to my heart."
11354,So long suckers!
11421,"This isn't a business, I've always thought of it as more of a source of cheap labour. Like a family."
11485,"Oh uh what? I'm awake, I'm awake!"
11507,Cygnoids? On our block? Flying foo! They should go back where they came from.
11509,No.
11532,(shouting) Go team! Beat those no good Cygnoids! Show them they stink at a game they've never played before!
11562,Why is your number seven-eight's?
11675,(shouting) Go Leela!
11708,"Yes, it's a perfect scale model of the universe's largest bottle. I put a tiny spaceship inside to keep it from being boring."
11710,Get -!  For the last time Zoidberg look with your eyes not with your claws!
11713,Oh God! My tract!
11717,Good idea!
11722,"Zoidberg, are you coming?"
11724,Because I don't want you touching that thing.
11728,Good thing I secretly installed this wormhole in the table!
11730,You know I'm not quite sure.  Oh dear me!
11783,"That's right Ricardo, a ship in a bottle...! What's that...? Well hang on, I'll look."
11785,I've gathered you all here in the accusing parlour because one of you is a miniature ship wrecker!
11787,Certain clues suggest the culprit is none other than our own...Philip J. Fry!
11789,Oh it was a brilliant scheme but you made one fatal mistake...leaving this confession note.
11792,Then I have no choice but to charge you the full cost of the materials. $10.
11859,That's my robot! I own him!
11870,"Hmm. Let me see that vial Bender.  Good Lord! According to the spectrolizer, Spargle's magic ingredient was...water. Ordinary water!"
11873,"Yes, ordinary water. Laced with nothing more than a few spoonfuls of LSD."
11876,I do!
12133,Perhaps this movie will help us take our minds off the heat.
12147,"You heard the good news everyone! Save the Earth, et cetera et cetera!  Bye!"
12149,The wha? Oh Halley's Comet of course. The only sufficient source of ice cubes that don't have bugs in them!
12151,Yes there's no safer occupation than mining. Especially when you're on a snowball whipping through space at a million miles an hour!  Safe!
12187,"Forget it, I'm not going! I have my reasons! Shut up all of you!"
12189,My hip hurts! I'm in the middle of cooking a turkey! I have warranty cards to fill out! I'm not just making excuses! Alright I'll go!
12200,Wernstrom!
12206,Absolutely not! I won't speak! I've got nothing to hide!
12208,I demand the floor!
12210,"Well nuts to me. I'm taking the stage! I know the source of the greenhouse gases. But in my shame I've kept it secret for 75 long years. Ohhh, it haunts my memory still."
12212,Don't do what? Don't use this memory ray so I can remember what happened back then?
12214,"Oh dear, I've failed again."
12216,"Ooo, ouch, stop!"
12218,A flaming burp.
12220,Its not always a burp. We still have one problem though. This robot will never meet emission standards.
12222,Well...I suppose the environment can take one more for the team.
12224,Oh this is all my fault!
12227,All modern robots descend from my original smog blasting designs. And that's the cause of global warming today.
12232,"Wait, surely there's a better -"
12272,Everyone listen!
12274,I've devised a way to save you and to stop global warming at the same time! Granted you're all blasting out greenhouse gases.
12276,"But we can use those very gases to save the planet. If you all vent your exhaust directly upward in one burst it should thrust the Earth further from the sun, thus cooling it.  By my calculations we'll need the full force of every last robot. So quickly, everyone point your exhaust vents straight upwards.  Now vent! Vent like the wind!  Harder! Harder!"
12280,A billion robot lives are about to be extinguished! Oh the Jedi's are going to feel this one!
12285,Thank you. I deserve this!
12287,Why yes! One week longer to be exact.
12319,Why don't you try protesting? Like those native Martians. Always whining that people don't treat their ancestor's bones with respect.
12349,"No, actually we've discovered Fry's dog was fast-fossilised, preserving it's cellular structure!"
12354,"Ah Cubert, my precious babe. I'm going to attempt to clone Fry's dog. Using the very same apparatus I used to clone you!  Ooo look, there's a smidge of toe still in here.  You see, beneath the fossil's crunchy, mineral shell, there's still a creamy core of dog nougat!"
12356,"Amazingly yes. In cases of rapid fossilisation, I can press this brain scan button, retrieving Seymour's memories at the precise instant of doggy death!"
12359,I just need to reset the Clone-O-Mat from Human Mode to Dog Mode.
12361,"Uh-oh, this may take a while."
12408,Behold once more the mighty Clone-O-Mat! Requiring such vast amounts of electricity that we must harness the elemental power of nature itself!  I speak of course...of molten lava! Deep within the Earth's core. To the sub-basement!
12420,Not necessarily. For the dog may yet survive.
12422,"Indeed. You see, that fossil was made of dolomite. The tough black mineral that won't cop out when there's heat all about. By contrast, observe the lava's affect on this ice swan.  Of course, that would have melted even at room temperature. I just wanted to get rid of it. But had it been made of that righteous mineral dolomite, there's a slim chance it might have survived."
12424,Perhaps. For a few minutes. It's dolomite baby!
12434,I'm a professor! Why isn't anyone listening to me? You can't go in because you'll melt. The fossil only has a chance because it's made of dolomite!
12447,Professor! Lava! Hot!
12452,Very well. Let this abomination unto the Lord begin!  Interesting. It seems Seymour died at the ripe old age of 15.
12454,Indeed.
12456,Oh sure! Smash the smart guy's machine!
12473,And you Cubert. I cloned you from one of my warts and I can send you straight back in there.
12477,(shouting) What?
12487,I've warned you not to use those things!
12493,"Crew, you remember Cubert?  Wonderful! And I'm sure you won't mind being their legal guardians for a month!"
12502,Eh wha? Oh! This is my latest invention. A device that lets anyone sound exactly like me!
12504,I am? That's not good news at all you little...
12506,There is no target consumer! Only targets. Targets that will tremble as their new master hands down edicts in my glorious booming voice!  Now quit pestering me you scoundrels!
12520,"Oh bother, what have they done now?"
12527,Accusing gentle Bender of a misdeed? That's the last straw! You boys have been underfoot long enough!
12535,(mocking) Perhaps they've constructed a teddybear hospital!
12538,Who's going to use a delivery service with a kicked sign? Nobody that's who!
12541,Phew!
12543,(mocking) Yes its a tremendous responsibility alright!  What if a paper were to land in a puddle?
12559,"Goodness there must be 50 papers in that bundle! That's a big number, 50."
12565,(shouting) I'm blowing you a kiss.
12567,(shouting) It's closing in! You can't avoid it! It's a cheek-seeker. And...gotcha!
12569,"Well, well, well. If it isn't our little muchkin moguls!"
12585,"That's why we need you, our loyal crew, to make Planet Express 800% more profitable."
12589,What?
12595,"Folks, the situation is grim but we shall prevail, thanks to you, our crack team of loyal dregs!"
12598,"Yes, of course you are. Now we've got to buckle down and save Planet Express."
12603,Balderdash! I never agreed to that!
12605,Tax dodge nothing! You take one nap in a ditch in the park and they start declaring you this and that.
12614,Did I ever tell you how I used to own that ship?
12630,"Uh, might a homeless old man have a touch more beef bourguignon? And another tequila slammer?  Please?"
12635,They're so stinking talented they don't even need their fathers anymore.
12637,You did? Tough luck suckers!
12642,Why did you boys do all this?
12645,Damn right we are! Now come on. Let's go do a little Father/Son weaseling out of this.
12658,"Now now, no need to give us the business. We'd like a word with you daddy."
12661,"Mr Blob, our sons have come to apologise for damaging your window. They've learned their lesson and they want to make amends."
12664,Now see here. We assured our sons that you'd accept their apology.
12665,No one gives my son that option!
12672,He's coming to finish the job. Someone toss me out the window!
12673,I suppose.
12676,"Uh, won't join us Mr Blob?"
12678,"It would seem we've taught our boys a lesson about life: Man or Blob, it's whats inside that counts."
12685,... an extremely dangerous mission ...
12691,"Of course, it wouldn't be Freedom Day without the traditional Freedom Tub!"
12850,Indeed.
12864,Good news everyone. You'll be delivering pain medicine to the hive mind of Nigel 7.
12867,We could but we won't! It's a spaceship dammit not a prom limousine!  If anyone needs me I'll be in the Angry Dome.
12931,"Even I laughed at me when I built this alien cross species genetic analyser but I guess I showed myself! Subjects, please enter the chamber.  Now to take a DNA sample.  When I pull this switch the maternifuge will spin at 10,000 RPM, seperating out everyone who isn't the mother....father...whatever."
12933,Good. Fry's ejection indicates that he is not the man-mom.  Nor is Captain Brannigan.
12935,Zoidberg?! What the hell were you doing in there?
13039,"Good news anyone, the Swedish robot from pi-kea is here with the supercollider I ordered."
13048,"Bad news nobody, the supercollider super-exploded. I need you to take it back and exchanged it for a wobbly CD rack and some of those ransid meatballs."
13176,"I don't remember much buddy, and you're no looker!"
13178,Yes dammit!
13233,Pazuzu you ungrateful gargoyle! I put you through college and this is how you repay me?
13234,"Let's get this gargoyle hunt on the road. Driving gloves, driving goggles. Driving thong. There."
13236,You? A woman? I'm trying to catch a monster not find the quickest route to the mall! Let me just adjust the seat.
13240,Because we're in a hurry that's why.
13243,"Oh it's 2:30, we can still catch the early bird dinner special."
13245,My wha?
13246,Hello Mavis! Surprised to see me back again so soon?
13248,I expect you'll want to see my angry crotchety grandpa discount card!
13250,But it's good for a lifetime.
13253,Well I can't keep them in my mouth. They're nuclear powered!
13256,Mmm! Damn good meat!
13262,Dear God no!
13264,"But I like being old. I don't have to talk to my parents, no one asks me to help move their stuff, I don't need to understand today's ""edgy TV sitcoms."""
13266,My thong!
13268,Go to hell Heather!
13270,Give me back my floppy face!
13271,Careful with the giblets!
13273,Ahh!
13275,You sound just like my tennis instructor.
13277,"Oh I don't have time for this. I have to go and buy a single piece of fruit with a coupon and then return it, making people wait behind me while I complain."
13280,Well that was an utter waste of time.
13282,Poodlespit!  53 years old?  Now I'll need a fake ID to rent ultra-porn.
13284,"Dear Lord, you've all reverted to your childhood forms!"
13286,"While I try to restore our normal ages, I expect you all to go about your jobs like normal professionals."
13290,Quiet! Quiet I say!
13296,That's not what happened! Shut up and go live with your parents.
13308,I've got to find a way to escape the horrible ravages of youth! Suddenly I'm going to the bathroom like clockwork every three hours! And those jerks at social security stopped sending me cheques! Now I have to pay them!
13310,"Fine, get going!"
13312,We won't know that until you leave.
13314,There's the door.
13346,"Yes, I'd like to meet this ""moose."" But in the meantime I have good news. I may have solved our age problem."
13348,"It seems the Youthasizer tar was saturated with time-altering chronitons. A thin layer is still stuck to our DNA as well as Bender's Robot DNA or ""RNA."""
13350,Yes?
13352,Yes yes. Anyhow I've designed an oil eating bacterium that should take the tar right off.
13355,"Don't you understand you little nitwit? Unless you're treated soon, the only way to restore your true age would be to grow into it! Just as God intended."
13364,Initiating controlled infection.
13367,"Damn! the bacteria pigged out on the tar and now they're getting freaky deaky, spreading chronitons throughout our systems. We're getting younger by the minute!"
13369,Word! We'll all keep getting younger and younger until we suffer a fate worse than death - pre-life! Then death.
13370,I've got to stop this reverse aging before we all shrivel up and suffer the agony of unbirth. Think you disco duck think!
13372,Get off me you parasitic lamprey!
13374,Would you all chill! I can't think with you kids cramping my style! Oh I need a babysitter!
13380,"The Fountain Of Aging? Hmm, it is just a legend. Still, they called the Tooth Fairy a legend and now it's head of the FBI."
13381,Sup? Kids ready?
13383,I had a few beers but I'm cool to drive.
13390,"Teddybear junction, the worst scum hole in the galaxy."
13391,This solar system is like way old.
13393,Newsflash! Everything's getting older the closer we get to that sun!
13395,Shut up! I was gonna say that!
13397,We gotta be real real careful to stay in just long enough to make us our right ages again.
13398,Zoidberg! Get out of there!
13400,Jeepers!
13405,Thanks for the help Weewa. Once we're gwown up you can go back to your famiwy. We'wl never bother you again.
13407,It's working! Hooray!  I can't hold on!
13409,No Leela! You can't give up your childhood! You'll never have another chance at it!
13415,Even older! Huzzah!
13422,And you my faithful fiend! How can I ever repay you?
13655,Bad news everyone. You're not good enough to go on your next mission.
13659,Because. And says me. It's an extremely dangerous mission that killed my last crew. And you're not nearly as good as them.
13663,Collecting honey. Ordinary honey.
13665,This is no ordinary honey. It's produced by vicious space bees. A single sting of their hideous neuro-toxin can cause instant death!
13667,Your insides will boil out of your eye sockets like a science fair volcano!
13669,These bees are larger than most Buicks and twice as ugly!
13714,No no no no no no no.  I'm lying to make her feel better.
13723,This makes me the oldest member of my family.
13739,"Oh course he still exists. As a frozen corpse in outer space!  Oh, I made myself sad."
13748,Bullpies!
13749,Lay down here and we'll do some tests. If Fry is out there then Leela's brain could be acting as a five pound ouija board.
13751,"Some sort yes. In France it's called a ""guillotine."""
13753,Yes. Easily.
13755,Well I suppose there's a slim -  I don't believe it!
13757,"No. According to this gizmometer, Fry is dead and nothing can bring him back! Remarkable."
13761,"No no, no one's saying that! But I'm certainly thinking it loudly."
13778,That's not Fry's jacket. Fry's jacket is red! That's your jacket. An off the rack lime green affair.
13787,You've been taking space honey? Be careful you purple haired imbecile!
13792,"Incredible! According to the gizmometer, Fry touched the royal jelly in the space hive, leaving an imprint of his DNA and brainwaves. Then, when it spilled on the couch, it recombined with trace amounts of Fry's hair and skin -"
13794,"Yes Bender, thank you. In short, the various fluids Fry left in the couch caused the royal jelly to regenerate his entire being!"
13864,"Good news everyone, I'm still technically alive! Yes!  But I need to you to dispose of this crazy ass experiment that almost killed me.  You'll have to throw it into the sun itself, for only the thermonuclear inferno of the sun has enough energy to ensure its total destruction!"
13866,That's not good enough.
13868,Yes yes!
