,Quotes
2559,50 bucks?! Not even if she was my girlfriend. You take her.
2564,Voila. The greatest sandcastle ever built. This is the kind of castle King Arthur would have lived in -- If he were a fiddler crab.
2566,"Ooh, yeah. Anyone have a camera?"
2571,(screaming) Nooo!
2573,"We're all gonna die, aren't we?"
2586,A what?
2598,You mean while I'm sleeping in it?
2601,W-Wouldn't it make more sense to send the robots in first a--
2606,"I'm gonna be a science-fiction hero, just like Uhura, or Captain Janeway, or Xena!"
2608,"Sure, I just like TV better."
2611,"Alright, scumwads. This one's for Bender's cocktail!"
2636,Miniskirts? That sounds familiar.
2640,"Wait, I know her."
2642,"That's where I know her from. She's Jenny McNeal. She was a character on a TV show back in the 20th century, Single Female Lawyer."
2647,It's crazy! How could they even know about a show from a thousand years ago?
2649,Magic. Got it.
2651,Beer -- I would think.
2655,"Y'know, I saw the first 30 seconds of that episode. If I could make up an ending, maybe we could act it out ourselves."
2659,Let's put on a show.
2660,"OK, Leela, you'll be starring as Jenny--"
2664,"Places, everyone."
2666,Lights!  Camera one!  Camera two!  Camera three!
2679,"Well, it took an hour to write. I thought it would take an hour to read."
2681,"I don't know, I don't know. Just say anything. As long as it's compelling, mesmerising, a tour de force."
2685,"No, no! Go to commercial!"
2687,Married? Jenny can't get married.
2689,"But that's not why people watch TV. Clever things make people feel stupid, and unexpected things make them feel scared."
2691,You see? TV audiences don't want anything original. They wanna see the same thing they've seen a thousand times before.
2693,"Trust me on this. While other people were out living their lives, I wasted mine watching TV, because deep down I knew it might one day help me save the world. Plus, I would have lost my Workman's Comp if I hadd gone outside. Now just read these cue cards."
2694,And action!
2701,And ... cut!
2704,"Way to overact ,Zoidberg!"
2707,"Yep.  It was just a matter of knowing the secret of all TV shows; At the end of the episode, everything's always right back to normal."
2723,I like those odds.  Rats. Just another tooth.  Aah!
2724,I gotta find that golden bottle-cap.
2726,This is nothing. Back in high school I used to drink a hundred cans of cola a week. Right up until my third heart attack.
2733,"I'm not Bender, I'm Fry."
2735,Nope. Human.
2750,I 'unno. Try it on me.  Ow! My sperm!
2752,"Huh, didn't hurt that time."
2754,What's wrong?
2759,"All this prolonged exposure to radiation is making me thirsty.  Ah, if only there was some way of knowing which can had the winning bottle-cap inside."
2761,"Wait a second. I'm getting an idea. N-No, false alarm. No. Yeah. No. Yeah. No. Wait. No. Yeah. Yeah. No ... no. Yes!"
2763,"We checked 90,000 cans of Slurm and all we won was this junk.  I never wanna see another can of Slurm again. Man, am I thirsty."
2766,(wheezy) Hooray!
2770,Uh-huh. Can we have our free Slurm now?
2787,"So, what's the secret ingredient?"
2789,Oh. But what is it really?
2797,Why?
2809,So thirsty.
2811,"Uh, could I have some Slurm, please?"
2813,When will that be?
2815,That's not soon enough.
2827,I'm dying of thirst. Grab my feet and dunk my head in so I can drink.
2829,Fine. I'll let go and swim around in the Slurm and drink as much as I want. Help! I can't swim!
2835,This isn't Slurm at all!
2838,My God. What if the secret ingredient ... is people?
2840,Oh. How is it?
2848,"Look! Slurm! Finally!  Oh, yeah! I'm never going 12 minutes without a Slurm again."
2850,"Well, whatever it is, it's even better fresh.  Mmm, still warm."
2851,Ew!
2855,That's the secret ingredient of Slurm?
2857,Ew!
2859,"Thanks, Bender!"
2869,Who's behind does that come from?
2878,What about me?
2880,Yes!
2882,Mmm!
2885,Here I come.  Let me just-- One more taste.
2889,I can't stop eating this delicious ooze. But I'm not gonna let you die.
2892,(screaming) Nooo!  (talking) I could fit if I didn't have these damn arms!
2897,Say what?
2905,But she'll crush you like a worm ... crushing a smaller worm.
2916,"Outlaw Slurm?  Uh, don't pay any attention to him sir ..."
2917,... Grandpa's making up crazy stories again.
2920,"Ah, I just wish Slurms MacKenzie were here to enjoy this with me."
2926,(simultaneously) For Slurms!
2929,Mmm!
2934,Is it me?
2936,"You alright, Bender?"
2956,"Hey, what are these rings in Nibbler's fang?"
2958,"Yeah, well, good luck. It'd take some kind of genius to count all those rings."
2963,Who's playing pin the tail on the moon maggot?
2972,(singing) ... and you smell like one too!
2999,Uh-oh. Is this gonna be another crazy experiment that crosses a line Man was not meant to cross?
3005,And that'll allow Bender to feel other people's emotions?
3018,(whispering) Thanks for covering.
3029,What's your problem?
3031,You do?
3034,What?
3036,(crying) They're just responding to my personality.
3040,(shouting) The spoon's in the foot powder.
3042,"Too bad he wasn't an alligator. Y'know, when you flush those things they stay alive in the sewers."
3044,Yep. My friend's cousin's caseworker saw one once. It's a widely-believed fact.
3047,Bender? Bender?!
3048,Have you seen my sombrero?
3050,"Hey, it's your fault. He only flushed himself because your emotions made him feel bad."
3052,"Oh, great, now you're making him feel worse!"
3058,God bless America.
3059,"Phew! Uh, ladies first."
3060,"Oh, and the aftertaste!"
3062,I burned my finger.
3064,"Looks like we're under Park Avenue. Ooh, ritzy! Just think: All this was probably once a charity luncheon for the Met."
3071,Eck! This emotional display is making me nauseous.  Or maybe it's whatever that is.
3075,"Hmm. According to this map, the only way out is through ... that pipe.  Don't worry. It gets wider after about a mile."
3078,"OK, OK, nevermind. I'll just ask those people for directions."
3081,I'll take care of this!  Back! Back!
3087,"Hey, aren't you supposed to be eating our brains? You're mutants."
3094,Daylight and everything.
3101,Wow. You guys worship an unexploded nuclear bomb?
3105,"So, is it true that alligators flushed down the toilet survive down here?"
3135,I'll take care of this.
3138,"Leela, your scaredness is being transmitted straight to Bender. If you care about Nibbler, stop caring about him!"
3140,Even me?
3142,Damn.
3150,Bender's gonna be killed!
3152,(cheering) Yeah!
3161,Looks like Bender learned an important lesson about respecting other people's feelings afterall.
3168,Hmm. Horsey to pointy guy six.  Check.
3170,(hoarse) Good move.
3173,Sorry.
3176,DOOP? What's that?
3178,Uh...
3180,(getting it) Oh!
3186,"Wow! There's a million aliens. I've never seen anything so mind blowing. Ooh, a reception table with muffins!"
3188,"So, what's it like on planet Amazonia?"
3190,That's so interesting. Maybe we could get to know each other over a coffee.
3249,"Hey, Bender?"
3252,"You don't have to get so mad, Leela."
3271,She's really strict.
3274,"No, she just makes us do work and stuff."
3286,"Hey, no prob', this lead apron'll protect me."
3289,Yeah!
3296,"Alright, don't get your panties in a knot. We'll just use the back-up dolly."
3302,I agree.
3306,"Ah, some good old high-gravity rain. That'll cool us off."
3308,"Yeah. If she had let us use the back-up dolly, we could have broken it, given up and gone home by now."
3310,"Ah, Leela's not that bad. I just wish she didn't make us work so much."
3313,Underpants?
3315,This is a mutiny.
3317,All hail the new captain.
3321,We don't have a brig.
3326,You were mean and you yelled and you made us do all that work.
3328,"Yeah, well, you shouldn't have been such a mean captain then."
3334,Ten hundred percent!
3343,"Ooh, burn!"
3346,"This is awesome! We're gonna be like pow-pow-pow, and they're gonna be like ...  ... and then we'll have pancakes to celebrate and I'll be like..."
3354,"Good, good, then what?"
3356,Wait a second. Is this plan gonna kill us?
3358,"Leela, we want you to be captain again."
3360,We want Leela to be captain again.
3366,Absolutely.
3371,And warm.
3376,It's too low.
3379,And no one will have to punish anyone for the mutiny.
3389,"Leela, I just want you to know that even though you're mean, you're the best captain ever."
3392,Please?
3396,"Aw, man."
3407,What do we care? We live in the United States.
3409,Wow! I have been gone a long time.
3412,These are the candidates? They sound like clones.  Wait a minute. They are clones!
3416,"If I were registered to vote, I send these clowns a message by staying home on election day and dressing up like a clown."
3418,Nope. Not vaccinated either! Besides. It's not like one vote ever made a difference.
3424,"Professor, when did you become so obsessed with voting?"
3427,The less fortunate get all the breaks!
3431,"What party do you belong to, Bender?"
3433,'Cause you're a robot?
3436,"OK, but what are the Brain Slugs who control you gonna do for the working man?"
3438,"(sarcastic) Sure, you say that now!"
3449,Now here's a party I can get excited about. Sign me up!
3451,"(downbeat) OK then, screw it."
3453,(excited) Alright!
3455,That was pretty cool. I think I'm actually starting to get interested in politics.
3466,Too bad you can't spend it.
3468,No.
3475,"Yeah, you look different. Did you get a haircut?"
3478,"This is crazy, Bender. How are you gonna live without a body?"
3480,"Well, at least now you can pay off your loan shark."
3489,"Hey, Bender, can I take a ride in your car?"
3491,Hey! You look me in the shins and say that.
3495,I recognise you. Didn't you used to have a body of some sort?
3497,"Well, you're looking great."
3499,Couldn't hurt.
3503,"(to Clinton) Hey, I remember you. I was gonna vote for you one time. But voting isn't cool so I stayed home alone and got trashed on Listerine."
3519,"I hear that. I spent most of my teen years loving my body. Course, it was tough love but -- ooh!"
3526,"Bender, what is it?"
3528,"It was just a dream, Bender. There's no such thing as two."
3532,"Hey, my clothes are worth 50 bucks!"
3537,"Ah, I can't stand to see a robot cry. Let's watch TV!"
3546,"Yeah, and that electric guitar."
3567,"Please, Mr. Nixon. We're appealing to your sense of decency."
3571,"No way! I'm not letting my best friend get recycled. Not for five cents, not for five hundred cents! Leela, I've got a plan!"
3573,(whispering) Why would Nixon stay at the Watergate?
3575,"Keep going, we're right behind you."
3584,Ooh!  Uh-oh!
3592,"Well, he lost my vote."
3600,"Hey, I've got one last thought."
3607,What?
3609,Why would robots vote for Nixon now that he's just a head in a jar?
3614,Well it's not my fault either 'cause I forgot to vote.
3634,This snow is beautiful. I'm glad global warming never happened.
3636,Hi!
3641,Look out! We're heading straight for those trees!
3644,Cool. Hey what do you do if you want the trees up?
3646,(hoarse) Trees down!
3654,"Yup, I remember. They came in last at the Olympics then retired to promote alcoholic beverages."
3656,"Oh, what the hell!  Ow!"
3662,"Yeah, it really puts you in the Christmas spirit."
3664,Christmas. You know? X-M-A-S.
3666,"Xmas, huh?  Y'know this'll be my first Xmas away from home."
3668,Yeah! An old-fashioned Xmas tree!
3669,Hey! These aren't Xmas trees!
3671,"They're supposed to be some kinda, you know, pine tree."
3673,This isn't the way Christmas is supposed to be.
3675,Everything's changed.
3679,(nostalgic) Every Christmas my mom would get a fresh goose for goose burgers and my dad would whip up his special eggnog out of bourbon and ice cubes. This dumb holiday just makes me think of all the things I left behind. Let's just stop talking about Xmas.
3685,"What's the point of Xmas when everyone you know died a thousand years ago? I'm the lonliest person on Earth.  Hey, Leela, how 'bout a little sympathy here, huh?  Yoiks! What was that about?"
3688,My God! Poor Leela.
3690,I feel like a rat. Here I am whining like a pig while all along Leela was lonely as a frog. I could kick myself.
3692,Ow! Thanks.
3704,Whose blood?
3706,I've got to do something to show Leela how sorry I am.
3708,"So it's left, left, right-- Wait! I have a better idea! I'll go out and get her the perfect Xmas present. Something so great she'll never want to be unhappy again."
3710,We'll see. I like to haggle.
3712,Say what?
3714,I know about Santa Claus.
3716,Wow! 2801! Anyway...
3722,There's this girl who I really like but she thinks I'm a jerk. Can you help me?
3724,"No, I need to get her a gift. And I need it before sundown."
3726,That's funny!
3733,You're the last store open. I need something for my friend Leela.  Just give me your best animal.
3735,That's a stupid animal. You're stupid! I said I want the best one. Now which costs more? The parrot or the Stink Lizard?
3737,"That's a hell of a good parrot. Although, I could get 500 lizards for the same price. Girls like swarms of lizards, right?"
3739,"Alright, I'll take the 500 lizards. No, wait, yes. No. Yes. Yes. Yes! The parrot!"
3740,"Well, I spent every penny I had but I bet Leela's gonna love you.  Hey, you're quite the talker, aren't you? Shut the hell up!  Ow!  Stupid bird! I know where you live."
3749,"Alright, bird, you thought you could beat me in a game of wits. But you just met your equal."
3750,Aha! Cornered!
3752,"Leela! Oh, my God! You saved my life. I am gonna get you so many lizards."
3754,"I just wanted to do something to make you happy. I mean, I miss my family but you never even had a family."
3756,"Merry Xmas, Leela."
3758,"Oh, boy! It's Santa!"
3760,Well check it twice!
3764,No! I swear!
3771,Please let us live! We'll put out milk and cookies for you!
3774,"I never thought it would end this way: Gunned down by Santa Claus. Honestly, I didn't see it coming!"
3776,"Goodbye, Leela.  Hey, look: We're under the mistletoe."
3778,"Uh, you're present may need some assembly."
3785,(shouting) Help!
3796,(shouting; from outside) Help!
3811,(shouting) He's gonna blow.
3815,"Uh, Bender? Where did you get that bird?"
3819,"Look, the food isn't what's important."
3821,"The important thing is we're all together for Xmas. And even though I'm surrounded by robots and monsters and old people, I've never felt more at home."
3836,Mmm. Mmm! Now this is what I call a thousand years of progress: A Bavarian creamdog that's also self-microwaving!
3839,Sack?
3847,Co-ed steam rooms! I love the future!
3849,"Ah, futuristic!"
3854,"Hey, Leela, look who's the super-stud!"
3857,"Hey, Dr. Zoidberg, what's that jazz on your head?"
3866,Maybe he has a parasite.
3873,"(simultaneously) No, Amy!"
3880,Eck!
3884,"Oh, baby, I'm there!"
3886,"Nope, but that's not the word I'm interested in. (shouting) Uh, no need to pack pants, people. Let's roll!"
3892,"Is that how you say ""Zoidberg""?"
3896,Who's the lucky lobsterina?
3900,"You and me both, brother!"
3905,I didn't come here to see any activity involving two guys. Where do you people do your erotic display?
3910,"Hey, I wonder if these guys are here to watch the erotic display too."
3913,Look how ridiculous they look.
3924,Hey! I can get any girl I want anytime I want. I'm just too busy.
3934,"Listen, Doc, if you wanna score you gotta fake like you're in love.  Just look her in the eye, start crying and say (fake crying) ""I've never been so happy""."
3937,"OK, you're on a date. What's the first thing you do?"
3939,No. Tell her she's special.
3941,"Well, tell her that. And then?"
3943,No. Make up some feelings and tell her you have them.  Yes?
3945,You're not even trying!
3947,"OK, OK, don't worry. The love meister will take you under his wing."
3949,"OK, go ahead."
3952,"(whispering) You just wanna talk, it has nothing to do with mating."
3955,(whispering) Start with a compliment: Tell her she looks thin.
3958,(whispering) Now ask her how her day was.
3960,(whispering) You wouldn't. Ask anyway.
3964,"(whispering) That's normal. Just nod your head and say ""Uh-huh"""
3968,(whispering) Third date!
3971,(whispering) Turn it over.
3974,That's the most beautiful thing I've ever heard.
3978,Nope. Must be some weird alien emotion.
3985,No thanks. I just came to tell you that Zoidberg's really great. He's got male jelly coming out the wazoo.
3987,"Uh, I'm flattered, really. If I was gonna do it with a big, freaky mud bug you'd be way up the list!"
3990,"Dr. Zoidberg, it's not how it looks."
3992,But--
3994,What?!
3996,English please?
4000,But I don't want her!
4006,Leela!
4011,Fatal.
4015,(shouting) Shut up!
4019,Shh! Nobody correct him!
4021,But it's a fight to the death!
4024,Uh-oh.
4026,Hey!
4029,Aha!  Oops!
4034,"My fellow fish monsters. Far be it for me to question your stupid civilisation or its dumb customs. But is squeezing each others brains out with a giant nutcracker really going to solve anything? Dr. Zoidberg is my friend. And though a woman has come between us, I say we'll always remain friends. And you know why?  One reason."
4035,You bastard! I'll kill you! You bastard!
4042,"Aw. I'm sorry, Doc."
4043,"Ow, ow! Ah!"
4045,I'll lend you this.
4047,"Hey, hey."
4050,You mean you have to choose between a life without sex and a gruesome death?
4052,Tough call.
4054,No biggie.
4058,(laughing) Yeah!
4060,"I don't mean to nitpick, super-doc, but do you think maybe you could take one more whack at this?"
4062,(from ship) My legs!
4071,No wonder you've been staying at the back of conga lines lately.
4077,"Yup, she's beautiful coffee alright."
4079,"Sorry, I'm not here to buy."
4081,I care! I care plenty! I just don't know how to make them stop!
4105,"Valentine's Day's coming? Oh, crap! I forgot to get a girlfriend again. Well since neither of us has a date, why don't we..."
4107,Shall we say 8 o'clock?
4109,"Yeah, OK. What's the weather like?"
4111,"So, what? Shorts?"
4112,"Boy, this A.C. is incredible!  I'd better turn on the heater too.  (shouting) Boy, this heater is incredible! I'd better turn up the A.C. some more."
4114,(shouting) Yeah!  We're slowing down!
4116,(shouting) Who wants pop-tarts?  Uh-oh!
4118,What are you doing?
4120,Phew!
4122,"Hey, tell me something: You've got all this money, how come you always dress like you're doing your laundry?"
4124,"I've been there. My folks were always on me to groom myself and wear underpants. What am I, the Pope?"
4126,"Yeah, it's like we feel the same way about junk and stuff, or, whatever."
4128,Yeah.
4131,Kind of.
4135,And it led there again when we got home.
4142,What? No!
4155,"(whispering) It's working, they think we're making out.  Wait, why aren't we making out?"
4163,Wow! We're great kissers!
4165,"Hey, yeah! I used to spit at stuff back in the 20th century. Ah, it's cool how we sort of think exactly alike, and junk."
4167,"Everything was going great. Then all of a sudden, she's talking about hanging out. Hangin out? She's getting way too serious. I'm not a one woman man, Leela."
4169,Don't you get it? She's smothering me.
4171,You see? You see? Now she's bothering me when I'm at work.
4173,I'm doing my job -- there's Amy. I spend a few hours selecting a candy from the machine -- there's Amy. I wake up the morning after sleeping with Amy -- there's Amy!
4175,"Am I? (shouting) Am I? (talking) Face it, I'm a prize catch.  I mean, I'm pulling down delivery boy money."
4177,"Then she wants me as a trophy husband. Leela, you gotta come to Europa with us, I can't be alone with her."
4179,"Hey, you know who loves secluded picnics with just you and me?  Uh, Dr. Zoidberg."
4183,"Jeez, we're already planning to spend Valentine's Day together. Isn't that enough?"
4185,"Oh, so all of a sudden we're spending Valentine's Day together?"
4187,"That's it, Amy, we have to talk. Zoidberg, you drive."
4189,"(from inside) Pardon me, excuse me."
4191,"Amy, you know how at first you like chocolate but then you start to get tired of it because it always wants to hang out with you?"
4193,"Look, could chocolate just let me finish?"
4195,"Amy, what I'm trying to say is, I think maybe you and I should stop--"
4198,Ow! My head is killing me. What happened? Was anybody hurt?
4200,How badly?
4202,Where is it?
4207,"Well, Amy, I'll try not to interfere with your life too much."
4209,"Ooh, sorry. I guess I control that arm."
4211,"Oh, that.  Maybe we'd better talk in private. (whispering) I'll meet you in the closet."
4212,"Amy, I really like you, as a friend. But I think we're spending too much time together."
4214,I just think we should start seeing other people.
4216,"I'm sorry, but it is."
4218,Huh?
4220,"Hey, I can get a date too. Now that I'm single, I'll attract all sorts of women!"
4222,(happy) Oh! (disappointed) Oh!
4231,"Oh, hey, Leela, uh, can I talk to you for a minute?  In private?"
4233,"This is an emergency. Amy made Valentine's plans with some goon and I'm gonna be stuck there, lonely and miserable. Will you be my date, please?"
4235,Then I have no choice but to do something so pitiful and embarrassing that I'm ashamed to tell you about it.
4237,Thanks.
4240,Why exactly did you shave your legs anyway? Are you expecting something to happen with your Valentine's date?
4242,And another thing: You're using an awful lot of make-up there.
4244,What does it do?
4247,20 minutes? You're practically ready now!
4249,"Oh, God, it's true!"
4252,(simultaneously) Thanks.  Where is she?
4255,I've got a date. She'll be along any minute.
4258,Uh--
4260,(whispering) She seems a little old for me.
4265,"Oh, yeah? Well I want one too."
4267,But you just said--
4277,"Well, ma'am I--"
4279,"No, but I control this arm."
4281,"Wait, come back, uh, darling."
4291,"Oh, jeez, get a room!"
4293,"Hey, I have an idea: Let's all go out for ice cream."
4299,Nooo!  That's it I'm gettin' the hell outta here.  Ooh! Ow!
4301,"Oh, Leela!"
4311,Can I live without it?
4314,"So, uh, thanks for the ride, Amy. And I hope there are no hard feelings about your date, or stuff."
4316,"Well, anyway, it's nice to have my own body back."
4318,"Seems to be. My neck's just a little tender.  Ow! Cool!  Ow! Listen, Leela. Thanks for rescuing me last night."
4326,I guess so.  Watch the neck! Watch the neck!
4352,Nah. If I ever wanna go back to the year 2000 I'll just freeze myself again.
4356,"Cool, it's just like the good old days!"
4358,"Hey Leela, get a picture of me being ""mugged."""
4366,"Yeah I asked a cop once. It means ""Up yours kid."""
4368,"Uh, sorry Bender that's just a phone booth."
4371,In New York? Bathrooms.
4374,I'll show you.  Whup.
4377,"No, it's a mobile apartment with no rent."
4382,We sometimes called it a jogging suit.
4388,"Hey, my girlfriend had one of those! Actually it wasn't her's it was her dad's. Actually she wasn't my girlfriend. She just lived next door and never closed her curtains."
4390,"C'mon, let's sneak in for a closer look."
4392,"Hey! This is from Miller's Outpo - uh, I mean, yeah, I work here alright!"
4395,Nope.  No one in New York drove. There was too much traffic.  Nice! Listen to that baby purr!
4397,It's just like riding a bicyc -
4401,I'm just glad we hit something. I thought we'd never stop.
4403,How's that robot I ran over?
4405,You mean he's -
4413,I don't get it.
4415,"So uh, Flexo. Sorry about crushing your body like that. You OK now?"
4417,Well just let me know if there's anything I can do to make it up to you.
4419,Uh...sure.
4421,How's that?
4423,Uh I can't get any lower than this.
4429,I don't like this place. It's 120 degrees and there's very little oxygen.
4432,"(unsure) Uh, yeah. Look at that exhaust fan."
4438,"Uh, no, that's alright.  Ow! Ow!"
4439,I'm telling you there's something about Flexo I don't like.
4442,Yeah keep laughing brineshrimp but he's bad news. I regret ever running him over.
4444,"He's much worse. He drinks, he smokes and he posts naked pictures of me on the internet."
4446,I'm talking about Flexo.
4448,No I'm not. Mark my words. Flexo's evil. He's the evil Bender.
4453,Can I touch it?
4468,"Uh, maybe we should stick with people we know and trust. I mean, Flexo's great but -"
4471,"Wait, I don't like the sound of that. Let's just go alphabetically."
4473,"Wait, let's go by rank."
4475,Flexo outranks me?
4478,Don't point that at me.
4480,"Look, I know Flexo's your friend but I don't trust him alone with the atom."
4482,I'm not prejudiced.
4488,Caught you!  I saw you looking at the atom!
4490,Oh-ho you'd like it if I went to sleep wouldn't you?
4492,Yeah well here's a funny joke. I'm gonna sit right here till it's my shift.
4494,That I will.
4496,Good.
4498,Good.
4500,Good.  Good.
4501,"Well, that's eight hours."
4503,"Finally, the atom is safe."
4505,No.
4509,He must have used a sleep ray on me. Sleep rays exist in the future right?
4511,Then I must've fallen asleep.
4518,Aha!  Uh searching...hmm.
4520,I didn't find him here 10 minutes ago so I thought it was time to check again.
4522,"(suspicious) Say Bender, can I hold that map for a second?"
4524,Give it up!
4529,"Or maybe, he never left at all!  Wait a minute. You're Bender."
4531,"But why were you wearing that scarf, that turtleneck and this fruity number?"
4539,"100,000?"
4543,"Well, we'll be leaving now. If you'll just sign this form saying you received the atom."
4548,Flexo!
4556,Flexo! Shoot Flexo!
4560,Bender? You stole the atom?
4563,"Whoa whoa, you mean Bender is the evil Bender? I am shocked, shocked! Well not that shocked."
4566,I'm so confused. The Bender I liked turn out to be evil and the Bender I hated was good. How can I live my life when I can't tell good from evil?
4580,"Well, you guys might both be losers but I just made out with that radiator woman from the radiator planet."
4582,Oh.  Is there a burn ward within 10 feet of here?
4587,"Hey, Hermes!"
4594,Hermes has all the fun. Wait a second! He's got a Brain Slug on his head!
4601,"Hey, yeah!"
4603,"Cool, let's see this one!"
4608,"Yeah, I wanna see that."
4610,I'll take a small Slurm.
4612,"Uh, OK.  Oh, man!"
4616,"(sarcastic) Ooh, this is real futuristic!"
4630,No I didn't!
4660,Hey! How come when I wanna do fun stuff that'll kill me you're against it?
4679,(shouting) Bender rules!
4681,"Wow! Thanks, Hermes!  I-- Hey! Cut that out!"
4725,"Man, I thought Ultimate Robot Fighting was real, like pro wrestling. But it turns out it's fixed, like boxing."
4776,Bender? How did the fight go? I heard somebody got flattened!
4793,Hey!
4795,My God! It's full of ads!
4797,It's immense.
4799,So I see!
4820,"Well, thanks to the internet, I'm bored with sex. Is there a place on the web that panders to my lust for violence?"
4832,Oh Leela. I feel terrible. If there's anything I can ever do -  Gotcha!  I won! I'm the greatest!
4834,Are you still mad at me for wrecking your once in a lifetime chance to learn the meaning of your existence?
4839,Kicked your ass!
4841,Too bad we gotta make that urgent popcorn delivery.
4846,Lazy sculptor!
4856,"Hmm, you got any sacred artwork of her from the back?"
4860,What's over that hill?
4862,Is that anything like a cemetary 'cause I gotta take a leak.  Ow!
4864,Ow!
4896,Mmm! Great pancakes Leela!
4906,He may be some lowlife jerk but I don't trust him. I think he's hiding something and I'm gonna find out what it is.
4907,Try and stop me!
4918,"'Cause I think Alkazar's hding something. Listen Leela, you may not like it, you may not believe it, you may not wanna hear it but Alkazar's a jerk, he's bad for you. He -"
4920,You do?
4922,Then dump his one eyed ass.
4925,I'll be there.
4928,C'mon Leela you deserve better than this guy! Dump him already!
4933,Ohh!
4938,"Pst, Leela. you've got to get me out of here. It's horrible, eating scraps, letting my waste drop wherever it falls like an animal in the zoo."
4940,The corner! Why didn't I think of that?
4942,That's it! It's time for this bird to walk.
4943,Bender come on. We've got to get some dirt on Alkazar. Lets go and find out what makes the Forbidden Valley so forbidden.
4945,But there's probably some cool forbidden stuff you can steal.
4947,"Bender, snap out of it!"
4950,"Come on boy, jump!  Good boy!"
4952,My God! Four identical castles!
4954,"That's weird. It's another Cyclops, only this one has five eyes."
4965,"Hey Alkazar, you left somebody off the guest list."
4968,Oh yeah? Then what about this?
4974,And maybe you'd like to meet her.  And her.
4988,"Hey, that's what I do."
4997,I'll play.
5002,"Wow, you look happy. Is someone fired?"
5006,Jamaican? I thought you were some kinda outer space potato man.
5016,What's with the specs Bender?
5018,Hey!
5021,"It doesn't matter how many human females you have, Bender's on a hot streak."
5023,Oh man!
5038,Aw hey c'mon don't worry. We'll watch you clean up.
5080,"Uh, I can explain that. See, it used to be milk and, well, time makes fools of us all."
5082,"Uh wait, this is the other Fry's locker. I'm Phry with a ""Ph."""
5083,What the hell's going on? I thought you were anti-dirty not pro-dirty.
5087,Just like very other girl I've dated.
5097,All right!
5104,Morgan? It's 3am.
5106,Eat and sleep.
5108,"Uh wait, Bender's my rooommate. He could be back any second."
5112,"Morgan, come back! He's stuck in a loop!"
5119,"Hey, what did you do to him?"
5121,"But, but...Bender need brain...for...smart making!  What did you do now? Stop doing things!"
5123,"No, he was a bad friend. I want him back right now."
5125,I'm sick of you and your bureaucracy.
5128,I couldn't help it. She loved me because of the part of me that's a slob and I loved her because of the part of me that's desperate.
5129,Poor Bender. Without his brain he's become all quiet and helpful. We've got to go to the Central Bureaucracy and get that disk back!
5140,"Man, how long is this gonna take?"
5151,
5162,We'll never find that disk will we Bender?
5163,You're right. Nothing is over so long as there's one thin ray of hope.
5165,"Listen Morgan, We're through, you're an evil heartless woman and I never wanna see you again. However would you help us get Bender back for old times sake?"
5197,Yeah!
5203,"That's right, she fraternized me!"
5210,What about me? Can I come back at severely reduced pay?
5232,"Oh.  Thank you. Y'know, when I was first asked to make a film about my nephew, Professor Farnsworth, I thought ""Why should I?"" Then later Leela made the film. But if I had made the film, you could bet there would have been a lot more topless women on motorcycles! Roll film!"
5233,(whispering) Dork alert!
5241,Leela! He could live another 100 years!
5243,"Wow, a whole planet of old people. Where is it?"
5248,A successor?
5251,"Man, the Professor's been in his lab for days."
5259,Sorry everyone but need I remind you? Blood is thicker than water.
5267,One foot in the grave.
5269,Oh yeah!
5272,Crud. Can I at least be in charge of your dentures?
5274,Where did Cubert come from?
5283,"Well, once in the park."
5295,Little twerp.
5341,We've gotta get him back.
5343,"Nothing is impossible. You'd know that if you really took after the Professor, like I do."
5345,Uh...what?
5353,"To the left!  No to the up!  U-turn, U-turn!"
5358,I'm on it!
5361,I'd like to see them find it!
5365,'Cause you're too ugly to be a wart.
5371,"What? I'm old. Listen. (old man voice) Hey you kids, get off the lawn!"
5379,Uh....I-I've got talking hump syndrome.
5385,So this is where they stick old people. It's horrific.
5400,Will too.
5402,"Come on Leela, step your big boot down on the gas pedal."
5404,Fix it fix it fix it fix it fix it fix it! Fix it fix it fix it!
5406,Try shocking him.
5408,"Damnit, we'll have to fix the engine ourself."
5420,So what were they doing to you in that awful drawer?
5446,This contest is as good as over. I once caught a fish this big.
5455,"(whispering) Quiet, Bender, you're scaring away the fish."
5457,I can hit a fish between the eyes from 20 yards!
5459,A shrimp?  I find it a bit hard to believe that--
5463,"Hey, a fish this fine belongs in a fish nugget-style chunklet. And anyway, it's bigger than anything you've caught. Ow! My small intestine!"
5468,"(shouting) Hey, Bender, I just caught a fish this big!"
5486,It's diving!
5492,How many atmospheres can this ship withstand?
5496,How do we do that?
5499,"Wait, I'll be back in a minute."
5501,Did what?
5507,I'd better go too. They don't know what I like.
5510,I can't swallow that.
5520,(blubberling) Mermaid.
5524,A mermaid!
5526,"No, I did see a mermaid! She was wearing a tube top and she had a beautiful scaley tail. And I think she had hair extensions."
5531,"What's so far-fetched about mermaids? I mean, there's all sorts of weird sea creatures here in the future. Like Dr. Zoidberg."
5533,"Every time something good happens to me you say it's some kind of madness, or I'm drunk, or I ate too much candy. Well I saw a real mermaid and I wish for once my friends would have decency and kindness to believe me."
5536,"(muttering) Ocean madness, yeah right. It's always something, ain't it?  (talking) It's her! Bender, wake up! She's here! Wake up!  Oh! oxygen!"
5538,"Hey! I can breath and talk, just like a fish!"
5540,What?
