,Quotes
3549,"Ordinarily I'd say no and lecture you on how this is your own fault for being such an idiot. But when a robotic Nixon is on the loose, we have a duty to take action. Idiot."
3555,Come on. We've gotta find some way to talk to him.
3572,I've got a better plan.
3574,(whispering) They give you a discount if you've been here before.
3583,"OK, almost got it. Steady. Steady. Don't panic."
3588,"Alright, break it up, you two!"
3590,You'll never pardon anybody because you'll never get elected president. The voters of Earth aren't the pea-brained idiots they were back in your time.
3598,"The jig's up, Nixon. We'll trade you the tape for the body."
3604,Yes! The system works!
3606,No!
3615,"Oh, crud. I knew there was something I meant to do today."
3632,Great idea!
3635,Actually it did. But thank God nuclear winter cancelled it out.
3642,"Yeah, yeah, relax. Trees down."
3665,"Oh, you mean Xmas. You must be using an archaic pronunciation. Like when you say ""ask"" instead of ""aks""."
3667,"Hey, hey. Let me aks you something: Would it cheer you up if we went and cut down an Xmas tree?"
3676,That's not true.
3742,Sorry I stormed out before. I didn't mean to ruin everyone's Xmas.
3744,It's just that I get tired of Fry always only thinking of himself.
3746,Wait! You mean he's still out? His life's in danger!
3748,I'm telling you why. Santa Claus is coming to town!
3751,Hi there!
3753,"You didn't need to buy me a present, Fry."
3755,It's OK. You're lonely and I'm lonely. But together we're lonely together.
3757,Merry Xmas.
3762,But we set things right. Fry even risked his life to get me a present.
3773,We're trapped.
3775,"Goodbye, Fry."
3786,(shouting) Somebody help us.
3797,(shouting; from outside) Help!
3809,Watch out! His belly is shaking like a bowl full of nitro-glycerine!
3838,"Look at you guys. No offence, Fry, but you've become a fat sack of crap."
3841,Come on. We're taking you pigs to the gym.
3848,"Uh, Fry, you're in the womens' steam room."
3851,Those poor 20th century women.
3855,"Hmm, somebody must have turned down the gravity. I'll fix it for you."
3859,Maybe you could do more rips with less weight.
3863,I wonder why Dr. Zoidberg is acting this way. Out of all of us he always seemed the most normal.
3872,(simultaneously) Stop!
3878,Bleck!
3885,"Fry, do you even understand the word ""invertebrate""?"
3898,It's amazing that your people can fall in love so fast.
3922,Why is Zoidberg the only one still alone?
3932,At least you didn't smell as bad as them.
3935,If a guy ever did that to me I'd know it. Wait a second. They've all been doing that to me. Even Sean!
3976,"Uh, me too."
3979,"Zoidberg said some dumb stuff but he's a nice guy, really. It's just that Fry's been telling him what to say and Fry's a ... do you have idiots on your planet?"
3981,"Yeah ... What? Look, never mind the words. Zoidberg's a doctor. A doctor honey."
4003,"Dr. Zoidberg, this is madness. You're being irrational."
4005,Aww.
4007,"Right, right.  You have to stop this madness."
4028,"(shouting) Come on, Fry! Die with dignity!"
4036,Wait! Stop! Everyone is gone.
4039,Ew!
4046,Fry!
4056,Hooray!
4072,"I'll get my coat. Let's go, Bender."
4074,Uh-huh. Now tell us she's witty and sophisticated.
4094,"OK, the sticker says 55,000 but we'll only go as high as say--"
4097,"Amy, you don't go up from the sticker price."
4103,Hermes. Who were you yelling at?
4106,You just assume I can't get a Valentine's date?
4137,Bender! Romance isn't about money.
4139,"For your information, it's because he's hideous."
4151,"Bender, this is stupid. Why would anyone come to you for romantic help?"
4168,You'll be back to zero soon enough.
4172,Fry--!
4174,I think you're over reacting.
4176,"Fry, she's pulling down billionaire trust-fund money."
4205,This sort of thing always happens with office romances.
4223,"So, how's business?"
4225,"Yeah, it's pathetic alright!  How much?"
4227,Done.
4229,No!
4234,"You're too late, Fry. I'm sharing Valentine's Day with a very special man. He's not Zapp Brannigan or anything!"
4236,Bender's in his office.
4271,"Nice ass, ass."
4286,(whispering) Bender! Did you just round up our dates at the bus station?
4300,"Why, if it isn't my favourite head on Amy's body: Fry."
4303,"Nonsense, the evening's young. So, Gary, what do you do for a living?"
4305,Really? Y'know I heard that banking industry regulations are really very simple.
4307,"Oh, I do."
4317,So how's the old corpse? Everything hooked up OK?
4319,Anytime. I actually enjoyed hanging out with you.
4321,Come on! It's not like you intentionally set us up with bad dates so we'd spend Valentine's Day together.
4323,No! You didn't! You just corralled a bunch of stiffs at the bus station and pocketed our money!
4325,Yeah.
4342,"Hey Bender, I thought you said you were in this episode."
4351,Sounds like your kinda place Fry. Wanna go?
4354,But Bender you are -
4361,"Ooo, ancient Wall Street."
4365,Do you know what it means?
4370,What were they used for?
4372,Oh. I-I'll be out in a sec.
4373,(reading) Tokens only. (talking) How does this work?
4376,What's this?  Another bathroom?
4379,Wow! The burial chamber of the 20th century's greatest spiritual leader - Al Sharpton.
4381,It says he was mummified in ceremonial vestments.
4389,"Fry, remember when I told you about always ending your stories a sentence earlier?"
4394,Did you drive much in the 20th century Fry?
4399,"You can't have whiplash, you don't have a neck."
4447,"Oh I get it, this is cute. You're jealous of Bender's new friend!"
4451,It's beautiful.
4458,"Uh Professor, can we discuss this somewhere else?"
4462,That's kinda pathetic.
4464,Not me.
4470,"Space banditos have been operating in this quadrant so you'll each take 8-hour shifts guarding the safe. First Bender, then Flexo, then Fry."
4472,"OK. First Bender, then Flexo, then Fry."
4474,"OK. First Bender, then Flexo, then Fry."
4504,What is it?  My God! Did you hear maracas?
4506,"Then it wasn't space banditos.  Bender, lock down the ship, don't let Flexo escape."
4508,How could Flexo have stolen the atom?
4510,No.
4512,Well you were sure right about Flexo being evil.
4514,"OK, thanks Bender. Let's fan out and look for him."
4516,(whispering) Keep an eye on Fry. We can't rule out the possibility that he did it.
4517,Aha!
4519,Fry? Why are you looking for Flexo in my underpants drawer?
4526,"Well, looks like Flexo got away clean."
4528,He must have jumped ship with the atom the second we landed.
4536,(whispering) Downplay the tiara.
4540,"200,000?"
4545,But Mr Barker -
4547,"Well gentlemen, it appears we're boned."
4549,Get him!
4555,I don't know which one to shoot.
4558,"Alright, enough of this.  There's the atom!"
4564,"I'm sorry we suspected you Flexo. It's just, what with the beard and all."
4574,"It figures. Who else but Zapp Brannigan would be judging the most chauvinistic, degrading, dehumanising -"
4576,"Wait, you're making a -  Ooo! Look at that.  I feel like a princess."
4578,I almost had that tiara.
4581,"Fry, that's a radiator."
4589,Good to see you.
4595,(whispering) Shh! You're gonna get us all assimilated!
4604,"Nah. I'm not in the mood for a historical documentary. I've heard good things about Quizblorg, Quizblorg."
4643,"Bender, do you know who that was?"
4659,No! You've got to do it. I don't care how suicidal it is.
4661,"This is more important than that marble-eating contest, Fry! It's about pride. Let me tell you a story from my childhood."
4663,"When I was growing up at the orphanarium, I got picked on a lot..."
4664,(voice-over) ...My only outlet was Arcturan Kung Fu.
4666,"But, Master Fnog, I can beat these dorks with one eye closed."
4668,What do you mean? Watch this!
4671,That's it. I'll take you on right now.
4673,I lost my chance to be a champion. I won't let you throw away yours.
4675,Let's see what you got. Touch your toes.
4683,"Get up, Bender. You can't quit every time you get an axe in the back.  Or a drill through your face. Now quit scratching your axe-hole and get out there."
4704,Bender! You're three hours late. You can't give up on your training now after both of us worked so hard.
4706,"I said ""us""."
4727,"No way! If you wouldn't take my help when you didn't need it, why should I give it to you now when you do need it?"
4729,I don't know. But I'm not helping.
4735,"Not Fnog! Bender, let's hit the gym. I'm gonna teach you to fight like a girl!"
4741,"According to the script, you're supposed to prance out and tickle him with your fairy wand. Instead, I want you to prance out and kick his head off!"
4753,"Keep laughing, Fnog!  Ready, Bender?"
4759,"OK, Fnog, that's enough. Call him off. Fnog?  Hmm."
4761,"So, once more we meet again."
4763,"You didn't train Destructor. You're just controlling him like a puppet. I mean, cheating in a fake fight. That's low!"
4765,"(ironic) Oh, right. Girls lack the will of the warrior!"
4770,Yes!
4779,"I'm proud of you, Bender. Sure, you lost. You lost bad. But the important thing is I beat up someone who hurt my feelings in high school."
4791,It smells like burning recess monkey.
4796,Follow me!
4798,It's got every piece of information anyone could ever want.
4803,Hey!
4809,Yeah. I'll stick with this one thank you.
4818,"I'm a woman if that's what you mean. I don't like to play games so I'll just say I'm a cyclops, I'm a spaceship captain, I'm the only one of my species and I'm interested in meeting a man."
4823,"We call it a ""video game."""
4827,Who are you?
4829,I can't believe it. I've dreamed of this moment all my life.
4831,"Fry, you idiot. Ever since I was abandoned on Earth I've been searching for who my people are and where they come from. Then I finally meet another Cyclops and you blast him. You wrecked my one chance to learn who I am."
4833,Come on. We have worked to do.
4835,"No, I'm just happy you were able to win a video game. Now lets concentrate on getting this desperately needed popcorn to the people of Cineplex 14 OK?"
4837,Huh?  It's him!
4842,It'll get there.
4843,After a whole life of searching I may finally have found where I belong.
4845,Look at that statue. It's only got one eye.
4848,Alkazar?  Are you real? Or am I seeing single?
4850,"After all this time. Somebody else with one eye who isn't a clumsy carpenter or, uh, a kid with a BB gun."
4852,Not at all!
4854,There's so much information and yet somehow I feel as if I know it all already.
4858,Oh please! Really?
4863,"Fry, that's offensive to our people. Isn't it?"
4866,"Oh no not at all. If anything, I'm more impressed."
4869,It's all so sad. What happened to our people?
4872,I heard you from my room. What's wrong?
4874,"Please, is it bout the fate of our people? Because I'm very interested in that."
4883,"Alkazar, I used to be a baby, it might have been me!"
4885,It's so tragic.
4887,It doesn't have to.
4889,You're a male and I'm a female.
4891,Wake up my king.
4893,"Uh, sure OK. What do you take with that?"
4895,Maybe after breakfast we can talk about rebuilding our civilisation.
4898,No.
4900,Look Alkazar.
4902,Look Al. I know you've been living alone a long time and I can sympathise but I'm not your maid.
4904,"OK OK, I'll do the dishes.  Hey where'd they go?"
4908,Al? I did my hair the way you wanted it.  Who are these people?
4910,"Hey, where'd you get this couch and that TV set and all this stuff?"
4912,"Too bad they weren't giving away the three things you actually need: Mouthwash, a back wax and stain-proof underwear."
4915,"Come on Al, can't you let the little guy out?"
4917,Why were you sneaking into my people's forbidden valley?
4919,I know.
4921,Fry if it's obvious to you with your learning disability then of course it's obvious to me! He's crude and gross and he treats me like a slave.
4923,I can't. If I leave Alkazar then that's the end of the Cyclops race. And I won't let that happen. Even if that means a lifetime of unhappiness.
4924,I'll break up with him at dinner.
4929,I'm trying.
4932,Yes! I Will!
4939,Animals go in the corner.
4941,"Look Fry I'd like to help you but it's my wedding and I'm kind of busy.  Here, try to be happy for me. That way at least one of us will be."
4962,I..d -
4971,Who's she?
4976,A little. That's why I've decided to hurt you until you explain it.
4978,Yeah!
4982,But why did you have all five weddings on the same day?
4984,"Alright Alkazar, I just have one last question for you."
4986,"If you can change form, why didn't you change it in the one place that counts?"
4987,Thanks for saving me from that creep Fry.
4989,"I guess I was so desperate to find out who I really was, I forgot who I really was."
4991,"Yeah. I mean, how many planets can there be?"
4995,I'm having a poker game tonight with some friends from my old cryogenics job. You guys interested?
5000,"We're playing poker. but I'm warning you, my friends are serious players."
5004,"Hermes, wait! We're having a poker party. Stay and whip off a batch of your famous jerk dip."
5007,Ah that must be my old boss.
5009,I know.
5013,But you never wore your ring. I didn't know you had a wife.
5067,Fry got his head stuck in a crater.
5071,I can explain.
5076,What?
5091,Co-pilot? Under who?
5093,That drunk?!
5101,"Bender, what happened to you?"
5127,You and Morgan were having an affair?
5133,"Well, those arguments aside, we're still going."
5135,Then we'll need a guide. Someone who's been there before.
5144,"Come on, I have a better idea."
5145,Excuse me? We're from the Planet Express delivery company. We're here to deliver a robot.
5148,"While you're crashing, could you tell us where all these canisters end up?"
5150,
5156,Where is it?
5158,"We're getting nowhere slowly. Here, I'll address this to the Central Filing room.  Then we'll track it using my wrist-lojack-amater."
5161,"This is it. We'll just run in, grab Bender's disk and run out. Got it?"
5171,But how did you know we were here?
5180,That's only four minutes from now.
5216,"Whatever you did Professor, I'm sure there's a reasonable explanation."
5225,"No Professor, it's a surprise party for your 150th birthday."
5240,No it isn't. You have another 10 years left.
5242,"No, he couldn't. When you turn 160, robots from the Sunset Squad take you to a mysterious planet and you never return."
5255,What?
5257,"Look, the Professor trusts me with a giant spaceship. He wouldn't trust the rest of you with his dentures."
5262,"Uh, Professor?"
5264,"Yes, we know."
5276,"Wait, if he's your clone then why doesn't his nose look like yours?"
5282,Never.
5290,Why you little -!
5347,Quiet. I think I know how to find the Professor.
5349,"If the smelloscope can pick up the Professor's odour, we may have a chance to save him."
5351,I'm zeroing in on him.  Bengay...mothballs......letters to the editor. It's the Professor!
5356,There it is! The Near-Death Star!
5357,"OK, we'll tell them the Professor escaped and we're bringing him back. Fry, you'll have to dress up like a 160 year old man."
5360,Now they may ask for a DNA sample.
5366,Your medicare dollars at work.
5368,"Uh, this is Professor Hubert Farnsworth. He escaped."
5383,Sounds nice.
5386,At least it keeps them from driving.
5387,Brace yourself for the worst.
5390,"He's hooked up to a life-support system. We have to disconnect him very very carefully, or the shock could kill him."
5398,"We're probably going to make it, but we might not."
5403,They've blown out one of our engines!
5405,Only the Professor knows how to fix it. We have to wake him up.
5409,"We can't you bastard, no one knows how it works. It's impossible."
5418,All right!
5424,It's a hundred times more horrible than anything I could imagine.
5433,"Hermes, that's sweet. I didn't know you cared about Nibbler."
5439,"The sun, the sea air, good friends."
5445,Bender!
5448,"I'm afraid you're both out of your league, boys, 'cause you're looking at a woman who owns her own harpoon."
5450,
5460,"Aha!  Gather round, chumps! I got the winner!"
5464,"Bingo! Whatever it is, it's 20 times heavier than a boot."
5474,"Wake up, everyone! I've got something. And this time it's alive!  Dr. Zoidberg, since when do you even wear boots?"
5476,"Come on, let's go home."
5480,"Come on, Bender. Pull in your line and let's go."
5487,It's pulling us under! Everyone into the ship!
5490,"Depth at 45 hundred feet, 48 hundred, 50 hundred! 5000 feet!"
5495,We'll be crushed if we don't equalise the pressure.
5500,"You did it, Fry!"
5503,"There, good as new! Except we're three miles below the surface, we don't have any food and the ship won't work underwater."
5506,"OK, everyone, calm down. The Professor and I will get to work on the ship. Bender, Zoidberg, since you can survive underwater, you'll go out and look for food."
5523,"Fry, swallow your food. Then talk."
5528,Sure she did.
5532,I'm afraid Fry is suffering from ocean madness.
5534,(whispering) Ocean madness.
5560,Where's Fry?
5564,"It's ocean madness alright. Sailors call it aqua dementia, the deep down crazies, the wet willies, the screaming moist!"
5585,"But tell us: How could a city with such a ... fabulous airport, end up underwater?"
5589,The magician?
5597,"But, Fry, what about us? What about your life on the surface? You don't belong down here."
5610,Whatever.
5627,Prepare for launch.
5630,It's you!
5633,"Fry, are you alright? What happened?"
5652,"(whispering) Bender, please try to be a little quieter."
5661,Ow! My eye! I'm blind!
5667,Um...a grey-ish blob?
5669,Um...a grey-ish blob?
5675,A week? What do you think Dr Zoidberg?
5679,I'm not deaf. I just have to wear this stupid eye patch. Does it look stupid?
5697,"Oh yeah, this salad's fantastic.  So fresh."
5700,Are you kidding me?
5708,You're charging us? After you blinded me?
5730,And hard working.
5739,I'm here and I'm getting along just fine thank you. My walk to work today just took a little longer than usual. Nibbler took me through the zoo for some reason.
5741,I don't need help. For you information I did this all by myself.
5816,I'm fine thank you. A real pilot can navigate by feel alone.
5827,I'm taking evasive action.
5829,"Stop bothering me Fry, I need full concentration."
5831,Eyesight is for chumps.
5834,"Wait. Why do the raised letters that normally say ""Turnmaster Steering company"" say ""Nibbler""? Oh no!"
5839,The engine's stalled. I'm trying the manual fuel pump.
5841,You'll never get away with this.
5845,"I'll assume that's a joke at my expense. Well, who's laughing now? Heyya!"
5850,(whispering) That guy sounds familiar.
5866,Bender!
5869,"I've got an idea. Hold still.  It's about to break, yes, yes!"
5870,(cheering) Alright!
5873,"Well, this is the big moment. It's finally time to take my patch off."
5875,I think it's Blotto. That gangster I saw when my patch fell off.  Professor? Where were you at 10pm last night?
5887,Dinner ready?
5890,Ugh! Great. We're two days from Earth with no food.
5894,Yeah. It's probably only got a Howard Johnson's.
5895,"Well, it's a type-M planet, so it should at least have Roddenberries."
5898,No.
5902,Hm. This thing I wear on my wrist says they're not poisonous.
5909,No. Only what we need. Stuff the ship.
5911,Roger!
5914,We haven't thought of a name yet.
5918,We can't call them that.
5920,"It sounds too much like those frozen rocky mountain oysters on a stick. You know, Test-cicles?"
5930,Good idea.
5953,Sorry. I was distracted by those protesters outside our building.
5959,(shouting) What do you people want?
5963,"You're vegetarians, who cares what you do?"
5965,Animals eat other animals. It's nature.
5968,I'll go get some more bricks.
5969,"Fry, I wish you'd throw out these week-old Popplers. They're getting big and scaly. Ooh, there's one left."
5971,Stop! Stop eating Popplers!
5974,Popplers are intelligent. This one called me mama.
5977,No!
5979,"Sorry, babies."
5982,"I'm telling you, it spoke to me. Come on, little Poppler, say ""mama""."
5991,(shouting) Stop eating Popplers! They can talk!
5993,"Hey, cut it out!"
6004,I am.
6016,That's not true. I have one right here that can talk.
6018,"Come on, say ""mama""."
6021,"Look, I'm saying eating meat is wrong..."
6023,I don't think anyone's here to make that claim.
6025,But eating an intelligent animal is different.
6034,Stop it!
6045,Eck!
6062,That's stupid.
6075,This is all a big load. I was the one trying to save the Popplers.  You were sucking them down like the fat hog you are and you were stepping on them for fun.  You both should be in here instead of me.
6078,"Oh, great, Captain Moron has a plan. Why don't you tell it to Wingus and Dingus here?"
6082,It doesn't look anything like me. The hair is all wrong.
6084,"You know, this might actually work. The Omicronians seem to have trouble telling one person from another."
6114,Go consummate yourself.
6116,Please! I just paid off my car!
6125,"(mumbling) Yeah, it is."
6132,"Thank you, Jrrr.  I hope you'll always think of me as your mom."
6134,Whoop!
6142,"Aww, thanks, guys. Pass the veal, please."
6146,Dolphin? But dolphins are intelligent.
6149,"Oh, OK."
6152,Pass the blowhole.
6164,Very nice. Where'd you steal them?
6169,So how are you gonna lug all those gifts to Mom's factory?
6178,"Um, alright."
6182,They're so lifeless-like.
6190,(reading) See through the eyes of a bender unit. (talking) Fine.
6210,"Well, see you back at the office. And don't forget to tell your mom you love her."
6237,"The toaster's not working right, either."
6247,Ow! Ow!
6252,Look out!
6255,"Bender, thank God you're here. Talk some sense into the other machines."
6263,Hey!
6279,(defeated) Zoidberg.
6307,Wait. Didn't you say Mom keeps the robot control in her bra?
6309,"Professor, you don't have to get back together with Mom. You just have to seduce her, get her bra off, and use the remote to deactivate the robots."
6319,Leela bring fire?
6325,Never heard of it.
6330,Wouldn't it work better if the wheels were round?
6332,Heyya!
6364,I'm worried. It shouldn't take this long to get to second base.
6394,"Too bad it didn't work out with Mom, professor."
6443,"Maybe later. I-I mean, I don't know what to ask about."
6447,"I can be really impulsive. It just takes me a while.  Alright, Professor! Let's do it. Make that machine show me what would happen if I was a little more impulsive. Just a little.  Not too much."
6448,"Hey, you guys. Look what I bought on a wild impulse: New boots. They're like my old ones but with a crazy green stripe. Woo! Never know what I'm gonna do next!"
6451,Hello? New boots!
6453,Yah!
6454,"Oh, God! What have I done?"
6455,"OK, just try to be nonchalant."
6462,That doesn't prove I killed him.
6464,(from meeting room) Hi-yah!
6468,No! Everything's just--
6470,"I'm sorry, I couldn't stop-- W-Wait. Don't you care that I murdered Hermes?"
6472,You're blackmailing me?
6474,"OK, that's it. No more killing! Next time you feel like killing just have a stick of gum.  Now to dispose of the body."
6476,Do you have any gum?
6479,Who are you?
6481,I've never seen you before.
6484,"Uh, couldn't be me. I never wear boots. See?"
6491,Could you get the lights on your way out?
6493,Lobster. Want some?
6495,Really?
6497,No.
6499,No!
6501,(crying) I don't know what came over me. I killed one person on impulse. Then I had to kill another. And another.
6503,"And now, to make sure you won't talk, I'm gonna have to do something really impulsive!"
6504,"So, Fry, what do you think of the impulsive new me?"
6506,Good. Now let me just get the lights.
6510,You idiot! We already saw that.
6516,What is it?
6589,Congratulations!
6597,You buy one pound of underwear and you're on their list forever.
6619,What is it?
6627,(reading) 0101100101. (talking) What does it mean?
6638,"Bender, what happened?"
6642,I think Bender may be telling the truth.]
6646,Look at this. They found those same rubbery tracks right here in New New York.  There was a hit-and-run by the robot porno theatre.
6671,That's crazy!
6686,There. No rampaging for you tonight.
6688,"Just relax, Bender. Tomorrow we'll pry you down, have a nice breakfast and then go hunt down and slaughter that ancient evil."
6690,"Well, goodnight. I'm gonna go make my dinners for the next month and freeze them."
6692,"(shouting) Fry, stay back!"
6695,Could you give me some help? I think Bender crushed my foot.
6700,"It was very sweet of you, Bender."
6703,"Enough with the feelings, you two. If we're gonna cure Bender we've got to go back to the castle and hunt down the original were-car."
6705,"Cursed, got it."
6707,The tracks lead here.
6709,"Now it's daylight, so he should be in robot form. But be careful. Many robots are stupid and violent."
6712,"We are not ignorant villagers, we're sophisticated New New Yorkers. Whup his butt!"
6736,So what happened to Project Satan?
6739,You guys distract the were-car and I'll kill it by plugging its exhaust pipe with this silver potato.
6741,It looks so unhappy. Excuse me? Are you Project Satan?  Don't be afraid. We know what you are.
6743,Would you like us to...put you out of your misery?
6746,Oh no! It's midnight.
6748,"Fry, distract him."
6750,"Oh no, there's no exhaust pipe!"
6754,Whoa!
6756,"Bender, you're cured! But what happened to Fry?"
6781,I wanna enlist. My friends always die if I'm not there to save them.
6783,What?!
6785,"You know, Zapp, someone ought to teach you a lesson."
6804,"(disguised, deeper voice) Uh, sorry, sir. I was still in attack mode. You know how testosterone is."
6806,"(disguised, deeper voice) Lee --  ..la...man. La Man...Lemon! Lee Lemon, sir."
6808,"(disguised, deeper voice) Pert and Popular, sir."
6817,"(disguised, deeper voice) Uh, hey, why the hell would I? We're all guys here. Sweaty, hairy, gassy guys."
6822,"Really? (disguised, deeper voice) What type is she? You know, blonde, or Chinese, or cyclops?"
6824,"(disguised, deeper voice) Aw, she sounds sweet."
6826,"(disguised, deeper voice) Stop! Stop flattering me!"
6828,"(disguised, deeper voice) Sir, the alarm. I think I'd better --"
6839,"Charge your gun, Fry."
6894,"(disguised, deeper voice) Maybe you should put on a towel, sir."
6901,"(disguised, deeper voice) Bomb?! What bomb?"
6910,"(disguised, deeper voice) Uh, commander? Could you tell me when the bomb is exploding?"
6919,(shouting) Come on. We gotta save Bender.
6921,"Fry, don't you recognise me?"
6924,"Hey, Zapp!"
6928,Let's do it again sometime.
6933,We're here. I followed the bouncing balls.  I'll keep the chopper at a safe altitude while you parachute down.
6935,(shouting) I already did!
6958,We couldn't disarm the bomb so we reset the word that triggers it.
6965,"Bender, stop trying to destroy the world."
6981,I must've left them onboard.
6983,Relax. The ship's not going anywhere. I anchored it with the unbreakable diamond tether.
6997,What did I do?
7011,"We don't need to beg, Bender. For God's sake, we're not veterans!"
7013,"No, we can get jobs."
7015,"Fortunately, I still have our old career chips."
7017,Career chips.  You remember? They assign you the job you're best at.  I tried to give you one and you ran away.  It's how we met!
7019,Just give me your hand.
7021,Baby!  Ow!
7022,I'd like to reapply for my old job: Counselling defrostees and assigning them careers.
7024,"Monday Monkey lives for the weekend, sir."
7026,Delivery boy? I must have mixed up the chips. It's a simple mis -
7048,"Pizza delivery for...I.C. Wiener.  Yeah, very funny. Now cough up the $12.95."
7050,It's only been 23 minutes.
7054,"Fry, just pay me. I still owe 30 bucks on this uniform."
7103,"Please, professor. Give us our jobs back. We deserve another chance."
7111,Forget about Fry. You can hire us back and he'd never have to know.
7113,"Oh. Hey, Fry!"
7127,Probably because he didn't fit in back in your time.
7190,"Fry, thank God we found you."
7192,It's not the year 4000.
7195,"But, when they noticed you weren't him, they chucked you in a ditch."
7199,Exactly: You're in L.A.
7216,"Hmm, I'd better check the fluid levels. (shouting) We're OK on Coke syrup."
7220,You're not gonna eat a sandwich from a truck stop men's room are you?
7226,Fry please. That's sweet but I'd rather not even dignify them with an ass whooping!
7248,What about that bathroom egg salad from the truck stop?
7258,So the eggs in that egg salad sandwich were -
7281,Look! A starling!
7285,"Uh...what if we go for a walk possibly because it's such a lovely day, perhaps."
7293,That's such a beautiful thought Fry. And what's more amazing you expressed it without spewing crumbs at me!
7310,Ugh! It's that jerk from the truck stop! Let's cross the street and try to blend in with that crowd of pimps.
7312,Fry no! He's bulging with what could be muscles!  Ooo!
7326,"I had a great time today. The flowers, the puddle, the way you hurt that guy. But can I ax you something?"
7328,Why did you do all that stuff?
7330,What is it? Is it about Bender?
7332,And Bender?
7334,You do?
7336,"Fry, that's the sweetest, most wonderful - wait! Recently? Like since you ate that toilet sandwich?"
7338,Stay here.
7344,Don't even think about tickling that ganglion!
7348,Perfect.
7352,So? Did you ever stop to think that Fry is better off with worms?
7359,I'm thinking of having a window installed.
7361,"Oh, that's the corniest thing I've ever heard! Let me show you the bedroom."
7363,A holophonor? Only a few people in the whole universe can play that. And they're not very good at it.
7365,I don't have words to say how wonderful you are Fry. I haven't felt this happy since double-soup Tuesday at the orphanarium.
7367,"Oh Fry, I love what you've become."
7369,What is it?
7389,Fry? I missed you. Did you find out what you needed to find out?
7391,You don't have to do that. I'm still seduced from before.
7393,What's that supposed to mean?
7395,What's happened to you?
7397,What? Why would you do that?
7399,Well...which of you wrote me that sonnet?
7401,I don't know.
7409,"Well, so has Fry. What's the big deal?"
7412,Yeah!
7415,Dr. Zoidberg? Are you OK?
7421,I didn't know you could take this thing off.
7429,What's wrong? Did you swallow your phone again?
7431,Men who call too much are the worst ... I bet.
7446,Forget it.
7448,How about zero?
7450,Zero.
7452,Zero.
7456,One.
7458,One half.
7466,Thanks.
7468,Half-date.
7470,Half-bottle.
7472,Quarter-shell.
7481,Lieutenant Kroker!
7485,This half-date is entirely over. Amy? Conference!
7489,"Alright, enough lipstick. Let's storm out."
7498,We're going home. Call us a space taxi.
7516,What planet is this anyway?
7534,"Fry, shut up."
7537,Where are all the men in your society?
7549,I'm already looking for apartments.
7558,So why did you make it your leader?
7567,There's no hurry.
7570,(ashamed) I'm afraid so.
7585,"Femputer, be reasonable. Sure men are annoying and they wreck up whatever planet they're in charge of. But most of these men are sorta my friends. They don't deserve to die."
7596,"Me too, meatbag."
7604,"We've got to do something. Bender, maybe you can interface with the Femputer and reprogram it to let them go."
7624,"We can't wait for Bender. It's time for a woman's touch.  Yah! Hi-yah! Yah, yah yah!"
7638,It's funny how the battle of the sexes was only resolved when a Manbot and a Fembot realised they loved each other.
7646,Guidance system?
7648,Autopilot?
7650,Dark matter indicator?
7652,All systems operational. Let's rock!
7653,"Gentlemen, I've completed my report on the crash."
7655,"Sabotage.  This is a normal L-unit. Without it, space travel is but the fevered dream of a madman."
7660,"And this, my friends, is the L-unit I just removed from the ship."
7663,Whoever did this was strong. This is 340 pounds of Tonka-tough steel.
7672,My God! Even the Professor's been bent.
7684,Surveillance?
7699,Hmm. Bender must have a pent-up need to bend that's not being satisfied by his bend-free lifestyle.
7773,Well talk to her. Tell her about your feelings in an open an honest way.
7852,"So Flexo and Angleyne had sex right there on the factory floor? Well, at least you got bending out of your system."
7859,"Bender, you've gotta help us."
7865,"Eh, it's fine."
7869,He ought to be with all the strict training I've been putting him through.  Nibbler: Roll over and you get a ham.  Roll over. Roll over for the ham.  You are so adorable! Who wants a ham?
7874,"The dog's good, but our real competition is the Hypno-Toad.  Your turn, Nibbler, honey. Herd those sheep!"
7883,"Shake paws, Nibbler. Come on, shake. He might be a little hungry. Shake, boy. Usually he's had more ham by now. Shake!"
7889,Me? Award? Him? Me? Good?
7891,Maybe they're right. Maybe Nibbler is dumb.
7894,Why is that good news?
7899,That's Earth.  The planet we live on.
7903,"(shouting) No! Nibbler, come back!"
7904,"Too bad Nibbler's not around. I guess I'll have to eat this raw, dripping ham by myself.  Nibbler?  Nibbler, you're scaring me.  Nibbler?!  Am I going crazy? Have my years of wild hedonism finally caught up with me?  Nibbler, help! Don't leave me here.  Uh, Nibbler? Could you scooch the seat up just a little bit?"
7917,"This is unbelievable. I thought you were a furry little moron. But here you are flying an adorable spaceship. If only you could talk.  Wait! I understood that!  You say you're transmitting your thoughts directly to my brain.  You say those awful flying brains are making everyone on Earth stupid?  Oh, stupider. And you go on to say that we're headed for your home planet where your race has lived since the beginning of the universe?  So, how did the universe begin?  Then the meaning of existence...? So every religion is wrong!"
7935,I'm not afraid.
7937,"So, your real name is Lord Nibbler? That's a coincidence."
7939,"Oh, you're all so cute!"
7941,Aww!
7945,"So why are these Brain Spawn attacking Earth, Nibbler?"
7948,Wipe out all thought? My God! They're like flying televisions.
7951,"Now, when you say ""special""..."
7954,Why would Fry be immune to the flying brains? Because he doesn't shower?
