,Characters,Quotes
4696,REFEREE,Presenting Bender the Offender!
4697,BENDER,I'm just an ex-con trying to go straight and get my kids back.
4698,REFEREE,Versus: Billionairebot!
4699,REFEREE,Versus: The Foreigner!
4700,FOREIGNER,I'm not from here! I have my own customs! Look at my crazy passport!
4701,REFEREE,Versus: The Chain Smoker!
4702,CHAIN SMOKER,I love smoking. And after I win the fight I'm heading straight to your favourite restaurant.
4703,BENDER,"You know, I'm also an Ultimate Robot Lover."
4704,LEELA,Bender! You're three hours late. You can't give up on your training now after both of us worked so hard.
4705,BENDER,"What do you mean, ""we""?"
4706,LEELA,"I said ""us""."
4707,BENDER,"Hey, Bender the Offender doesn't need you. Bender the Offender doesn't need anybody!"
4708,FEMBOT #1,"What about us, Mr. The Offender?"
4709,BENDER,Well obviously I need floozies! Let's roll!
4710,BENDER,"Howdy, chief. For my next bout, what do you say I fight these two bimbos in some mud?"
4711,DOUBLEDEAL,"Actually, we've decided to go in a different direction."
4712,BENDER,What if I told your we wouldn't be fighting in the conventional sense?
4713,DOUBLEDEAL,"Bender, your popularity is slipping."
4714,FOREIGNER,Sales of your Bender Brand French milk bath soaps are down 20%.
4715,BENDER,"Those morons! I said pea berry, not sandalwood!"
4716,DOUBLEDEAL,"Damnit, Bender! If you can't move sandalwood, you don't belong in this league! That's why you're gonna lose next week's title match."
4717,BENDER,But the crowd loves me.
4718,DOUBLEDEAL,Perhaps. But let's see how they feel about your new persona: The Gender Bender.
4719,BILLIONAIREBOT,You'll be the most unpopular robot fighter since Sergeant Faeces Processor.
4720,BENDER,"Oh, yeah?  Well what if I don't let the new guy win?"
4721,DOUBLEDEAL,"Then he'll just have to beat you the old-fashioned way: To death!  Melissa, send in the new kid."
4722,DESTRUCTOR,I am Destructor!
4723,BENDER,(squeaky) See you at the fight.
4724,BENDER,"So then I said, ""See you at the fight"". And that's the story."
4725,FRY,"Man, I thought Ultimate Robot Fighting was real, like pro wrestling. But it turns out it's fixed, like boxing."
4726,BENDER,"It's one thing to win a fixed fight -- there's dignity in that. But to lose? And in this atrocity? I can't do it! Leela, you gotta train me to win."
4727,LEELA,"No way! If you wouldn't take my help when you didn't need it, why should I give it to you now when you do need it?"
4728,FARNSWORTH,What the hell are you talking about?
4729,LEELA,I don't know. But I'm not helping.
4730,ANNOUNCER,You loved him as Bender the Offender! Now get ready to hate him as he threatens your sexuality in his new persona ... The Gender Bender!
4731,BENDER,I'm a real toughie!
4732,ANNOUNCER,Squaring off this Sunday versus Destructor!
4733,DESTRUCTOR,I will destroy you!  And stop calling me!
4734,FNOG,"I am Destructor's trainer, Master Fnog. My pupil will be victorious for he has the will of a warrior!"
4735,LEELA,"Not Fnog! Bender, let's hit the gym. I'm gonna teach you to fight like a girl!"
4736,BENDER,(determined) I'll put on my tutu!
4737,"""COSELL""","Hello and welcome to a remarkable championship bout. Destructor, a robotic armoured tank whose very use at battle has been ruled a war crime versus, Gender Bender, who wears a pink tutu.  This is Rich Little imitating Howard Cosell, here at ringside with George Foreman. George, a word in edgewise?"
4738,FOREMAN,This could be the most one-sided fight since 1973 when Ali faced an 80-foot tall mechanical Joe Frazier. M-My memory's not what it used to be but I think the entire Earth was destroyed.
4739,LITTLE,"Interesting, if true. The Vegas odds tonight stand at an unprecedented 1000-0: A bet of $0 on Bender pays $1000 if he wins. Still, very few takers."
4740,FOREMAN,It's not-not a smart bet.
4741,LEELA,"According to the script, you're supposed to prance out and tickle him with your fairy wand. Instead, I want you to prance out and kick his head off!"
4742,BENDER,"Got it. Large kickle, hold the tickle!"
4743,HERMES,Thank God I'm free of that nightmare!
4744,BENDER,"Sorry, buddy. Here you go!"
4745,HERMES,(monotonous) Thank you. It was cold down there on the floor.
4746,AMY,"Here, Professor, I got you a programme."
4747,FARNSWORTH,"Oh, good. Just let me put on my reading glasses.  Why, Zoidberg, there's a lovely photo of you in here."
4748,REFEREE,"In this corner, the confused young robot with the golden curls weighing 525lbs: The Gender Bender!"
4749,ZAPP,Boo!
4750,NIXON,Get that hippie out of the ring!
4751,REFEREE,"And in these two corners, weighing 400 tons, the gizmo from Pismo ... Beach, Destructor!"
4752,FNOG,"So, we meet again. Most amusing: Girl who acts like fighter training fighter who acts like girl."
4753,LEELA,"Keep laughing, Fnog!  Ready, Bender?"
4754,BENDER,"I was born ready! Gimmie the bell! Did you hear a noise?  Final boarding call for flight 406, non-stop service to pain.  Now boarding standby passengers--"
4755,FOREMAN,"This seems like as good a time as any time to bring up my new grill for no reason.  With its patented design, the fat drains directly into my mouth."
4756,BENDER,"(weakly) Fry! Throw in the towel!  For God's sakes, Fry!"
4757,HERMES,(monotonous) That's exactly what I was thinking.
4758,BENDER,(weakly) Mommy!
4759,LEELA,"OK, Fnog, that's enough. Call him off. Fnog?  Hmm."
4760,BENDER,Why won't anyone help me?
4761,LEELA,"So, once more we meet again."
4762,FNOG,Huh?
4763,LEELA,"You didn't train Destructor. You're just controlling him like a puppet. I mean, cheating in a fake fight. That's low!"
4764,FNOG,Better than being a girl. Like you. You're a girl!
4765,LEELA,"(ironic) Oh, right. Girls lack the will of the warrior!"
4766,BENDER,Huh? It's bendering time!  Take this. And this!
4767,FNOG,You were an excellent student.  Too bad I was a lousy teacher!
4768,BENDER,"I think you misunderstood the concept of ""bendering time""!"
4769,FNOG,See you in girl hell. I'll be in boy hell -- much nicer!
4770,LEELA,Yes!
4771,BENDER,Yes!  Oh!
4772,REFEREE,And the winner is Destructor!
4773,LITTLE,I've not seen a spectacle of this nature in all my years impersonating a sportscaster.
4774,FOREMAN,"It sure was some fight. Interesting side note: As a head without a body, I envy the dead."
4775,LITTLE,No argument here.
4776,FRY,Bender? How did the fight go? I heard somebody got flattened!
4777,AMY,"Fry, where's your Brain Slug?"
4778,FARNSWORTH,Poor little guy starved to death.
4779,LEELA,"I'm proud of you, Bender. Sure, you lost. You lost bad. But the important thing is I beat up someone who hurt my feelings in high school."
4780,BENDER,I'm in tremendous pain here.
4781,DOUBLEDEAL,"Great job, kid. You lost and you made it look almost half real. I want you to have this card good for 10% off at Bed Bath & Beyond."
4782,BENDER,Yes! I'm the greatest! The greatest!
4783,LITTLE,And so ends the chronicle of one of the greatest ever to play the sport.
4784,FOREMAN,And he didn't look half bad in the tutu.
4785,LITTLE,That he did surely not.
4786,FOREMAN,What?
4787,THE END,
4788,"""A BICYCLOPS BUILT FOR TWO""",
4789,FARNSWORTH,"Good news everyone! Several years ago I tried to log on to AOL, and it just went through! Wheee! We're online!"
4790,FARNSWORTH,Go ahead! Get into these net suits. I designed and tested them myself.
4791,LEELA,It smells like burning recess monkey.
4792,FARNSWORTH,Really? I guess when you're around it all day you stop noticing. Off you go.
4793,FRY,Hey!
4794,BENDER,Behold! The internet!
4795,FRY,My God! It's full of ads!
4796,LEELA,Follow me!
4797,FRY,It's immense.
4798,LEELA,It's got every piece of information anyone could ever want.
4799,FRY,So I see!
4800,ZOIDBERG,What? What's going on here?
4801,AMY,"Hey, that's me!"
4802,BENDER,No it isn't. I just took some pictures of your face and stuck them on someone else's body.
4803,LEELA,Hey!
4804,MAN,Are you over 18?
4805,KID,Yes.
4806,YOUNGER KID,Yes.
4807,BENDER,I'm telling you Fry they've got a chatroom for everybody. And here it is.
4808,AMY,"Ew, that is so gross!"
4809,LEELA,Yeah. I'll stick with this one thank you.
4810,AMY,Yeah.
4811,BENDER (SEXFULLY),"Hi, I'm a naughty nurse and I really need someone to talk to. 9.95 a minute."
4812,MAN #2,"Ooo, you're a dollar naughtier than most."
4813,BENDER,So how 'bout them Knicks?
4814,NERD #1,Hello? Are there any girls in this room at all?
4815,NERD #2,"Yeah, bring on the hot chicks 'cause I'm a hot stud."
4816,NERDS,Yeah!
4817,NERD #3,So are we!
4818,LEELA,"I'm a woman if that's what you mean. I don't like to play games so I'll just say I'm a cyclops, I'm a spaceship captain, I'm the only one of my species and I'm interested in meeting a man."
4819,NERD #4,A woman. I'm scared.
4820,FRY,"Well, thanks to the internet, I'm bored with sex. Is there a place on the web that panders to my lust for violence?"
4821,BENDER (SARCASTIC),Is the space pope reptilian?
4822,HERMES,Get ready for fun Fry. Nowadays we have a type of game played entirely on video.
4823,LEELA,"We call it a ""video game."""
4824,FRY (SARCASTIC),"Uh, ""video game"" you say? Well golly gee, you mighty spacemen of the future will have to show me how it works."
4825,ZOIDBERG,The doctor is in!  The doctor is out.
4826,FARNSWORTH,"Everyone please sign off, we have a delivery. Plus I have to use the phone -  Leela please tell the others that -"
4827,LEELA,Who are you?
4828,CYCLOPS,I saw you in the chatroom but you left before I had a chance to talk to you. After all these years of searching for another Cyclops.
4829,LEELA,I can't believe it. I've dreamed of this moment all my life.
4830,CYCLOPS,Do you think perhaps you and I - ?
4831,LEELA,"Fry, you idiot. Ever since I was abandoned on Earth I've been searching for who my people are and where they come from. Then I finally meet another Cyclops and you blast him. You wrecked my one chance to learn who I am."
4832,FRY,Oh Leela. I feel terrible. If there's anything I can ever do -  Gotcha!  I won! I'm the greatest!
4833,LEELA,Come on. We have worked to do.
4834,FRY,Are you still mad at me for wrecking your once in a lifetime chance to learn the meaning of your existence?
4835,LEELA,"No, I'm just happy you were able to win a video game. Now lets concentrate on getting this desperately needed popcorn to the people of Cineplex 14 OK?"
4836,VOICE,"Leela, you've got mail.  It's not spam!"
4837,LEELA,Huh?  It's him!
4838,CYCLOPS [ON SCREEN],To: Leela. Subject: Hello. I am Alkazar. Fortunately I wrote down your screenname before I was dispatched by that oaffish moron.
4839,FRY,Kicked your ass!
4840,ALKAZAR [ON SCREEN],Leela we have much to discuss. Please come join me on the planet of your birth. Co-ordinates follow.
4841,FRY,Too bad we gotta make that urgent popcorn delivery.
4842,LEELA,It'll get there.
4843,LEELA,After a whole life of searching I may finally have found where I belong.
4844,BENDER,Too bad it's a dump.
4845,LEELA,Look at that statue. It's only got one eye.
4846,FRY,Lazy sculptor!
4847,ALKAZAR,Welcome home Leela.
4848,LEELA,Alkazar?  Are you real? Or am I seeing single?
4849,ALKAZAR,Ow! Of course I'm real!
4850,LEELA,"After all this time. Somebody else with one eye who isn't a clumsy carpenter or, uh, a kid with a BB gun."
4851,ALKAZAR,It's alright Leela. You'll never be alone again.  Let me introduce you to yourself.  Do you mind if your servants walk?
4852,LEELA,Not at all!
4853,ALKAZAR,"We are the last remaining Cyclopses. Our planet is Cyclopia. This is our capital, Cyclops City. Stop me if I'm going too fast for you."
4854,LEELA,There's so much information and yet somehow I feel as if I know it all already.
4855,ALKAZAR,This sacred mosaic depicts our goddess of beauty.
4856,FRY,"Hmm, you got any sacred artwork of her from the back?"
4857,ALKAZAR,"Her perfect eye reminds me of yours Leela. Had our race survived, you would have been a temple priestess or a supermodel."
4858,LEELA,Oh please! Really?
4859,ALKAZAR,"And there's the pirate Purple Beard, scourge of the six seas."
4860,FRY,What's over that hill?
4861,ALKAZAR,The Forbidden Valley. A holy sancturary where no one may tread.
4862,FRY,Is that anything like a cemetary 'cause I gotta take a leak.  Ow!
4863,LEELA,"Fry, that's offensive to our people. Isn't it?"
4864,FRY,Ow!
4865,ALKAZAR,This is my home. I hope you don't think less of me because I live in a giant castle.
4866,LEELA,"Oh no not at all. If anything, I'm more impressed."
4867,BENDER,Ooo! I'm gonna need to make some room!
4868,ALKAZAR,In here's where I dream my lonely dreams and cook my simple meals.
4869,LEELA,It's all so sad. What happened to our people?
4870,ALKAZAR,"Its too painful to speak of now. Come, I'll show you your quarters."
4871,BENDER,Ow!  Ow!  Ow!
4872,LEELA,I heard you from my room. What's wrong?
4873,ALKAZAR,It's just - no Leela. I don't want to see tears in your perfect eye.
4874,LEELA,"Please, is it bout the fate of our people? Because I'm very interested in that."
4875,ALKAZAR,Well OK. But it's chilly and you're going to be all wet from the tears. Let's go into my chamber.
4876,ALKAZAR (VOICE OVER),It wasn't long ago. Our people were happy and prosperous...
4877,ALKAZAR (VOICE OVER),...but the eyeless mole people of Subterra 3 grew jealous of our visual proness. They fired missile in all directions hoping to hit Cyclopia.
4878,ALKAZAR (VOICE OVER),"Unfortunately, one of the 40 planets hit, was ours."
4879,CYCLOPIAN,How far away do you think it is?
4880,SCIENTIST,A trillion miles?
4881,ALKAZAR,"Things got hot. You look a little hot, you can take off that jacket.  Our people don't like to be hot. Anyway, just before the impact..."
4882,ALKAZAR (VOICE OVER),Our smartest scientists managed to save one baby
4883,LEELA,"Alkazar, I used to be a baby, it might have been me!"
4884,ALKAZAR (VOICE OVER),"Fortunately I was employed as a pool cleaner at the time and when I emerged from retrieving a dead possum, I found I was the only one left."
4885,LEELA,It's so tragic.
4886,ALKAZAR,"Yes, but the real tragedy is that our race ends with us."
4887,LEELA,It doesn't have to.
4888,ALKAZAR,What do you mean?
4889,LEELA,You're a male and I'm a female.
4890,ALKAZAR,I'm still not following you.
4891,LEELA,Wake up my king.
4892,ALKAZAR,Oh jeez what a night. Make me some coffee would you.
4893,LEELA,"Uh, sure OK. What do you take with that?"
4894,ALKAZAR,"Pancakes and sausage. Kitchen's in the basement, pans are in the attic."
4895,LEELA,Maybe after breakfast we can talk about rebuilding our civilisation.
4896,FRY,Mmm! Great pancakes Leela!
4897,ALKAZAR,"Yeah they'll come in handy if I need to cover any tiny manholes.  Listen hun, we don't want to look like slobs in front of the other species do we?"
4898,LEELA,No.
4899,ALKAZAR,So get to work on these dishes. And then organise my collection of naked celebrity photos by name and what you can see.
4900,LEELA,Look Alkazar.
4901,ALKAZAR,Call me Al.
4902,LEELA,Look Al. I know you've been living alone a long time and I can sympathise but I'm not your maid.
4903,ALKAZAR,"You're right, I'm sorry. It looks like the relationshipisn't going to work afterall. So much for the Cyclops race. I thought it was a pretty good race but -"
4904,LEELA,"OK OK, I'll do the dishes.  Hey where'd they go?"
4905,BENDER,"Ah, Leela's experiencing the greatest joy a woman can feel: Worshipping some lowlife jerk."
4906,FRY,He may be some lowlife jerk but I don't trust him. I think he's hiding something and I'm gonna find out what it is.
4907,FRY,Try and stop me!
4908,LEELA,Al? I did my hair the way you wanted it.  Who are these people?
4909,ALKAZAR,Friends.
4910,LEELA,"Hey, where'd you get this couch and that TV set and all this stuff?"
4911,ALKAZAR,They were giving it away on the street corner. Just like you Leela.
4912,LEELA,"Too bad they weren't giving away the three things you actually need: Mouthwash, a back wax and stain-proof underwear."
4913,RAT WOMAN,You go girl!
4914,ALKAZAR,By the way your pal Fry fell into the dungeon. Feed him a taco so he doesn't die and stink up the place.
4915,LEELA,"Come on Al, can't you let the little guy out?"
4916,ALKAZAR,"Jeez Leela, twice in one day? I'm not Superman!"
4917,LEELA,Why were you sneaking into my people's forbidden valley?
4918,FRY,"'Cause I think Alkazar's hding something. Listen Leela, you may not like it, you may not believe it, you may not wanna hear it but Alkazar's a jerk, he's bad for you. He -"
4919,LEELA,I know.
4920,FRY,You do?
4921,LEELA,Fry if it's obvious to you with your learning disability then of course it's obvious to me! He's crude and gross and he treats me like a slave.
4922,FRY,Then dump his one eyed ass.
4923,LEELA,I can't. If I leave Alkazar then that's the end of the Cyclops race. And I won't let that happen. Even if that means a lifetime of unhappiness.
4924,LEELA,I'll break up with him at dinner.
4925,FRY,I'll be there.
4926,ALKAZAR,"Yo Leela, what gives? Pig says your slop tastes like crap."
4927,PIG,"Yeah, like crap."
4928,FRY,C'mon Leela you deserve better than this guy! Dump him already!
4929,LEELA,I'm trying.
4930,ALKAZAR,"Hey everyone jam a sock in your spit faucets.  Not long ago I spent my lonely nights renting slash flicks with Rat Man and his girlfriend. But then a beautiful woman arrived and - stop eating pig! And she brought new hope for me and our once great civilisation. Now a million centuries of Cyclops destiny depend on the answer to one question......Leela, will you marry me?"
4931,FRY (WHISPERING),No! No!
4932,LEELA,Yes! I Will!
4933,FRY,Ohh!
4934,RAT WOMAN,They're getting married!
4935,AMY,Congratulations Leela!
4936,ZOIDBERG,Hello!
4937,HERMES,Oh this is great!
4938,FRY,"Pst, Leela. you've got to get me out of here. It's horrible, eating scraps, letting my waste drop wherever it falls like an animal in the zoo."
4939,LEELA,Animals go in the corner.
4940,FRY,The corner! Why didn't I think of that?
4941,LEELA,"Look Fry I'd like to help you but it's my wedding and I'm kind of busy.  Here, try to be happy for me. That way at least one of us will be."
4942,FRY,That's it! It's time for this bird to walk.
4943,FRY,Bender come on. We've got to get some dirt on Alkazar. Lets go and find out what makes the Forbidden Valley so forbidden.
4944,BENDER,Uh no thanks I'm good.
4945,FRY,But there's probably some cool forbidden stuff you can steal.
4946,BENDER,I don't know Fry. For the first time in my life I feel like I've stolen enough.
4947,FRY,"Bender, snap out of it!"
4948,BENDER,"Sorry I don't know what came over me. Let's go.  (singing) I love stealing, I love taking things!"
4949,ZOIDBERG (CRYING),That pig over there is wearing the same sandals as me.
4950,FRY,"Come on boy, jump!  Good boy!"
4951,BENDER,Whoa Mittens!
4952,FRY,My God! Four identical castles!
4953,BENDER,Each more identical than the last!
4954,FRY,"That's weird. It's another Cyclops, only this one has five eyes."
4955,BENDER,And here's another one with no eyes.
4956,PREACHERBOT,Does anyone have a reason why this couple shall not be joined in the irrevocable shackles of holy bliss?
4957,FARNSWORTH,Saving a race of one-eyed monsters? Who could object to that?
4958,ALKAZAR,Cut to the chase Preach!
4959,PREACHERBOT,Do you Alkazar......takethiswomanbeforeyou...tolove..insickness..do you part?
4960,ALKAZAR,Yeah sure I do come on faster!
4961,PREACHERBOT,"Do you Leela, copy and paste his response til death do you part?"
4962,LEELA,I..d -
4963,AMY,Oh my God!
4964,ALKAZAR,What the?
4965,FRY,"Hey Alkazar, you left somebody off the guest list."
4966,5-EYES,"Alkazar, why you are so late for our wedding? And why you have only one eye?"
4967,ALKAZAR,"It, uh, oo!  Uh, hey sweetie, just go back to the castle and wait for me. She, she's nuts, I can morph into a 5-eyed alien and I kinda said I'd marry her. But I'm really a Cyclops and I'm really going to marry you."
4968,FRY,Oh yeah? Then what about this?
4969,ALKAZAR,This is a bit awkward.
4970,5-EYES,Who's she?
4971,LEELA,Who's she?
4972,SANDY,Who are they?
4973,ALKAZAR,Go back to the castle Sandy.
4974,FRY,And maybe you'd like to meet her.  And her.
4975,ALKAZAR,"Leela, this must all be ver confusing."
4976,LEELA,A little. That's why I've decided to hurt you until you explain it.
4977,SANDY,Show us your real form!
4978,LEELA,Yeah!
4979,THING #2,Do it!
4980,ALKAZAR,"Well, this is the real me. But I can explain. We all have needs. Mine was to make it with five weirdos and have them scrub my five castles. I gave you all what you wanted and of course I made a few bucks letting Pig watch through the two way mirror. Can any of you sa you wouldn't have done the exact same thing in my position?"
4981,BENDER (CRYING),He's a saint!
4982,LEELA,But why did you have all five weddings on the same day?
4983,ALKAZAR,"Hey lady, you got any idea how much it costs to rent a tux that changes shape?"
4984,LEELA,"Alright Alkazar, I just have one last question for you."
4985,ALKAZAR,What's that?
4986,LEELA,"If you can change form, why didn't you change it in the one place that counts?"
4987,LEELA,Thanks for saving me from that creep Fry.
4988,FRY,"Hey, that's what I do."
4989,LEELA,"I guess I was so desperate to find out who I really was, I forgot who I really was."
4990,FARNSWORTH,"No harm done. In the many decades you'll work to repay me for that shipment of popcorn you destroyed, you'll have plenty of time to search for your true home."
4991,LEELA,"Yeah. I mean, how many planets can there be?"
4992,THE END,
4993,"""HOW HERMES REQUISITIONED HIS GROOVE BACK""",
4994,HERMES,"Finally, the last form of the day. Welcome to stampy-town. Population - five! And now for the finishing touch.  Ah, the cycle of bureaucracy.  Sweet gorilla of Manila! A letter from the Central Bureaucracy!  (reading) Attention Hermes Conrad, you are about to recieve a letter from the Central Bureaucracy.  My God! It's from the Central Bureaucracy!"
4995,LEELA,I'm having a poker game tonight with some friends from my old cryogenics job. You guys interested?
4996,BENDER,I don't know. I only gamble with chumps.
4997,FRY,I'll play.
4998,BENDER,I'm in.
4999,ZOIDBERG,"Leela, Fry, robot. No matter what it is you're doing tonight, I'm available."
5000,LEELA,"We're playing poker. but I'm warning you, my friends are serious players."
5001,ZOIDBERG,"Bah, big shots. I say let the dice do the talking."
5002,FRY,"Wow, you look happy. Is someone fired?"
5003,HERMES,"Better. The Central Bureaucracy is conducting an inspection tomorrow. I'll finally be promoted to grade 35, the 35th highest grade there is."
5004,LEELA,"Hermes, wait! We're having a poker party. Stay and whip off a batch of your famous jerk dip."
5005,HERMES,Sorry. I spent all day putting my office in order. Now I got to go home and relax the traditional Jamaican way - a glass of warm milk and good night sleep.
5006,FRY,Jamaican? I thought you were some kinda outer space potato man.
5007,LEELA,Ah that must be my old boss.
5008,IPGEE,"Hello Leela, you're fired."
5009,LEELA,I know.
5010,IPGEE,I'm sorry but it's just that you're over a year late for work at this point.
5011,TERRY (DRAMATICALLY),Let the games begin!
5012,IPGEE,"So I told Leela, ""Your request for a date is most flattering but I must decline."" These office romances never work out. Afterall, that is how I met my horrible wife."
5013,LEELA,But you never wore your ring. I didn't know you had a wife.
5014,IPGEE,And my wife doesn't know I have a job. I keep my personal and professional lives serparate.
5015,BENDER,"C'mon, let's deal. You'll have plenty of time to talk when you're poor."
5016,FRY,What's with the specs Bender?
5017,BENDER,They're my lucky shades. I stole them off some lucky guy while his lucky seeing eye dog was taking a whiz.
5018,FRY,Hey!
5019,ZOIDBERG,I can't spell anything with these cards.
5020,ZOIDBERG,"Finally, I have a good claw. See?  Three human females, a number and a king giving himself brain surgery."
5021,FRY,"It doesn't matter how many human females you have, Bender's on a hot streak."
5022,BENDER,"Uh, what can I say? Must be my lucky shades!  Nothing, nothing, crap, crap, garbage.  Read 'em and leak saltwater!"
5023,FRY,Oh man!
5024,TERRY,My baby's milk money!
5025,IPGEE,Oh I am broke. What will I tell my horrible wife?
5026,BENDER,If I were you I'd be more worried about that tapeworm going to town on your intestines.
5027,IPGEE,Let me see those glasses.
5028,BENDER,Um...uh...
5029,IPGEE,Oh my various gods! X-Ray specs!
5030,BENDER,"Guys, I swear those are prescription. I need them for reading stuff - on the other side of stuff."
5031,LOU,Cheater!
5032,IPGEE,Get him!
5033,TERRY,Break his neck!
5034,ZOIDBERG,No don't hurt him! He's my best friend!
5035,HERMES,Great cow of Moscow!
5036,BENDER,"Uh, it was ghosts! Big ones! And a tornado!"
5037,HERMES,Oh! I'll never pass inspection now! They'll bust me lower than a limbo stick - at carnival time.  (crying) And that's as low as limbo sticks get.
5038,FRY,Aw hey c'mon don't worry. We'll watch you clean up.
5039,HERMES,It's too late. The inspector will be here in exactly one second.
5040,HERMES,Who the hell are you?
5041,MORGAN,"Morgan Proctor, bureaucrat grade 19."
5042,HERMES,"Hermes Conrad, bureaucrat grade 36."
5043,MORGAN,Enough friendly banter. Shall we begin the inspection?
5044,HERMES,This way please.
5045,FRY (WHISPERING),"Jeez Hermes, you seem awfully calm about this."
5046,HERMES (WHISPERING),Don't worry. I have a plan.
5047,HERMES (SHOUTING),I'm going to jump!
5048,AMY (SHOUTING),No!
5049,ZOIDBERG (SHOUTING),No!
5050,BENDER (SHOUTING),Do a flip!
5051,LEELA (SHOUTING),Don't do it Hermes! You have so much to live for!
5052,LABARBARA (SHOUTING),Husband! Nooo!
5053,HERMES,Outta my way wife...!
5054,HERMES,...I wasn't cut out to be a bureaucrat anyway. I'm only anal 78.36% of the time. I'm not worthy to stamp a form. So I'll stamp the pavement with my flabby body.
5055,MORGAN (SHOUTING),Bureaucrat Conrad...!
5056,MORGAN (SHOUTING),"...If you complete your death transaction with out filing a suicide and/or falling accident permit, you will be posthumously demoted."
5057,HERMES,Life. Death. Either way I'm demoted to a tiny cubicle.
5058,HERMES,Sweet something of...of someplace.
5059,MORGAN,As your superior I hereby relieve you of duty. Consider yourself on paid vacation.
5060,HERMES,Oh! The ultimate penalty.
5061,ZOIDBERG,"I recommend the health cure on Spa 5, the sauna planet. Here, read."
5062,LABARBARA,Spa 5? Is it good?
5063,ZOIDBERG,"Oh, it's wonderful! I don't know anything about it but they send me a bucket of krill for every patient I send."
5064,MORGAN,"Naturally I'll have to assign a bureaucrat to fill in for Hermes while he's away. I assign me, I accept, welcome aboard."
5065,ZOIDBERG,Then it's settled. Hermes will relax and Zoidberg will eat! Hurrah!
5066,MORGAN,"I've been reviewing your corporate records. Regarding last Monday's delivery, why did it take twice as long as scheduled?"
5067,LEELA,Fry got his head stuck in a crater.
5068,FRY (ASHAMED),I thought it would fit.
5069,MORGAN,"And during this period of head-crater interaction, what were you doing?"
5070,BENDER,Martini drinking contests with the autopilot. I would've had him this time but we ran out of olives.
5071,LEELA,I can explain.
5072,MORGAN,You really think you can explain how you left port without a full compliment of olives? I think not.
5073,LEELA (QUIETLY),"What is this, high school?"
5074,MORGAN,Locker check!
5075,MORGAN,Why isn't this jacket in alphabetical order?
5076,LEELA,What?
5077,MORGAN,The zipper. It should be at the bottom.
5078,BENDER (ASHAMED),"Hey, sometimes a guy gets lonely."
5079,MORGAN,I - I've never seen anything like this. Why is there yoghurt in this cap?
5080,FRY,"Uh, I can explain that. See, it used to be milk and, well, time makes fools of us all."
5081,MORGAN,"You are all dismissed. Fry, I will speak to you alone."
5082,FRY,"Uh wait, this is the other Fry's locker. I'm Phry with a ""Ph."""
5083,FRY,What the hell's going on? I thought you were anti-dirty not pro-dirty.
5084,MORGAN,I'm surrounded by neat freaks everyday. There's nothing kinkier to me than a filthy slop-jock like you!
5085,FRY (BASHFUL),Oh stop!
5086,MORGAN,Now listen you filthy pig. No-one can know about us. If anyone asks I'll deny it.
5087,FRY,Just like very other girl I've dated.
5088,HERMES,"Curse that Dr Zoidberg! If I get out of here, he'll be looking down the business end of a shrimp fork!"
5089,AUSTRALIAN GUY,Give him one for me too mate. I don't know why I go to him.
5090,MORGAN,"...and for those six and a half reasons, I am demoting Leela to co-pilot."
5091,LEELA,Co-pilot? Under who?
5092,MORGAN,The autopilot.
5093,LEELA,That drunk?!
5094,MORGAN,Mr Bender you are now in charge of co-ordinating the Professor's bodily functions.
5095,FARNSWORTH,That's a full time job.
5096,MORGAN,"And Fry, as for you, I am promoting you to executive delivery boy. You will no longer go on deliveries and you will have your own office next to mine."
5097,FRY,All right!
5098,MORGAN,Mr Bender would you high five him so we can continue this meeting?  And on the rebound?  Meeting adjourned.
5099,AMY,I can't figure why she's so nice to you Fry.
5100,ZOIDBERG,She's a hateful monster this Morgan. She scolded and hit me. I tell you she's risking my friendship with her.
5101,LEELA,"Bender, what happened to you?"
5102,BENDER,"Morgan made me walk the Professor. There we were in the park when suddenly some old lady says I stole her purse. I chucked the Professor at her but she kept on coming. So had to hit her with this purse I found. Ah, the point is it's Morgan's fault. That pencil pushing scazwag.  Why if she were here I'd - Uh oh is she behind me?"
5103,MORGAN,No. I'm in front of you!
5104,FRY,Morgan? It's 3am.
5105,MORGAN,"I know. A skunk knocked over my garbage and suddenly all I could think of was you.  My God, it's so...repulsive. So uh, this is where you eat?"
5106,FRY,Eat and sleep.
5107,MORGAN,Oh Fry!
5108,FRY,"Uh wait, Bender's my rooommate. He could be back any second."
5109,MORGAN,Not likely. I ordered him to flush out the Professor's earwax.
5110,BENDER,"Hey Fry, I made you a candle with - What the?  Oh now I see! Now I get it. Now the pieces are falling into place. The office, the promotion, that dwarf in my book club who steals my opinions.  It's all coming together now!"
5111,BENDER,I must say this opens my eyes! Another case closed my dear Watson.
5112,FRY,"Morgan, come back! He's stuck in a loop!"
5113,BENDER,For I was blind but now I see!
5114,BENDER [FROM INSIDE],The cat's out of the bag now!
5115,MORGAN,Mr Bender about last night. that was just a...a misunderstanding.
5116,BENDER,Oh you didn't understand? Well let me explain. You......were having sex with you.
5117,MORGAN,"No. You see, a bureaucrat of my rank isn't supposed to fraternize."
5118,BENDER,"That's what makes it so juicy. Its the forbidden fruit angle everybody loves. First I'll say ""You'll never guess who saw Fry and Morgan doing it!"" and they'll say ""Who Bender, who?"" and I'll say ""It was lovable......old Bender."""
5119,FRY,"Hey, what did you do to him?"
