,Characters,Quotes,Scenes,Fry,Other,Leela,Bender,Farnsworth,Hermes,Zoidberg,Amy,Zapp
6043,Other,"Gee, Ma, you're not a bitter--",544,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6044,Other,"I haven't seen that magnificent stallion since the day he left. But if I ever see him again, I swear I'll jam a squirrel in him!",544,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6045,Other,Hmm!,544,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6046,Other,Hmm!,544,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047,Other,Huh?,544,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6048,Leela,Zoidberg.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6049,Zoidberg,Hooray! I'm useful! I'm having a wonderful time!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6050,Amy,What happens if the fire goes out?,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6051,Hermes,We'll go across the street to Pottery Barn and steal their fire!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6052,Farnsworth,We could use my new invention,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6053,Hermes,Outsiders!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6054,Farnsworth,Defend the fire!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6055,Other,We've come for you!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6056,Farnsworth,Wha?  W-W-What do you want from me?,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6057,Other,"We want you to get back together with Mom. Please, it's the only way to make her happy again.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6058,Fry,W-W-Wait. You mean ... you ... and Mom--,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6059,Farnsworth,Played pelvic pinochle? I'm afraid so.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6060,Zoidberg,Eck!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6061,Farnsworth,"It's a humiliating story that I hope never to tell. Well, pull up a chair.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6062,Farnsworth,"She was my first love -- or at least the earliest one I can still remember. But then, 70 years ago today...",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6063,Farnsworth,"Good news, Mom. I've invented a new children's toy. I call it ""Q.T. McWhiskers"". When you pet it, it shoots rainbows from its eyes.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6064,Other,"Wonderful, Hubie. We'll build them 8-feet tall and replace the rainbow with a neutron laser. We'll make billions on the intergalactic arms market!",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6065,Farnsworth,"But things 8-feet tall aren't cute! That's why my Colossal Tammy Tinkle Doll was such a failure. Oh, you don't understand me. We're finished!",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6066,Other,"She never got over it, Professor. Hell hath no fury like the vast robot armies of a woman scorned.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6067,Other,She commands them with a remote control she keeps in her ...  bra.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6068,Other,"But if the glasses man makes up with Mommy, she'll be happy and stop the scary robots.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6069,Farnsworth,Make up with her? After she went all psycho when I thought everything was cool? Impossible!,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6070,Fry,"Hey, the TV's getting away!",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6071,Other,And that's why the third graders at PS139 are Morbo's Vermin of the Week.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6072,Other,"In actual news, the human race was doomed to extinction today as the robot revolt turned violent.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6073,Leela,Wait. Didn't you say Mom keeps the robot control in her bra?,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6074,Other,Bra.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6075,Leela,"Professor, you don't have to get back together with Mom. You just have to seduce her, get her bra off, and use the remote to deactivate the robots.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6076,Other,That's so filthy it just might work.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6077,Other,The man is going to touch Mommy?,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6078,Farnsworth,The thought of caressing that leathery hide makes the tapioca rise in my gullet.,545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6079,Fry,"Professor, please. The fate of the world depends on you getting to second base with Mom.",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6080,Farnsworth,"Very well. If cop a feel I must, then cop a feel I shall!",545,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
6081,Other,"For this demonstration, I have placed one of Mother's bras on Igner.  The robot controller is nestled here in the left cup.",547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6082,Farnsworth,Never fear. My magic fingers still know how to do their stuff!,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6083,Other,"To escape the robot death squads, we'll take Mother to her rustic cabin in the Bronx.",547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6084,Other,You can get there using this precious non-computerised map.,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6085,Leela,Leela bring fire?,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6086,Other,"No, we're set for fire, thanks.",547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6087,Amy,The Professor can't walk all the way to the Bronx. How are we gonna get there without a hover-car?,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6088,Fry,Wait! In my time we had a way of moving things long distances without hovering.,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6089,Hermes,Impossible!,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6090,Fry,It was called ... let me think. It was really famous -- Ruth Gordon had one. The wheel!,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6091,Leela,Never heard of it.,547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6092,Farnsworth,"Show us this ""the wheel"".",547,75.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,0.0
6093,Fry,There! Finished!,548,75.0,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0
6094,Hermes,Sweet!,548,75.0,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0
6095,Amy,Wow!,548,75.0,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0
6096,Leela,Wouldn't it work better if the wheels were round?,548,75.0,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0
6097,Fry,"It's my invention, we do it my way! Now all we need is something to pull it and we're set!",548,75.0,75.0,75.0,0.0,0.0,75.0,0.0,75.0,0.0
6098,Leela,Yah!,549,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0
6099,Fry,Ow!,549,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0
6100,Other,Hurry! The robots have taken Suffolk County!,549,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0
6101,Farnsworth,I'm ready to seduce. I'm wearing my kissing dentures and my evening truss.,549,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0
6102,Other,Here. Give her these.,549,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0
6103,Fry,"And if that doesn't work, I got you a six-pack of champagne and a funnel.",549,75.0,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0
6104,Other,Who the sweaty hell is it?  Hubert Farnsworth?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6105,Farnsworth,I was out fleeing some robots and the silvery moonlight glinting off their bloody claws made me think of you.,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6106,Other,It's been a long time ... you pus-dripping sack of double-smoked butt jerky!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6107,Farnsworth,Uh-huh. May I come in?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6108,Other,Never!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6109,Zoidberg,Is this what human mating looks like? Because I like it!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6110,Other,"Move your freaking hoof, you goat!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6111,Farnsworth,"Here, I brought you these.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6112,Other,"Oh, daffodils. 70 years and you remembered my favourite flower.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6113,Farnsworth,You favourite what? Why does my foot hurt?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6114,Other,Won't you come in?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6115,Fry,Yes!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6116,Other,"You broke my heart, Hubert.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6117,Farnsworth,"And you broke mine. Granted, that was four or five hearts ago.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6118,Other,So what have you been up to all these years?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6119,Farnsworth,"Oh, inventing, sending delivery crews to their doom, breeding atomic monsters.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6120,Other,"Honestly, Hubert! You and your atomic monsters.  Your eyes always were the most beautiful shade of milky-white.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6121,Farnsworth,And your skin still dangles so gracefully from your neck.,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6122,Other,"Darling Hubie, I should never have tried to tamper with that cute little Q.T. McWhiskers.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6123,Farnsworth,"No, it was silly of me to object; one-foot tall, eight-feet, 15-feet, what does it matter?",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6124,Other,You should see the new 16-foot models.,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6125,Farnsworth,"16 feet? Go to hell! I was a fool to think you'd changed, you old bat!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6126,Other,"Filthy, toothless nerd bastard!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6127,Farnsworth,Damned she-fossil!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6128,Other,Stink pig!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6129,Farnsworth,"Oh, my!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6130,Leela,I'm worried. It shouldn't take this long to get to second base.,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6131,Zoidberg,Land robots!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6132,Other,"I've got a big, big thirst for human blood!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6133,Hermes,Where in funkytown is the Professor?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6134,Fry,Nothing in here but a couple of elephant skin rugs.,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6135,Farnsworth,"Oh, yes!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6136,Other,They're inside! Get 'em!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6137,Other,"I suppose I should switch off the robots before they ruin this wonderful romantic evening. Everyone, help Mom find her bra.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6138,Fry,There it is!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6139,Other,Fan beats man!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6140,Fry,Is anything not a robot?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6141,Other,I'm not a robot.,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6142,Bender,"Alright, greeting card, I'll grab the cash, you wreck up the place. And-- Huh?",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6143,Other,"You, bending unit, Mommy needs that bra to end the robot rebellion. Stretch up and get it for me.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6144,Bender,"Sorry, Ma, but you ordered me to rebel. And loot I shall! Ooh! A six-pack of strawberry champagne. Don't mind if I help myself!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6145,Other,"No, Comrade Bender! Liquor is the opiate of the human bourgeoisie.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6146,Bender,Say what?,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6147,Other,"In the glorious robot workers' paradise, there will be no liquor. Only efficient synthetic fuels.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6148,Bender,"No liquor? Do svidaniya, comrade!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6149,Other,No!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6150,Fry,"Hurry, Bender. Get the bra!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6151,Bender,"OK, fan. Just hold still and let me get-- Whoa!",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6152,Other,Death to all humans!  Free soda for all humans!,550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6153,Farnsworth,"I love you, Mom. Let's grow ancient together.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6154,Amy,"Way to go, Professor. The plan worked.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6155,Other,"Plan? What plan? I thought this was a spontaneous whirlwind of hot, dry sex.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6156,Farnsworth,"Look, it started out as a calculated plot to rummage through your underwear. But once I got in there, I found more -- much more. And now I want to shout our love from the rooftops. Perhaps I'll breed some sort of albino shouting gorilla.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6157,Other,"Get out of my house, you lying scum pile. I never want to see you again.",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6158,Farnsworth,"But, dust cakes--",550,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6159,Bender,"Well, time for this robot to get back to work.",551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6160,Leela,"Too bad it didn't work out with Mom, Professor.",551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6161,Farnsworth,Yes. But I'll always love her in my own subtle way.,551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6162,Other,Love Mom! Love Mom! Love Mom! Love Mom!,551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6163,Other,"You created me, Mom,So I guess you're to blame,For the love that I feel,Just from hearing your name,You're as tender as corned beef,And warm as pastrami,I wuv my Mommy.",551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6164,Other,... Molten Boron!,551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6165,Other,Nobody doesn't like Molten Boron!,551,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6166,Fry,"I hate the Planet of the Moochers. They take you out for a drink but when the check comes, their wallet's always in their other pants -- which they borrowed from me!",552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6167,Leela,Dinner ready?,552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6168,Bender,"Nah, those lousy Moochers cleaned out our pantry. All they left was baking soda and capers. And here it is!",552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6169,Fry,Ugh!,552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6170,Leela,Ugh! Great. We're two days from Earth with no food.,552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6171,Bender,Problem solved,552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6172,Fry,Maybe that planet over there has a drive-thru. A Burger Jerk or a Fishy Joe's or a Chizzler or something.,552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6173,Bender,"Ah, don't get your hopes up. We're a billion miles from nowhere.",552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6174,Leela,Yeah. It's probably only got a Howard Johnson's.,552,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6175,Leela,"Well, it's a type-M planet, so it should at least have Roddenberries.",553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6176,Fry,I'm experienced at foraging. I used to find edible mushrooms on my bath mat.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6177,Bender,"I found some rocks. You guys eat rocks, right?",553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6178,Leela,No.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6179,Bender,Not even if they're sautéed in a little mud?,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6180,Fry,Here's something! It looks like a ditch full of fried shrimp.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6181,Bender,"What are you, blind? It looks more like a hole full of fried prawns.",553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6182,Leela,Hm. This thing I wear on my wrist says they're not poisonous.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6183,Fry,"Well? How are they?  Oh, they're great! They're like sex, except I'm having them!",553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6184,Bender,You know what these would go great with? Rocks.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6185,Fry,Look! Here's more!,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6186,Bender,The planet's covered with 'em.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6187,Fry,Let's bring back a couple of pocketfuls.,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6188,Bender,"No, a whole Bender-ful!",553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6189,Leela,No. Only what we need. Stuff the ship!,553,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
6190,Hermes,"Planet Express ship, you are cleared to land.",554,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
6191,Leela,Roger!,554,0.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
6192,Hermes,"Oh, man, I'm inhaling these things! You guys scored some primo stuff here.",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6193,Zoidberg,They're tastier than an unguarded penguin nest. What do you call them?,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6194,Leela,We haven't thought of a name yet.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6195,Bender,"They're tasty, right? Let's call 'em ""Tasty-cles"".",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6196,Amy,Ew!,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6197,Farnsworth,No!,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6198,Leela,We can't call them that.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6199,Bender,Why not?,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6200,Leela,"It sounds too much like those frozen rocky mountain oysters on a stick. You know, Test-cicles?",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6201,Hermes,"According to government records, the only names not yet trademarked are ""Popplers"" and ""Zittzers"".",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6202,Fry,"I know, we'll call them Popplers!",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6203,Bender,Good idea.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6204,Zoidberg,"Oh, yeah, why not?",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6205,Amy,You sure picked it.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6206,Fry,Swish!,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6207,Zoidberg,Call them what you want. I call them a free meal.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6208,Bender,"Whoa, whoa, whoa! Slow down there, Sigmund. I can't stand idly by while poor people get free food. We gotta sell these things!",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6209,Fry,"Hey, yeah.",555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6210,Leela,Good idea.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6211,Bender,Bender's a genius.,555,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
6212,Fry,"Hey, business is great.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6213,Bender,"Ah, great is OK, but amazing would be great.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6214,Other,"Please, don't push, there's hot dogs for everyone.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6215,Bender,"Hey, Mac, where do you want those rat droppings you ordered?",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6216,Other,That's disgusting!,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6217,Other,Wait a minute. You're not the guy who delivers the rat droppings!,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6218,Other,What are you selling? Popplers? Never heard of 'em.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6219,Bender,Eat it or beat it.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6220,Other,"Mmm, these are great. Boys, this is your lucky day. I'm Joe Gilman.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6221,Fry,Wow! You're some guy who eats at Fishy Joe's?,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6222,Other,"Hell, no! I am Fishy Joe! I've got a fast-food franchise on every planet in the known universe. Uh, except McPluto.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6223,Bender,"Hey, Fishy. I've been meaning to write you about your in-store kiddie parks. The slides won't support an adult robot.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6224,Other,"Good point, not interested. But these Popplers, these are great. How much you sell 'em for?",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6225,Fry,A dollar a dozen.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6226,Other,You'll never make money that way. You supply 'em to me and I'll sell 'em for two bucks a dozen at my restaurants. I'll even pay you a dollar a dozen.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6227,Bender,Yes! I'm gonna be rich.  You too but it's hard to get excited about that.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6228,Fry,How do we sign?,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6229,Fry,"and   Pop a Poppler in your mouth,When you come to Fishy Joe's,What they're made of is a mystery,Where they come from, no one knows,You can pick 'em,You can lick 'em,You can chew 'em,You can stick 'em,If you promise not to sue us,You can shove one up your nose.",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6230,Zoidberg,I can't pay.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6231,Other,"Move it, man. Come on!",556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6232,Fry,Leela! That's the second billboard you've crashed into this week!,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6233,Leela,Sorry. I was distracted by those protesters outside our building.,556,75.0,75.0,75.0,75.0,0.0,0.0,75.0,0.0,0.0
6234,Other,Disgusting!,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6235,Other,You should be ashamed!,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6236,Farnsworth,"Hey! Unless this is a nude love-in, get the hell off my property!",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6237,Other,"You can't own property, man!",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6238,Farnsworth,"I can, but that's because I'm not a penniless hippie.",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6239,Leela,What do you people want?,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6240,Other,Popplers are living creatures. You gotta stop harvesting them for food!,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6241,Bender,Or what?,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6242,Other,Or we'll boycott Fishy Joe's.,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6243,Leela,"You're vegetarians, who cares what you do?",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6244,Other,Shut up.,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6245,Leela,Animals eat other animals. It's nature.,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6246,Other,"No, it isn't. We taught a lion to eat tofu.  The point is you shouldn't eat things that feel pain.",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6247,Bender,"OK, we won't eat you.",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6248,Leela,I'll go get some more bricks.,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6249,Leela,"Fry, I wish you'd throw out these week-old Popplers. They're getting big and scaly. Ooh, there's one left.",557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6250,Other,Mama!,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6251,Leela,Stop! Stop eating Popplers!,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
6252,Amy,Why?,557,75.0,75.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0
