,Characters,Quotes
698,Leela,"Oh, Lord."
699,Nixon,"And all I had to do was hand over our last remaining land and water as collateral. So assuming all goes ...  Baroo! There ... seems to have been some ... We've been scammed again, people. Prepare to evacuate Earth. I mean, New Scamadonia."
700,"Nudar, Fleb and Schlump","Na-na-na-na, Na-na-na-na, Hey, hey, hey, We took your stuff!, etc."
701,Leela,All aboard for Neptune!
702,Farnsworth,"Oh, I don't want to go to Neptune. I'll be cold, and heavy."
703,Nudar,"Thanks for the planet, suckers."
704,Bender,"It's so cold, my processor is running at peak efficiency."
705,Leela,"What are you, a whining machine? lf you want to worry about something, worry about the Yetis."
706,Zoidberg,"Yetis?  Oh, Yetis."
707,Farnsworth,"Amy, you speak Yeti. What are they saying?"
708,Amy,"I'm not sure, but it sounds like something to do with... ""assaulting the interlopers."""
709,Leela,"Don't mess with me, you ice-crapping snow-honkies. I just got dumped."
710,Hermes,"Sweet Yeti of the Serengeti, she's gone crazy eddie in the head-y."
711,Inuit #2,Is that normal?
712,Inuit #1,No. Perhaps if we were to cook and eat her slightly...
713,Fry-2,"Leave her alone. She just needs me to cheer her up. Wanna sword fight, girl?"
714,Fry-2,"That male narwhal seems to be upsetting her. Get us out of here, Captain. Full fast ahead."
715,Leroy,Damn whale keepers.
716,Leela,Santa! We forgot he's based on Neptune.
717,Santa,"Oh, my heart's not in it. I'm too depressed for murder and mayhem."
718,Amy,"Aw, try some antidepressants. They're gummy."
719,Fry,"What happened, Santa?"
720,Santa,The scammers cheated me out of my naughty list to use for telemarketing. Can you imagine the harm they could do with that information? I wanted to do that harm!
721,Leela,That's it. They've gone too far. No more running and hiding. It's time to fight back.
722,Santa,"Now, let's not resort to violence, Leela."
723,Leela,"We're fighting back and you're helping us, you fat holiday idiot."
724,Santa,That hurt. You're on the naughty list!
725,Leela,"So that's our proposal napkin, Mr. President. We have just enough people and ships to mount a ragtag attack."
726,Nixon,"You wish, missy. Dog-danged scammers used our money to build a fleet of remote-controlled, solid-gold Death Stars."
727,Bender,Ooh! I'd take one of those with a side of chili fries.
728,Nixon,"We're hopelessly outgunned. The Force is with us, but that's about it."
729,Santa,"Ah, but we have access to a huge manufacturing complex."
730,Kwanzabot,Kwanzabot
731,Chanukah Zombie,And the Chanukah zombie.
732,Neptunians,"Damn you!  Doo, doo, doodoo!"
733,Neptunians,"Says who? Doo, doo, doodoo!"
734,"Talmud says ""Be slow to anger”,Low-down scammers got me seeing red.Got my TIE fighter out of the hangar,Jump back, Jack 'cause I'm Jewish and I'm undead. Neptunians","Dreidl, dreidlI made it out of blasting clay"
735,Neptunians,"You're nuts. Doo, doo, doodoo!"
736,"And when it's dry and ready,For mercy they will pay.I can't wait eight nights or more,This zombie's going to war!Kwanzabot","Check, check it out, Kwanzabot,In the NeptizzIe-hizzIe.With my inhuman beatboxBusy building missiles.They're guided by these cuteDancing fairy figures,Careful, little elf,That's proximity-triggered.I'm fighting back for KwanzaSo the children won't miss it.I'm confused about its meaningBut I know it when they diss it.So, Santa?"
737,Santa,"Yeah, K?"
738,Kwanzabot,CZ?
739,'Chanukah Zombie,"Hey, hey."
740,Santa,Can they sue for liability?
741,Nixon,Certainly not!
742,Santa,Use as much as you are able.
743,Neptunians,"This bites. Doo, doo, doodoo!"
744,Leela,"Now, let's fight."
745,Nixon,Let's fight.
746,Neptunians,"Doo, doo, doodoo!"
747,Santa,"Okay!Chestnuts roasting,I'm gonna open fire.Prepare for gore galore!"
748,"Santa, Chanukah Zombie and Kwanzabot",This trinity's going to war!
749,Leela,"Troops, you are now equipped with the finest weapons magical elves can build. As for the battle plan..."
750,Nixon,"And now, to present the battle plan, Commander Zapp Brannigan!"
751,Leela,What?
752,Zapp,"At ease, people. I was redecorating my undisclosed location when I received word of an heroic invasion. Kif, crouch down and shield my thighs from the cold, for God's sake."
753,Zapp,"We fight this battle, not for ourselves, but for our children and our children's children. Which is why I'm forming a children's brigade. Will the following youths please step forward? Cubert Farnsworth."
754,Cubert,"Here, sir!"
755,Farnsworth,"My boy. Oh, God, no!"
756,Zapp,Dwight Slim.
757,Dwight,Here.
758,Hermes,"You took his name? Oh, God, no! In several ways!"
759,Zapp,"Assuming the 15th pile of children buys us a few seconds, we will then execute maneuver 45. Followed by maneuver 44."
760,Kif,Forty-six.
761,Zapp,"Oh, great. Now I have to start back at the beginning with maneuver two."
762,Kif,One.
763,Lars,"Admiral, will we stop attacking at any point or is this one of those phony-baloney, feel-good wars like the war on drugs?"
764,Zapp,"What's your name, smart mouth?"
765,Lars,Lars Fillmore.
766,Zapp,"Ah, the lovely Leela's on-again, off-again paramour. Perhaps a suicide mission would knockthe insubordination out of you."
767,Leela,"Yes, yes, yes."
768,Kif,"We're approaching Earth, sir."
769,Zapp,"Who? Oh, planet Earth. The big blue velour marble. All commanders stand by. Prepare to transfer battle control to the main duper-computer on my mark! Ten, nine, eigh---"
770,Leela,Does anybody mind if I take command?
771,Nibbler,No.
772,Sal,Nos.
773,Bubblegum,Nah.
774,Al Gore,Nope.
775,Cubert,"No, Miss Turanga."
776,Donbot,"No, I do not."
777,Santa,No.
778,Kwanzabot,It's cool.
779,Chanukah Zombie,Argh!
780,Leela,"All right. Unit one, acquire target A and fire!"
781,Fleb,Yes! Nailed the children's ship.
782,Leela,"Unit 10, Target H, 16-K. Niner, niner, go left! I mean right."
783,Sal,Whoas!
784,Leela,"55-U. 8-R, 2-V."
785,Farnsworth,Bingo!
786,Hattie,Cheating son of a...
787,Al Gore,Whoa! Whoa! Whoa!
788,Leela,It's hopeless! I can't coordinate this many ships!
789,Hermes,"Perhaps I can help! Professor, can you wire my head directly into the battle grid?"
790,Farnsworth,I can wire anything directly into anything. I'm the professor!
791,Hermes,Then prepare to see a bureaucrat's brain in action.
792,Al Gore,"Finally, I get to save the Earth with deadly lasers instead of deadly slide shows."
793,Clamps,He's champing for a clamping!
794,Kwanzabot,Kwa-zang!
795,Hermes,"I did it! I saved Earth and won back my woman. Right, woman?"
796,LaBarbara,"Oh, Hermes, I've been such a fool. Truth be, I married you for your sexy potato body,but I'm staying with you for your sexy potato head."
797,Slim,"You haven't seen the last of Barbados Slim! Now, goodbye forever."
798,Nudar,"Nice attack, doo-doo heads! Too bad we have one last trick up our sleeve!"
799,Amy,I doubt that!
800,Nudar,"Remember this, Farnsworth?"
801,Farnsworth,Farnsworth? That's me! My doomsday device! So it was the scammers! They sawed off my hand and stole the doomsday device.
802,Bender,"lt wasn't them. lt was me, Bender. The master criminal!"
803,Nudar,So what'll it be? - Unconditional surrender?
804,Leela,Never!
805,Nudar,Or totaI destruction?
806,Leela,Also never!
807,Nudar,You have 30 seconds. Make up your minds!
808,Leela,Nevvveeeeer!
809,Bender,"People, I'm sorry. You've never before heard me say those words, or even the individual letters that make them up. But I am. And with a huge amount of modesty, I humbly beg your forgiveness."
810,Bender,Shut up and keep looking apologized to.
811,Leela,Dum de dum.
812,Nudar,Uh-oh. I have a worrisome shriveling sensation in my sprunjer.
813,Amy,Yay! Bender!
814,Fry,All right!
815,Fry,"Bender, how the Hulk did you end up with the doomsday device?"
816,Bender,"I was working the long con all along. While sawing off the professor's hand with an extremely dull saw, I had some time to think. So I asked myself, ""Who could use a doomsday device more? The scammers or me, Bender?"". After several minutes of sawing, I knew the answer. Me, Bender. So I retrieved the dummy satchel ..."
817,Bender,"... and as soon as I was out of the scammers' control, I pulled the old switcheroo."
818,Bender,And that's how I saved Earth and am the greatest!
819,Nixon,"Bender the robot, I'm proud to present you Earth's highest award for swindling. The Dirty Double-Cross."
820,Bender,I'll aways treasure it and immediately hock it.
821,Lars,"There, your body's good as new. Just pop in an executive suppository every few..."
822,Fry,What is it?
823,Leela,Nothing.
824,Fry,"It's supposed to be a celebration, Leela. I mean, come on. Whimmy-wham-wham-whazle!"
825,Leela,I can't help it. I was gonna be married. I was so happy.
826,Fry,"Well, maybe you'll meet someone else someday."
827,Leela,"No, you don't understand. Lars is the only man I'll ever love. I know it in my heart."
828,Fry,You remember when we first met?
829,Leela,"Uh-huh. lt was right there in the cryogenic lab, eight years ago today."
830,Fry,Meet me there in five minutes. It's important.
831,Fry-2,"Why are you so sad, Leelu?"
832,Fry-2,"Him again?  Wait a second, are you two..."
833,Fry-2,"Atanarjuat, Fufu, come here! We have to set Leelu free."
834,Inuit #2,Dang. I never should have quit my job at the casino.
835,Fry-2,"Me, neither. But she needs what'll make her happy, not what'll make me happy."
836,Fry-2,"Goodbye, Leelu."
837,Lars,"I don't much know about frozen heads, but, of course, if it's Mahatma Gandhi, I'll... Leela?"
838,Leela,Lars?
839,Lars,"I... I really have to go, I..."
840,Leela,"Fry, was this an idiotic trick to get Lars and me back together?"
841,Fry,"Quite idiotic. But you don't need to be an idiot to see that you two belong together. And, Leela,I want what'll make you happy, not what'll make me happy."
842,Lars,"I'm sorry, I really am, but Leela and I just can't be married."
843,Fry,"Why not? You obviously love each other. What are you, cousins?"
844,Lars,"Fry, you deserve to know the truth. It's because..."
845,Nudar,Nobody move!
846,Leela,Nudar! How did you survive the doom blast?
847,Nudar,"My doom-proof platinum vest absorbed most of the radiation. In retrospect, I wish I'd been wearing doom-proof pants, but you know us nudists. Now give me the time code!"
848,Fry,I don't have it! Nibbler heat-blasted it off my butt.
849,Nudar,Not you.
850,Nudar,You!
851,Leela,Lars? He doesn't have it. He never had it. Fry had it!
852,Fry,But Nibbler heat-blasted it off my butt! I want to stress that part!
853,Nudar,My throbbing sprunjer says otherwise. Now where is it?
854,Lars,I'm not afraid of you or your expensive gun! Go ahead and shoot!
855,Nudar,"Oh, yeah? Then what if I kill the woman you love?"
856,Leela,"Don't you understand, numb-neck? He doesn't love me!"
857,Lars,I've... always loved you. Don't hurt her. I'll give you the code.
858,Nudar,What the...
859,Bender-2,Woah!
860,Leela,"Lars, no!"
861,Fry-2,It's enough just to know you're happy.
862,Fry-2,"You, too. It's enough to know you're happy with Lars."
863,Bender,"Fry, old buddy! It's me! Bender!"
864,Fry-2,My hair!
865,Fry-2,My larynx!
866,Lars,I'm Lars?  I'm Lars!
867,Fry,"Wait for me, Leela! I'll be there in a thousand years."
868,Lars,"So I got a job at the Head Museum and waited for the wonderful day when Leela would arrive. Everything was perfect until Hermes exploded at our wedding. That's when I learned that, as a time paradox duplicate, I, too, was doomed. I couldn't put Leela through that. So I called it off. I'm sorry, Leela."
869,Leela,I understand.
870,Crazy Guy,That concludes another Silly Willy Wideo Will!
871,Fry,"He was a good man, Leela."
872,Leela,Yeah... you were.
873,Farnsworth,"Well, I guess that wraps everything up in a nice, paradox-free bow."
874,Bubblegum,"Not quite, my wrinkly brother."
875,Nibbler,"Right on! In order for any of this to make any sense at all, someone must make one final trip back in time to put the code on Fry's ass in the first place!"
876,Bender,"Sounds like a job for me, Bender."
877,Bender,"Zero, zero, one, one, zero, zero..."
878,Bender,Mission accomplished!
879,Fry,You put the time code on my ass?
880,Bender,"Someone's ass. Oh, and guess what? I met all these really cool guys with treasure down in the limestone cavern, so I invited them to stick around instead of coming up when they were logically supposed to."
881,Nibbler,No! No! Everyone out of the universe! Quick!
882,Bender,What's the worst that can happen?
883,Bender,"Well, we're boned."
884,Narrator,Previously on Futurama.
885,Morbo,It has now been one month since space ripped open like flimsy human skin. Terrified earthlings are beginning to grow exhausted.
886,Hermes,"Professor, sprinkle us with wisdom from your mighty brain. How scared should we be?"
887,Farnsworth,Somewhere between not at all and entirely.
888,Zoidberg,I call entirely.
889,Morbo,"Scientists believe the rip is a gateway to another universe, but do not know what mysteries lie beyond. However, in this reporter's opinion gruesome death awaits us all!"
890,Linda,"And now with sports, here's Sportsbot 5000."
891,SportsBot 5000,All sports cancelled.
892,Farnsworth,"To better understand the anomaly, I will now focus its radiation on a giant medium-sized ant to see what happens."
893,Giant medium-sized ant,What's going on here? I was told there would be sugar syrup.
894,Farnsworth,"Quiet, you."
895,Fry,"Oh, hey, everyone, this is Colleen."
896,ALL,Hello!
897,Amy,I like your shoes.
898,Bender,This is awkward. Introducing your new girlfriend to Chesty McNag-nag.
899,Leela,"Oh, don't mind him. I'II turn him off."
900,Bender,"Hey, you can't turn me off..."
901,Leela,Hi. I'm Leela.
902,Colleen,"Hi, Leela, hi, everyone. Sorry I've been taking up so much of Fry's time. He's just so interesting. Have you seen how much cotton candy he can eat?"
903,Farnsworth,"Oh, my, yes. 5.1 pounds. That's why his blood is so good on pancakes."
904,Fry,"Well, got to skedoodle-oodle. We're taking a cuddle-cab to Hug-a-Bunny Village."
905,Zoidberg,This lovey-dovey stuff is making me vomit from my saltwater and freshwater stomachs.
906,Leela,It is pretty sickening.
907,Zoidberg,"No, the double-vomit is a sign of joy. Fry told me how he and Colleen first met."
908,Zoidberg,"So, how did you and Colleen first meet?"
909,Fry,Well...
910,Fry,Something about seeing it on the Jumbotron makes it so much more real.
911,Colleen,It's so scary. What are you supposed to do when the whole universe is coming to an end?
912,Fry,I have a thought.
913,Bender,"This is gonna be juicy. What? Oh, man!"
914,Amy,"Speaking of sappy love... Want to tell them, Kiffy?"
915,Kif,"Yes, Amy and I have a big announcement. I... That is, we... Oh, I'm just so excited."
916,Amy,Kif has asked me to be his Fonfon Ru.
917,Zoidberg,Mazel tov!
918,Farnsworth,Wonderful!
919,Hermes,What the hell does that mean?
920,Kif,It means I've asked Amy to join my family. And you're all invited to my family swamp for our Fonfon Rubok ceremony.
921,Amy,"If I had ever heard of it, it would have been what I had always dreamed of."
922,Kif,Oh! And our parents will be meeting for the first time ever.
923,Bender,
924,Kif,"Mr. And Mrs. Wong, aren't you excited that we're all about to be joined in a single family?"
925,Mr. Wong,You can't borrow money.
926,Mrs. Wong,Kif's parents come late and we have to stand around in swamp getting eaten alive by damn bugs? [She squashes a bug on her neck
927,Kif,"Mrs. Wong, no. The finial stage of my species' life cycle is a colony of flying hookworms. You just squashed part of my father."
928,Mr. Kroker,Welcome.
929,Mrs. Wong,"Sorry. I guess you got plenty of bugs to spare though, huh?"
930,Mr. Kroker,That was my left testicle.
931,Bender,"And the awkward meter goes up another notch. Ding, ding, ding, ding ding..."
932,Fry,"Wow, Colleen, you look so beautiful in the light of the swamp gas."
933,Colleen,Thanks. This is really fun. I love going to exotic worlds and getting hammered.
934,Fry,"Me, too."
935,Bartender,Two more Harvey Wallclimbers.
936,Zapp,"Leela, I can't help but notice you're unescorted. Might I escort you behind that bush for the next five minutes?"
937,Leela,Nothing would revolt me more.
938,Zapp,Then how about that shrub?
939,Kif,Ooh! Rubok is begun.
940,Grand Midwife,I am the Grand Priestess.
941,Fry,Aren't you also the Grand Midwife?
942,Grand Midwife,"And the grand Lunch Lady. I work five jobs, all grand. Kif of the clan Kroker, please transcend the Rubok Etlon with your Fonfon Smizmar Ru."
943,Kif,What?
944,Grand Midwife,"Get in the mud. This mud is the petroleum from a billion generations of Kif's ancestors.  As you become one with the ooze, so you become one with the clan Kroker."
945,Amy,"Oh, Kif, it's like a movie with this happening in it."
946,Grand Midwife,Is the best man present?
947,Zapp,Guilty as charged.
948,Grand Midwife,Kindly hose the couple.
949,Grand Midwife,It's not part of the ceremony. I just had an extra snake. Rubok is complete. Throw the bouquet.
950,Zoidberg,Are you going to eat that?
951,Bender,"Fry, run, run. Get over here, oh, my God, oh, my God!"
952,Fry,What? What is it?
953,Bender,Shut up already! Calculon's on TV!
954,Monique,"I beg you, Calculon, don't ring that door chime."
955,Calculon,"I have no choice, Monique. Whoever the blackmailer is, he lives behind this hideous yet strangely familiar door."
956,Human Friend,"Calculon residence. Oh, hello, Mr. Calculon."
957,Calculon,"Son of a bit. This is my house. But that means I'm blackmailing myself. Why didn't you tell me, Monique?"
958,Monique,"I tried to, but I couldn’t. Oh, Calculon, I'm afraid you have a fourth personality the other three don't know about, and it and I are lovers!"
959,Bender,"How's Calculon going to take this, Fry, especially after that humiliating tennis tournament? Fry?"
960,Fry,"Don't know, Bender. Tonight's my big date with Colleen. I got to run."
961,Bender,"But me and you like to watch together. Look, I got you a cabbage to snack on. Humans like cabbage, right?"
962,Carnival Barker,"Step right up to the 2D Tunnel of Love. Not one, not three, but two glorious dimensions for the price of a single ticket.  Keep your hands in the car, shut up, and have fun."
963,Fry,"Wow, you even look beautiful in 2D."
964,Colleen,"I do? But from your perspective, I'm just a line segment."
965,Fry,"A really hot line segment. So, listen, sweetie pie, I was thinking maybe we should take this to the next step."
966,Colleen,Really?
967,Fry,Yes. Colleen...will you be moved in with by me?
968,Colleen,
969,Amy,Way to go.
970,Zoidberg,"Hooray, hooray."
971,Leela,That's great.
972,Bender,You're moving in with her? Why can't she move in with us?  I could just curl up at the foot of the bed.
973,Farnsworth,"Listen up, everyone. I know you've all been extremely worried about the cosmic anomaly."
974,Hermes,"The what? Oh, right."
975,Farnsworth,But there's good news! We're all going to learn more about it at a scientific conference.
976,Man walking on screen,...like a city made of marshmallow.
977,Stephen Hawking's head,Welcome. I am the pickled head of Stephen Hawking on a way-cool rocket.
978,Leela,"Black hole Hawking? Wow, if I knew I was going to meet you I would have done something with my hair."
979,Stephen Hawking,You should have.
980,Stephen Hawking,"In conclusion, I understand nothing about the anomaly, even after cashing the huge check I got for writing a book about it."
981,Farnsworth,"I know this anomaly is terrifying. But as scientists, is it not our sworn duty to seek out knowledge, even at the cost of our very lives?"
982,Stephen Hawking,No.
983,Farnsworth,I say we must mount an expedition to the anomaly forthwith.
984,Wernstrom,I agree.
985,Farnsworth,Wernstrom!
986,Farnsworth,Don't listen to that crackpot!
987,Wernstrom,But I'm agreeing with you.
988,Farnsworth,"I'll make you eat those words, you moron!"
989,Wernstrom,Ah!  I volunteer to lead the expedition. I have a squad of graduate students eager to risk their lives for a letter of recommendation.
990,Farnsworth,Your squad sucks bosons! My team is twice as qualified and three times as expendable.
991,The PE Crew,Yeah!
992,Wernstrom,"Oh, tough talk for someone with only one Fields Medal."
993,Crowd,Ooh!
994,Stephen Hawking,Ooh!
995,Farnsworth,"Wernstrom, I ought to..."
996,Stephen Hawking,I didn't know I could do that. Now quiet down and settle this like men of science.
997,Professor,Very well.
998,Professor,Let Deathball begin!
999,Farnsworth,"Go, Planet Express!"
1000,Wernstrom,"Go even more, my team!"
1001,Fry,"Leela, header!"
1002,Colleen,Woo hoo! Bust those balls!
1003,Zoidberg,Hooray! We're equally good!
1004,Leela,"Come on, Bender! Your grandmother could push harder than that!"
1005,Bender,No crap. My grandmother was a bulldozer.
1006,Bender,And thus metal man defeated meat man. The end.
1007,Colleen,"Come here, winner!"
1008,Colleen,"Come here, loser!"
1009,Fry,"Colleen, what are you doing? My face is over here."
1010,Colleen,"This is my boyfriend, silly!"
1011,Fry,I thought I was your boyfriend.
1012,Colleen,You are.
1013,Fry,"Well, how can you have two boyfriends?"
1014,Colleen,"Oh, I don't. I have five.  Fry, meet Chu, Bolt, Ndulu, and Shlomo."
1015,Chu,Nihow.
1016,Ndulu,Greetings.
1017,Bolt,Pleasure.
1018,Fry,But... But...
1019,Colleen,Shlomo and Ndulu will help you move your stuff into my apartment tonight.
1020,Ndulu,"Welcome to the relationship, buddy!"
1021,Fry,Hmm?
1022,Chu,There's my butterscotch.
1023,Farnsworth,"Congratulations, Deathballers! We've won the right to explore the anomaly!"
1024,Zoidberg,What? I thought I was playing for my freedom!
1025,Farnsworth,"No.  Now, I've often said ""good news"" when sending you on a mission of extreme danger. So when I say this anomaly is dangerous, you can imagine how dangerous I really think it is."
1026,Hermes,Not dangerous at all?
1027,Farnsworth,"Actually, quite dangerous indeed."
1028,Hermes,That is quite dangerous!
1029,Farnsworth,Indeed. Now stop shilly-shallying! Prep the ship and line up for your pre-flight coffee enemas!
1030,Enema Bot,Warning. The enema you are about to enjoy is extremely hot.
1031,Fry,"I don't know what to do, Leela. Should I move in with Colleen and her four other boyfriends?"
1032,Leela,What are you going to do? Sleep in a big pile like hamsters?
1033,Fry,No! It's not like that. Everyone gets his own room and a shelf in the refrigerator.
1034,Zoidberg,"Take the deal, Fry! If there's a delicious cake, isn't it better to have one slice than none at all? Even if four other guys eat the other four slices, and they're all thrusting their sweaty naked bodies against the cake?"
1035,Amy,"Only one thing matters, Fry. Do you really love Colleen, like I love my little squeezle? [She squeezes him and his head expands and eyes expand out of his head. He giggles."
1036,Fry,Yeah. I do love her.
1037,Kif,Then things will work out.
1038,Farnsworth,Whoa!
1039,Enema Bot,Double espresso for Philip Fry?
1040,Fry,"Sorry, I'm not going on the mission. I'm moving in with Colleen!"
1041,Kif,"Good for you, Fry."
1042,Zoidberg,Hooray!
1043,Amy,Alright!
1044,Fry,I'll just take that to go.
1045,Colleen,Yay!  Welcome to your new home!
1046,Fry,"Thanks, Colleen. And listen, I'm sorry I got jealous before.  I'm just happy to be here with you."
1047,Ndulu,Want a slice of delicious cake?
1048,Bender,The anomaly!
1049,Amy,It's so anomalous.
1050,Hermes,I'm feeling dread deep in my dreads!
1051,Farnsworth,Wernstrom!
1052,Wernstrom,"Yes, and I'm afraid I have disturbing news about the anomaly. You see..."
1053,Farnsworth,"How did you get this number? Hermes, hang up on him in the rudest possible manner."
1054,Hermes,"Yes, sir!"
1055,Wernstrom,"No, not the crack slam!"
1056,Colleen,"Oh, my life rocks.  I've got good wine, five sweethearts, and today, I was promoted to Chief of Police."
1057,Fry,Here's to you.
1058,Chu,Me?
1059,Fry,"No, Colleen. I'm making a romantic toast."
1060,Chu,Sorry.
1061,Fry,You have the most beautiful eyes I think I...
1062,Ndulu,Thank you.
1063,Fry,I'm not talking to you!
1064,Ndulu,"Then I am not talking to you, either."
1065,Schlomo,Will everyone be quiet a little? I want to hear what he has to say!
1066,Fry,Thank you.
1067,Schlomo,"Not you, you Verstinkener. You're just here 'cause she likes cave men from the stupid ages."
1068,Bolt,"Oh, look who's talking. You're just here 'cause she got matzoh fever."
1069,Ndulu,"So, what's the explanation for you, moron fever?"
1070,Colleen,"Enough! All of you! I love you. Most people in this world don't have what we have. Let's just be grateful, okay?"
1071,All,Yeah.
1072,Chu,"Yeah, you're right."
1073,Fry,"So, Colleen, you look really nice."
1074,Colleen,"Oh, thanks. I got dressed up for my date.  There he is. Don't wait up!"
1075,Fry,"That's it. I thought I was okay with this, but I'm not. I'm breaking up with you!"
1076,Ndulu,Me?
1077,Bender,Why are we risking our lives? Can't we just send in a robotic drone?  What's everybody looking at me for?
1078,Bender,"""Let's send a robot to explore it. 'Cause you can always buy another one for 20 bucks."""
1079,Leela,Really?
1080,Bender,"Well, it's 30 bucks, and there's a $10-mail-in rebate. When the League of Robots hears about this, they won't be pleased. Oh, you'll pay, my darlings."
1081,Hermes,"The League of Robots doesn't exist, tin mon. It's just a cartoon for babies."
1082,Bender,"Oh, yeah? Then how come when I was a kid, I had a whole sticker book of them?  Answer that with your precious logic."
1083,Bender,"Bender to crew. I have reached the gateway to another universe. I feel awed and strangely humbled by the momentous solemnity of this occasion.  Hey, other universe, bite my shiny metal..."
1084,Bender,I can't remember anything except a blinding light and a searing ass pain. I better check my black box. BENDER
1085,Amy,"Hey, Bender! Look who's here to cheer you up."
1086,Bender,I don't need cheering up. I'm perfectly...
1087,Calculon,"Greetings, sick fan."
1088,Bender,TV's Calculon!
1089,Calculon,"That fulfills my community service, right?"
1090,Ron Whitey,Charges of running me over are hereby dismissed!  Ow!
1091,Colleen,"Where did we go wrong, Fry? We were meant to be together!"
1092,Schlomo,"Nu, I'm freezing my tokhes off here."
1093,Colleen,"Just a sec, honey!"
1094,Bender,"I'm back, idiots!"
1095,Zoidberg,"You look wonderful, robut! I wish I could afford to go to a hospital. I'm dreadfully sick."
1096,Bender,"I feel great, and I owe it all to Calculon.  I finally know what I want to be when I grow up."
1097,Hermes,You want to co-star in his TV show? Like that time you already did that?
1098,Bender,No. I'm gonna be a stalker!
1099,Leela,That's not really a career. More of a felony.
1100,Bender,"Man, I'm gonna stalk his brains out.  Ooh! Big news on the Calculon fan site! There's a flash mob headed for his plastic surgeon's office!"
1101,Plastic Surgeon,"There, that's as big as I can make it. But I caution you, it looks completely unrealistic."
1102,Calculon,You let me worry about that! Just do your job.
1103,Plastic Surgeon,Very well. Will you be using your SAG insurance?
1104,Calculon,"No, cash.  Dear God, no!"
1105,Bender,Neat!
1106,Man,Get a shot of that.
1107,Fatbot,"Oh boy, oh boy, he's here."
1108,Crazed Fan,"Calculon, I love you! Have my baby!"
1109,Calculon,"Back, you lunatic!"
1110,Crazed Fan,He touched me!
1111,Bender,Sign my ass!
1112,Farnsworth,"Emergency! Emergency! Everyone to the Calamitorium!  Leela, smell this."
1113,Leela,Can I wipe it off first?
1114,Farnsworth,"No time, woman! No time!"
1115,Leela,Hmm. Smells like angel dust.
1116,Farnsworth,"Exactly! That's a discontinuous electromagnetic field. Wernstrom tried to warn me, but I was too damn stubborn! Hermes, get Wernstrom on the line so I can apologize."
1117,Wernstrom,Ogden Wernstrom speaking.
1118,Farnsworth,Tell him I'm not here!
1119,Leela,Professor!
1120,Farnsworth,"Oh, very well. Wernstrom, I've been a vainglorious fool! If you can find it in your heart to forgive me, your tiny little heart, would you consider a scientific collaboration?"
1121,Wernstrom,"Sir, I'd be honoured."
1122,Wernstrom,"As I attempted to warn you, the laws of electromagnetism change abruptly at the anomaly.  Observe."
1123,Pocket Pal,Play time is fun time.
1124,Wernstrom,Not this time.
1125,Farnsworth,"My heavens! If only I'd heeded your warning, I'd have known it was impossible to cross the barrier!"
1126,Wernstrom,But note what happens when I instead throw this laboratory koala.
1127,Farnsworth,"It passed through unharmed.  So living beings can enter the other universe, but electrical devices can't?"
1128,Wernstrom,My hypothesis exactly.
1129,Farnsworth,Then we must mount a second expedition without delay. Right after we blow up more robots.
1130,Wernstrom,Agreed.
1131,Farnsworth,Play time is fun time.
1132,Calculon,Who are you?
1133,Bender,"Bender, your biggest fan."
1134,Calculon,Are you going to murder me?
1135,Bender,"Unlikely. In my mind, we're friends. This diorama proves it, see?"
1136,Calculon,"Sir, your derangement is impressive. I'm appointing you my official stalker."
1137,Bender,"You shan't be disappointed. Pleasant dreams. [Calculon turns the lights off and his eyes close, but Bender's do not. Instead they extend out towards Calculon's eyes. Calculon opens his eyes and looks at Bender's as they quickly move even closer to his own."
1138,Farnsworth,"Now that I've teamed up with my friend, Dr.  Wernstrom,  I feel certain we can successfully penetrate the other universe."
1139,Wernstrom,It's the greatest scientific opportunity since you yourself sent men to the moon in 1969.
1140,Nixon,I always regretted that. Nothing up there but dry rocks and those revolting onion men.
1141,Farnsworth,But...
1142,Nixon,"You East Coast intellectuals had your chance. Now beat it! From here on in, this is a military matter."
1143,Nixon,"People of the universe, please welcome Rear Brigadier Zapp Brannigan."
1144,Zapp,"Thank you, thank you. Well deserved.  Kif, stand in that hole so I look taller.   Ever since man first left his cave and met a stranger with a different language and a new way of looking at things, the human race has had a dream. To kill him, so we don't have to learn his language or his new way of looking at things."
1145,Wernstrom,Give science a chance!
1146,Farnsworth,"Less invasions, more equations!"
1147,Nixon,"Damn long-hairs. Knock some sense into them, Chief O'Hallahan."
1148,Colleen,"Yes, sir!"
1149,Fry,"I can't take it, Leela. I need to go away. Far away, forever."
1150,Leela,"Aw, I know how you feel, Fry. There are times when I also feel like you need to go away."
1151,Amy,"Be careful, my little, teeny, greeny weenie."
1152,Zapp,"That's just a fungal infection... Oh, she's talking to you, Kif."
1153,Kif,"Goodbye, my love."
1154,Bender,"Wow, how come humans get to do all the fun stuff? This is exactly the sort of thing that ought to be handled by  The League of Robots."
1155,Calculon,"That's adorable, Bender. You actually believe in the League of Robots?"
1156,Bender,"You mean, there's really no such thing? Then who's there to mete out justice when an outdated robot is melted into belt buckles? Who's there to defend our honour when a rude human brings a blush to a robo-virgin's cheek?"
1157,Calculon,No one.
1158,Bender,Oh.
