,Characters,Quotes
5486,lisa," oh yeah, three bad nightmares."
5487,homer,  i'd like to see that!  heh heh heh!
5489,homer,what a dump!  why would princess grace live in a place like this?
5492,homer,"come on, pal, i don't want to hear your life story.  paw me!"
5493,marge,"ew, homer, where did you get that ugly thing?"
5494,homer,"why, at that little shop right over... there?"
5495,marge,"homer, maybe fame and fortune aren't as bad as they say."
5498,lisa,  i wish for world peace.
5499,homer,"lisa, that was very selfish of you!"
5508,bart,"  every day, same old cat.  i'll make it more"
5510,bart,"ah, there.  that's better."
5511,marge,"much better.  oh, good!  the curtains are on fire."
5512,homer,"  it's good that you made that.. awful thing, bart."
5520,marge,"goodness, what's wrong?"
5521,bart,we both had nightmares.
5523,homer,you both toilet trained?
5532,homer,how'd you know i was sleeping?
5536,lisa,"  hey, here's a good job, dad!"
5538,bart,"hey dad, here's one!  $28/hr, plenty of fresh air, and you"
5554,marge,it's your father.  he's missing.
5555,bart,dad's missing?  get outta here.
5556,marge,he's been gone for two days.
5557,lisa,whaddya know.  she's right.
5561,marge,"did you have a nightmare, homey?"
5563,bart,"hey, man, you were crushing me.  i tried to scream, but my mouth"
5565,homer,  i can wake up.  it's all a dream.
5568,lisa,"  don't forget, dad, tonight my class is having"
5571,homer,"oh, i hate having two heads."
5575,homer,"uh, isn't this the kind of thing your mother's better at?"
5576,lisa,"i called her; she's not home.  i also tried mr. flanders, aunt patty,"
5577,homer,"wow, and after them, out of all the people in the world, you chose me."
5580,homer,"hurry, moe, hurry, i've only got five minutes 'til the music store"
5582,homer,hey!  do i tell you how to do <your> job?
5584,homer,"you know, if you tip the glass, there won't be so much foam on top."
5587,homer,the moron next door closed early!
5589,homer,oh... me and my trenchant mouth!
5591,homer,"okay, okay, but i want you to see a picture of the little girl"
5596,lisa,"mom, where is he?  if i don't get that reed, i'll sound terrible!"
5597,marge,"don't worry, honey, i'm sure your father is..."
5603,homer,"no.  wait a minute, what was that last one again?"
5605,homer,"  lisa, stop playing that stupid... saxophone!  yes, that's it!"
5609,homer,"look, i let you down, and i apologize.  i know that doesn't make it"
5611,homer,d'oh!  you didn't mean that!
5614,marge,"  look, homer!  lisa's taking her first steps!"
5621,marge,"  did you hear that, homer?"
5622,homer,"marge, please, i'm busy!"
5623,marge,"homey, you've got to stop looking for the quick fix.  if you keep"
5624,homer,"marge, if i spend any more time doing these girl things, i'm going to,"
5625,homer,i'll buy her that pony she's always bugging me for.
5626,marge,we can't afford to buy a pony.
5627,homer,"marge, with today's gasoline prices, we can't afford <not>"
5628,marge,you sound like you're going to buy a pony.  promise me you won't.
5630,marge,what was that?  was that a yes or a no?
5632,marge,those aren't even words!
5636,homer,"excuse me, do you sell ponies?"
5640,homer,"now lady, i'm buying a pony for my little girl, and i don't care what"
5642,homer,half a million dollars!?
5659,marge,mmm...  i am <very> upset with you.
5660,homer,sounds like someone's angling for a pony of her own!
5661,bart,"hey, how come lisa gets a pony?"
5662,homer,because she stopped loving me.
5663,bart,"i don't love you either, so give me a moped."
5664,homer,"well, i know you love me, so you don't get squat.  hee hee hee."
5665,marge,"homer, just where were you planning to keep this horse?"
5666,homer,"i got it all figured out.  by day, it'll roam free around the"
5669,homer,that's for the courts to decide!
5674,bart,"grampa, do you want to go to the right?"
5676,bart,move the joystick to the left.
5678,bart,"ooh, ahh, ooh, ooh, here comes a"
5680,bart,go into hyperspace!  ready? hit it!
5682,bart,"grampa, you're the spaceship, not the..."
5686,lisa,"wait dad, i've got something for you.  "
5687,homer,"oh, i was hoping it'd be money."
5688,marge,we're just going to have to cut down on luxuries.
5689,homer,"well, you know, we're always buying maggie vaccinations for diseases"
5690,homer,there's plenty of money out there for a guy who's willing to work
5694,homer,you're looking for help?
5705,homer,"marge, could we go in the other room?"
5707,homer,"  i'll work from midnight to eight,"
5708,bart,"  oh my god, she killed him!"
5709,marge,"homer, how long do you plan to do this?"
5710,homer,i don't know.  how long do horses live?
5715,bart,"well, it's still fun to be up late."
5718,lisa,"mm hm.  there's a big, dumb animal i love even more than that horse."
5719,homer,"oh no!  what is it, a hippopotamus?"
5731,homer,  ooooh!  that's one clean tombstone!
5735,homer,"  yeah, give us a break, doctor!"
5736,bart,"hey homer, i can't find the safety goggles for the power saw."
5737,homer,"if stuff starts flying, just turn your head!"
5739,homer,patty!  selma!  what a pleasant surprise!
5742,marge,maybe you should do something with the kids while i'm gone.
5743,homer," oh, sure, great idea.  i've love to."
5747,homer,"what's the quickest, cheapest, easiest way to do something with you?"
5748,lisa,uh.... take us to the video store?
5749,homer,anything for my little girl.
5750,homer,bart!  you can't weld with such a little flame.  (stupid kid.)
5757,homer,why?  i just saw the best part!  heh heh heh heh.
5758,marge,"homer, could you turn off the tv?  there's a little test i want you"
5761,homer,"bart, you don't have any hobbies, do you, boy?"
5763,homer,"well, that what i... wait a minute, what are you doing?"
5764,bart,building a soap box derby racer.
5765,homer,ohhhhhhh!  that's a hobby!
5767,homer,i don't know jack about my boy.  i'm a bad father! 
5771,homer,"well, that's easy for you to say, you .. preachy .. egg-headed .."
5780,homer,"bart, i'm gonna help you build that racer."
5781,bart,"thanks, but i'm almost done.  why don't you go back on the couch"
5783,homer,  cosby's first law of inter-generational perversity
5787,homer,"loser-mobile, heh heh heh... wait a minute!"
5788,bart,"dad, i love you, but, you taught me to win."
5789,homer,when did i ever teach you that?
5790,bart,"well, i picked it up somewhere."
5791,lisa,"dad, can you take me to dr. hibbert's office?"
5793,lisa,"oh, nothing.  i just scheduled a tetanus booster."
5794,homer,"oh, sure, i'll take you, wait with you, worry about you,"
5796,bart,"dad, aren't you coming?"
5799,homer,i'm not pouting.  you are!
5806,bart,"it's my dad.  lying there on the couch, drinking a beer, staring"
5813,lisa,that looks like an olympic torch to me.  your husband could be
5819,homer,"is anything the matter, my son?  talk to me, young man."
5821,homer,"say your name?  why should i do that, my lad?"
5822,bart,"because i'm jinxed, dammit!"
5824,bart,ow!  what was that for!?
5825,homer,"you spoke while you were jinxed, so i get to punch you in the arm!"
5826,homer,"what's the matter, moe?"
5836,bart,"my father invented that drink, and if you'll allow me to demonstrate..."
5838,bart, i brought enough for everybody.
5848,homer,you're my kid's teacher!
5853,bart,"uh, yes, i'm looking for a friend of mine.  last name jass.  first name"
5862,bart,"uh, look, i'll level with you, mister.  this is a crank call that"
5870,marge,"so, mr. hutz, does my husband have a case?"
5874,homer,"  stupid moe, non-inventing, recipe-stealing, pug-nosed..."
5875,marge,"well, homer, maybe you can get some consolation in the fact that"
5876,homer,"  oh, look at me!  i'm making people happy!"
5881,marge,"bart, are you going to mow the lawn today?"
5882,bart,"okay, but you promised me mo' money."
5885,lisa,"when bart's done, can we mo to the moe-vies?  there's a moe-tinee."
5886,marge,of course!  all work and mo play makes moe a moe moe.
5889,lisa,moe moe-moe-moe-moe moe.
5894,homer,where's that waitress of yours?
5899,homer,"hey, you guys aren't from around here, are you?"
5903,homer,"well, i happen to know that he won't sell it for less than"
5911,homer,"well, they can't fire me!"
5924,homer,"hee hee.  yeah.  sock it to him, horst!"
5927,homer,"lisa, your father needs your help.  do you know anything about germany?"
5928,lisa,"well, it's a country in europe."
5929,homer,"good, good, i'm learning."
5945,lisa,i made a new bar of soap by squeezing all our little soap
5947,bart,"and today, instead of buying comic books, i just read 'em and"
5948,marge,mmm... you shouldn't do that.
5949,lisa,"my jumprope broke, but i just tied it back together."
5951,bart,"i didn't take a bath today, and i may not take one tomorrow."
5952,marge,"i want you to take baths, bart."
5954,bart,"uh, yes, i'm looking for a mrs. o'problem?  first name, bea."
5979,marge,"barnacle bill's home pregnancy test?  homer, shouldn't we have gone"
5980,homer,"but marge, this one came with a corn-cob pipe!"
5981,homer,do you really think you're pregnant?
5982,marge,"well, i have the same nausea and craving for pancake mix i had with"
5983,homer,"yeah, and i have the same tightness in my chest and profuse sweating"
5984,bart,"hey, homer, how come mom's going to the doctor?"
5986,homer,"no, everything's fine.  your mother uh just... broke her leg."
5988,bart,i smell a bun in the oven...
5989,lisa,"is mom going to have another baby, dad?"
5992,bart,"you're a machine, homer!"
5993,lisa,"did you hear that, maggie?  another baby in the house."
5994,bart,"oh, cool!  we can race 'em!"
5995,homer,"yeah, sure, for you, a baby's all fun and games."
5996,lisa,doesn't mom do that stuff?
5997,homer,"yeah, but i have to hear about it."
6000,lisa,"it's not our fault our generation has short attention spans, dad."
6001,homer,"don't you ever, ever talk that way about television."
6004,marge,i can't imagine that job of yours is very stimulating.
6005,homer,but it gives me time to think.
6006,marge,oh.  what do you think about?
6007,homer,"oh, girls.  i mean, boys.  i, i mean, you."
6008,homer,"wow, what an ending!  who would have thought darth vader was"
6011,homer,i bet the guy she was singing that about was real happy.
6012,marge,"well, actually, she was singing about god."
6013,homer,"oh, well, he's always happy.  no, wait, he's always mad..."
6014,homer,"someday, i'll buy you a <real> castle."
6015,marge,you don't have to do that.
6017,marge,"maybe it's the champale talking, but i think you're pretty sexy."
6018,homer,really?  it <must> be the champale talking.
6022,marge, so you've ruined your life.
6024,homer,because it's the honorable thing to do?
6027,lisa,"dad, if the new baby is a girl, can we name her ariel?"
6028,bart,"bzzzzt.  i'm sorry, the baby's name will be cool mo-dee simpson."
6029,lisa,ariel!              ariel!              ariel!
6030,bart,cool mo-dee!        cool mo-dee!        cool mo-dee!
6031,marge,"homer, i've been thinking, if the baby's a boy, what do you think"
6032,homer,"marge, we can't do that!  all the kids will call him `larry fairy'."
6034,homer,they'll call him `screwy louie'.
6042,homer,"let's see...  bart, cart, dart, ee-art...  nope, can't see any problem"
6043,homer,  wow.  i'll take <that> ring.
6055,homer,"hey, why don't i apply at the nuclear power plant?"
6056,marge,i don't know.  i heard radiation can make you sterile.
6057,homer,pfft.  <now> you tell me.
6061,homer,"well, it takes me a long time to learn anything,"
6063,homer,... a little stuff starts disappearing from the workplace...
6066,homer,there's a problem with the reactor!?  we're all going to die!
6067,homer,"  kid, i won't let you down."
6069,homer,"good evening, madam.  you have been selected by the good people of"
6071,homer,"  handle first, handle first..."
6073,homer,"oh, come on, honey.  you know how it turns out."
6079,homer,you want fries with that?
6083,homer,"starting tomorrow, i'm a nuclear technician!"
6085,homer,"and tomorrow, i'm going to buy your ring back, then i'm going"
6086,marge,doesn't your job start tomorrow?
6087,homer,"eh, somebody'll cover for me."
6089,homer, step aside.  i'll deliver this baby.
6091,homer," oh, a college boy, eh?"
6092,marge,"homey, isn't he beautiful?"
6093,homer,"hey, as long as he's got eight fingers and eight toes, he's fine"
6094,homer,"you know, son, the day you were born, i received the greatest gift"
6095,marge,"  homer, i'm not pregnant!"
6099,lisa,"dad, can i have some money to buy bart a birthday present?"
6101,lisa,"  dad, this is a hundred and ten dollars!"
6109,bart, rod!  todd!  this is god!
6111,bart,"whaddya mean, how did i get on the radio?  i created the universe!"
6114,bart,talk is cheap.  perhaps i'll test a guy's faith.  walk through the
6119,bart,i got a job for you.  bring forth all the cookies from your kitchen
6121,bart,"ugh!  look, do you want a happy god or a vengeful god?"
6123,bart,then quit flapping your lip and make with the cookies!
6125,homer,that timmy is a real hero!
6127,homer,"well, he fell down a well, and... he can't get out."
6128,lisa,how does that make him a hero?
6129,homer,"well, that's more than you did!"
6141,homer,"it's not our fault!  we didn't want the boy, he was an accident!"
6143,homer,uh...  could you edit that last part out?
6147,marge,"bart honey, i made you an extra-warm sweater you can wear while you're"
6149,homer,"don't worry, you'll grow into it."
6151,marge,"sting, you look tired.  maybe you should take a rest."
6153,marge,"actually, i don't know if i've ever heard bart play one of your albums."
6154,homer,"shhhh.  marge, he's a good digger!"
6157,lisa,why isn't dad ever interested in anything i do?
6158,marge,"well, um, do you ever take an interest in anything <he> does?"
6159,lisa,"no. ... well, we used to have burping contests, but i outgrew it."
6161,homer,why didn't you say that before!!
6167,homer,"yeah, lay it on me, coach."
6177,homer,"come on, come on, don't you realize this is costing me money!"
6178,bart,"you know why these clothes are on sale, mom?"
6179,marge,"well, anyone who beats you up for wearing a shirt isn't your friend."
6180,homer,"you like ice cream, don't you?"
6182,homer,and don't you like ice cream better when it's covered with hot fudge?
6183,homer,your mother has this crazy idea that gambling is wrong.
6185,homer,uh... somewhere in the back.
6187,lisa,can i watch football with you again next sunday?
6188,homer,sure!  you'll find it gets rid of the unpleasant aftertaste of church.
6192,homer,what?  didn't you hear what he said?
6193,lisa,"look at the fear in his eyes, listen to the quiver in his voice."
6194,homer,you think we should bet against them?
6195,lisa,i'd bet my entire college fund on it.
6196,homer,"you got it.    moe, twenty-three dollars on new york!"
6202,lisa,"dad, i hate to break the mood, but i'm getting nauseous."
6203,homer,who do you like in the afternoon games?
6204,lisa,"well, i like the 49ers because they're pure of heart,"
6206,lisa,"hey, the new sign's really working!"
6208,homer,"lisa, you picked the winner every time.  you must have some"
6209,lisa,"come on, dad.  it doesn't take a genius to realize that houston's"
6210,homer,"oh, my little girl says the cutest things."
6212,homer,"hello, i'm homer, i'll be your customer."
6222,homer,"well, lisa, it's daddy-daughter day, and daddy needs daughter's picks."
6223,lisa,"dad, i'm making the chiefs my five-star silver bullet special."
6225,homer,"barney, are you nuts?  that's the super bowl!"
6229,lisa,"oh, dad!  you must have bought me every malibu stacy accessory there"
6230,homer,not quite.  they were out of malibu stacy lunar rovers.
6231,homer,"boy, i know you're going to like your present."
6234,bart,"dad, i promise you, i will <never> get tired of this."
6235,marge,"homer, those were very thoughtful presents, but you have to tell"
6236,homer,"all right, marge, i'll tell you, but first you have to promise you"
6237,marge,"i promise i <will> get mad, because i always do when you make me"
6238,homer,"all right, if you must know.  lisa and i have been gambling on pro"
6240,homer,you promised you wouldn't get mad!
6241,homer,aren't parents supposed to encourage their kids whenever they show
6242,marge,but gambling is illegal!
6243,homer,"oh, only in 48 states.  besides, it's a victimless crime."
6247,lisa,"look, dad.  i'll tell you who's going to win the super bowl if you"
6261,homer,buffalo is going to win.  lisa hates me. 
6266,homer,not duff dry.  washington!
6270,marge,"  extra mustard for bart, sliced diagonally, not"
6271,lisa," mom, can you sign this permission slip for my"
6272,bart," mom, have you seen my lucky red cap?  mom,"
6273,lisa," field trip?  mom, i <hate> those pimentos, they"
6274,bart," where's my lucky red cap?  mom, aren't you listening"
6279,bart," mom, i'm talking to you.  hello?  hello!  i'm going to"
6280,homer," marge, i split my pants again.  ooooh!  can i have two"
6282,bart, be crushed today if i don't wear my lucky red
6283,homer," sandwiches today?  make them baloney sandwiches, too,"
6284,lisa, mommm!  i can't eat those pimentos...
6285,bart, cap!  mommmm!  wheeeere's my caaaaap!
6286,homer, can i have two slices of baloney and...
6287,marge,one at a time!   one at a time!
6288,lisa," so when you make the sandwich, no pimentos <please!>"
6290,homer, double baloney!  double baloney!  don't forget to make
6291,lisa, because you know how much they...
6292,bart, mommm!  where's my lucky red cap!
6293,homer, it <double> baloney because you can hardly taste
6294,lisa,"mom, bart's making faces at me."
6295,bart,"it's a nervous twitch, and i'm a little sensitive about it,"
6302,homer, hello?  hello?  is this thing on?  hello?
6308,homer,"i knw you do, marge, but come on, you know what our vacations are"
6311,lisa,  i think i'll just hit the hay.
6313,lisa,  i'm aware of the time.
6315,lisa,"you think <you> know fear?  well, <i've> seen 'em naked!"
6319,homer,"come on, maggie.  nummy-nummy-num!"
6330,homer,"uh, she's small...  she's a girl..."
6333,homer,"can you believe it!?  pretty soon, i'll be able to quit my job and"
6334,marge,what?  name me one person who's gotten rich by doing yo-yo tricks!
6335,homer,  donald trump? ... no.
6343,bart,just one.  a little something i call ``plucking the pickle''.
6350,bart,  just kidding.  ha-ha-ha.
6359,marge,i bet we could buy a nice doghouse for $50.
6360,homer," marge, you're a tool of doghouse makers."
6362,homer,"yes, you are.  you've been brainwashed by all those doghouse"
6363,homer,i'll build him a doghouse. 
6365,homer,"don't worry, i just drew up a little blueprint."
6384,bart,"hey, lis.  a moment of your time."
6386,bart,"suppose i was writing my <second> letter to a girl, and i already"
6387,lisa,"  ooooh, could it be there's a special someone you're not"
6393,lisa,is it that girl with the lazy eyepatch?
6395,lisa,"is it that exchange student, m!pa?"
6396,bart,no!!  it's <not> for me.  it's... homework.
6408,homer,"look, if it's about the camcorder, i <lost> it, okay?"
6410,homer,what the hell are you talking about?
6412,homer,"oh, come on, flanders.  i don't complain about your... ..."
6414,homer,makes it look like you got something to hide.
6416,homer, people are talking...  lots of people.
6417,homer,"hey, marge.  you wanna hear something funny?  flanders thinks i"
6418,marge,"well, you know, maybe he's right."
6419,homer,"well, what a surprise!  marge sticks up for flanders!"
6420,marge,"actually, homer, <you> brought up ned flan---"
6424,homer,"boy, you've got to go to your teacher and tell her the truth!"
6425,marge,"no, homer, the truth will humiliate her!"
6426,homer,"oh, marge, i only said it because i thought that's what you wanted"
6427,bart,"how about, ``crocodiles bit off my face.''"
6428,marge,"that's disgusting!  and besides, when a woman lives a man, it"
6429,homer,"i may hold you to that, marge."
6434,homer,don't tell me how to eat donuts!  
6440,homer,"look, i know it wasn't our best season..."
6442,homer,"come here, boy, i want to show you something."
6443,bart,"what's that, a homemade bat?"
6444,homer,it's something very special.  a homemade bat.
6448,bart,  wow!  how many home runs you gonna
6449,homer,let's see.  we play thirty games.  ten at-bats a game.  mmm...
6457,bart,"homer, can i get you a beer?"
6458,lisa,"no, <i> want to get him a beer."
6459,homer,"kids, kids, kids!  you can <each> get me a beer."
6475,homer,you're darryl strawberry.
6479,homer,"i play right field, too."
6481,homer,"well, are you better than me?"
6483,marge,what makes you think this darryl strawberry character is better
6484,homer,"marge, forget it.  he's bigger than me, faster than me, stronger"
6485,bart,"you make me sick, homer.  you're the one who told me i could do"
6486,homer,"well, now that you're a little bit older, i can tell you that's"
6487,bart,"gotcha.  can't win, don't try."
6501,homer,"please please please, i want to make the team.  "
6503,homer,"i did!  woo-hoo!  woo-hoo!  in your face, strawberry!"
6509,homer,"oh, one thing i'm good at and i can't do it any more."
6510,marge,"homey, you're good at lots of things."
6513,homer,yeah.  but none of my friends can watch me.
6521,homer,where do you think you're going?
6523,homer,no no no.  i don't want you to see me sit on my worthless butt.
6526,lisa,"janey, school is <never> a waste of time."
6531,bart,police officer!?  well i'll be jiggered!
6533,bart,"hey, i don't need you to get me in the back of a police car."
6534,homer,"so what are <you> going to be, boy?"
6537,marge,"you know, your father wanted to be a policeman for a little while,"
6538,homer,"no, the army said i was too heavy.  the police said i was too dumb."
6539,lisa,"well, <i'm> going to be a famous jazz musician.  i've got it all"
6540,marge,"honey, if that's what you want, we'll do anything we can to help."
6541,bart,wow!  can i see your club?
6545,bart,"so, you guys like being cops?"
6548,bart,do you need straight a's to be a cop?
6556,bart,"that's right, man.  i got my first taste of authority..."
6557,marge,bart's grades are up a little this term.
6558,homer,oh... we always have one good kid and one lousy kid.
6559,marge,"we have <three> kids, homer."
6560,homer,"maaarge, the dog doesn't count as a kid!"
6562,bart,"seymour, this is an absence slip signed by nelson's mother."
6569,lisa,"well, you're earning <your> eighteen grand a year. "
6578,bart,"seymour, i'll bet you a steak dinner those books are still here."
6580,bart,pfffffft.  supreme court.  what have <they> done for us lately?
6605,homer,"you'll never guess what happened, marge.  are you ready?"
6607,homer,"i know you're excited, but calm down and listen to me carefully..."
6608,marge,"homer, we're on a tight budget, here.  promise me you won't get"
6609,homer,"yes, money.  ...  i mean, honey."
6618,bart,is there a doggie hell?
6619,homer,"well... of course, there couldn't be a heaven if there weren't a hell."
6621,homer,"oh, uh... hitler's dog... and that dog nixon had, what's his name,"
6623,homer,"yeah!  one of the lassies is in there, too.  the mean one!"
6624,marge,"honey, $750 is a lot of money.  we really can't afford this operation."
6625,bart,you're gonna just let him  die?
6628,marge,"bart, watch your language! ... oh, you did.  sorry."
6632,marge,i found a way to stretch the food budget.
6634,marge,... will now be chub night.
6635,homer,chub!?  i don't even know what that is!
6636,homer,"hey, how come he  gets meat and we don't?"
6637,marge,you wouldn't want what he's eating.  it's mostly just snouts and
6639,homer,"well, he's got all the money in the world, but there's one thing"
6644,homer,"``wait, there he is!  ...  no, that's a horse...''"
6646,marge,"homer, get a hold of yourself.  even if he  <has> passed on,"
6647,homer,"oh, marge, there is no such place!"
6649,homer,  or...  to put it another way...  there <is>...
6650,bart,i'm not giving up.  i don't care if i have to knock on every door
6651,homer,and i'll be right here watching tv.
6653,bart,"um, excuse me, sir.  i lost my dog."
6658,bart,"if you don't watch the violence, you'll never get desensitized to it."
6659,lisa, please tell me when the scary part's over.
6670,homer,maybe.  i'm not sure.  i forgot it.
6678,homer,"well, right now, she's an out-of-work cocktail waitress,"
6680,homer,"well, now, i was going to ask you for a glass of water, but now"
6682,homer,"hey!    you <did> say sugar, right?"
6684,homer,"really?!  well, i should warn you, i'm not great with figures."
6686,homer,i make a lot of stupid decisions.
6690,homer,my personal hygeine has been described as...
6691,homer,"marge, you're standing in the way of my boyhood dream of"
6692,marge,your boyhood dream is to eat the world's biggest hoagie!
6693,marge,"homer, how much did you just give that man!?"
6694,homer,"calm down, marge, it's just our life savings.  i'm not going into hock"
6695,marge,hm...  i thought you said she was overweight.
6696,homer,"marge, it takes two to lie.  one to lie and one to listen."
6697,homer,"guess what, lurleen.  i got you a gig on tv!"
6699,homer,"  oh, you meant that as a compliment."
6700,marge,"all our money's tied up in this woman.  if she fails, we're broke."
6705,bart,coooool!  he can teach us how to kill a man with a lunchtray!
6706,homer,"gee, if some snot-nosed little kid sent <me> to prison,"
6720,bart,"don't be a fool, aunt selma!  that man is scum!"
6725,marge,"now, about your wedding dress.  mmm, i'm not sure how to put this..."
6728,homer,you can't go wrong with cocktail weenies!  they taste as good as
6741,homer,"i hate all the programs marge likes, but it's no big deal."
6744,homer,"whenever marge turns on one of her ``non-violent'' programs,"
6746,lisa, <i> could've been the flower girl.  and i wouldn't keep
6747,bart,"hey, they chose maggie, okay?"
6748,lisa,"yeah, well, if you want to go for cutesiness instead of competence, fine."
6763,bart,"chief wiggum, think you have room in your jail for a two-time loser?"
6767,bart,"well, i'd hate to tell the number one cop in town how to do"
6770,bart,"hey, milhouse, cool jacket!"
6772,homer,now just meet me back here after the show.
6773,bart,"thanks, dad.  sure you're not going to be bored?"
6774,homer," boy, some of the best times i've ever had were in the"
6777,homer,"now, boy, we spent a lot of money, so you'd better get real good"
6779,homer,"hey, i thought i was supposed to encourage him."
6780,bart,"i didn't know you played the guitar, otto-man!"
6783,lisa,we don't have seat belts.
6792,bart,otto-man?  you're living in a dumpster?
6796,bart,"mom, i thought you might forget our little conversation this"
6800,homer,"marge, what were you thinking!"
6802,homer,"oh, everybody says that when they hear themselves on tape."
6804,homer,"forget it!  that line didn't work for my dad, and it's not"
6805,marge,"doesn't the bible say, ``whatsoever you do to the least of my brothers,"
6806,homer,"yes, but doesn't the bible also say ``thou shalt not take... moochers"
6807,bart,"please, dad?  if you let otto stay, he'll help around the house and"
6808,homer,"all right, he can stay.  but i get to treat him like garbage."
6810,homer,"will you knock it off, i can't hear myself think!"
6811,homer,"hey, how come you never play your guitar any more?"
6812,bart,"i'll tell ya the truth, dad.  i wasn't goot at it right away, so"
6813,homer,"  son, come here!  heh heh heh..."
6814,bart,"what are you going to do, otto?"
6816,bart,"you can do it, otto!  you're the coolest adult i ever met!"
6819,bart,cool!  an oversized novelty billiard ball!
6829,bart,"how would i go about creating a half-man, half-monkey-type creature?"
6831,bart,god shmod!  i want my monkey-man!
6837,bart,"hey, what's with the skirt?"
6839,bart,"yeah, but never a girl.  what if i want to strut around nude?"
6841,lisa,"dad, what if i told you you could lose weight without dieting"
6842,homer,i'd say you're a lying scumbag!
6843,lisa,they'll send you tapes you listen to while you sleep.
6844,homer,lose weight <and> listen to new age music?  wow!
6845,marge,"homer, has the weight loss tape reduced your appetite?"
6846,homer,"ah, lamentably no.  my gastronomic rapacity knows no satieties."
6854,lisa,"hey, bart, according to this magazine, in another million years,"
6855,bart,five fingers?  ewwww!  freak show!
6856,homer,"marge, where's that...  metal deely... you use to... dig... food..."
6859,bart,how are we going to find her?
6861,bart,"hey, samantha, i'm sorry about getting you thrown in the"
6887,marge,"how was your day at work, dear?"
6888,homer,"oh, the usual.  stand in front of this, open that, pull down"
6903,homer,"all right, who did this?"
6904,bart,we were just sitting on the couch quietly chatting when we heard
6905,lisa,we leapt off just in time to see it collapse.
6906,bart,"there, there, you're safe now, little sister."
6914,lisa,this show is the biggest farce i ever saw!
6917,homer," please, please, please, please, please!"
6935,homer,"well, while you're a guest in my home, could you just kick me"
6937,marge,herb! how have you been?
6940,bart,"unckie herb, what advice would you give to a young boy who"
6942,lisa,"why didn't you write, unckie herb?"
6947,lisa,"and while on ventnor avenue, you'll be staying at the fabulous"
6955,homer,"all right, herb. i'll give you the money, but first you"
6957,homer,"all right, then just give me the drinking bird."
6960,bart,not really.  we snuck a peek while you were in the john.
6961,homer,"i can't believe we spent $2,000 on this when right now rollers"
6971,homer,"all right, but i never really hugged a man before."
6973,bart,"how do i know this isn't some beautiful dream, too?"
6975,bart,"ow!  you know, a pinch is more traditional."
6976,marge,"homer, you do remember your promise to the children?"
6978,homer,"sure do!  when you're 18, you're out the door!"
6994,bart,"well dad, here's my report card.  i think you'll be pleasantly"
6995,homer,"  a-plus?!?  you don't think much of me, do you boy?"
6997,homer,you know a d turns into a b so easily.  you just got greedy.
6998,bart,so i won't get to go to camp?
6999,homer," now bart, we made this deal because i thought it"
7001,homer,yeah.  i didn't want you hangin' around all summer anyway.
7003,marge,it's our last family dinner for six weeks.  but i promised myself i
7004,marge,"  oh, i'm going to miss this."
7005,marge,"lisa, watch out for poison ivy.  remember,"
7006,homer,"``leaves of four, eat some more!''  heh heh heh."
7007,bart,"don't look in my closet.  in fact, stay out of my room altogether."
7008,lisa,"if the pets die, don't replace them, i'll know!"
7012,bart,don't we get to roast marshmallows?
7014,lisa,"uh, are your sure that's safe?"
7030,lisa,you're serving us gruel?
7032,lisa,"i feel like i'm gonna die, bart."
7033,bart,"we're all gonna die, lis."
7041,bart,we want the whole world to know that this was a really crappy camp.
7044,lisa,oh yeah!?  who played your daughter in the short-lived sitcom
7046,bart,"krusty!  this camp was a nightmare!  they fed us gruel, they forced"
7048,bart,"well, actually, the bear just ate his hat."
7077,marge,"well, i feel guilty for not missing them."
7081,marge,i thought it would be a good chance to meet some other adults.
7083,marge,"you know, i spend all day home with maggie.  sometimes it's"
7085,marge,maybe i should've a nice calligraphy class.
7088,bart,are there any jive-talking robots in this play?
7090,homer,"bart, don't ask stupid questions."
7094,marge,"for god's sakes, you can pull the lid off your own can of pudding!"
7096,marge,i'm sure you won't enjoy it.
7097,homer,probably not much of it.
7098,marge,why can't you be more supportive?
7100,homer,"i can't fake an interest in this, and i'm an expert at faking an"
7102,homer,"you know, the painting class, the first aid course,"
7103,homer,"it really got to me how that lady, uh...  you know which one i mean."
7134,marge,your father's ... resting.
7135,bart,"resting hung over?  resting got fired?  help me out, here."
7140,marge,are you actually giving up your faith?
7144,homer,"  uh, kind-of...  b-but..."
7146,homer,"i'm not a bad guy!  i work hard, and i love my kids.  so why should"
7149,homer,"naw, they moved to phoenix."
7151,lisa,why are you dedicating your life to blasphemy?
7152,homer,"don't worry, sweetheart.  if i'm wrong, i'll recant on my deathbed."
7153,marge,"reverend lovejoy, i had a bit of an ulterior motive in"
7155,homer,god himself told me i should seek a new path.
7157,homer,"yeah.  he appeared before me in a dream, and i knew that"
7159,homer,and <you> remember... matthew ... 21
7161,homer,yeah...    think about it!
7162,marge,"homer, please don't make me choose between my man and my god, because"
7163,homer,"there you go again, always taking someone else's side."
7164,homer,"wait a minute, is this a religious thing?"
7169,homer,"flanders, you saved me!  why?"
7173,homer,"well, the picasso, my collection of classic cars..."
7175,homer, well that's just great!
7184,homer,"i was rude to every one of you, and you saved my life when you could've"
7185,marge,"aw, homer, i'm so glad to hear you say that."
7186,homer,what's the meaning of life?
7188,homer,i can't wait that long!
